,,,,,,,,,,,,Język polski,,,,,Matematyka,,,,,Język angielski,,,,,Język francuski,,,,,Język hiszpański,,,,,Język niemiecki,,,,,Język rosyjski,,,,,Język włoski,,,,
ID OKE,województwo - nazwa,powiat - nazwa,Gmina - nazwa,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki
",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%)
8,Dolnośląskie,Dzierżoniowski,Dzierżoniów,Gmina wiejska,0202052,121868,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W OSTROSZOWICACH,Ostroszowice,ul. Bielawska 58,11,51,17,49,49,11,39,20,32,16,11,55,25,45,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Dzierżoniowski,Dzierżoniów,Gmina wiejska,0202052,121950,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W PIŁAWIE DOLNEJ,Piława Dolna,ul. Główna 50,19,64,15,64,38,19,42,24,36,20,19,67,22,69,45,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Dzierżoniowski,Dzierżoniów,Gmina wiejska,0202052,73094,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W TUSZYNIE,Tuszyn,47,30,59,15,57,51,30,47,23,44,60,24,67,23,69,69,,,,,,,,,,,6,,,,,,,,,,,,,,
8,Dolnośląskie,Dzierżoniowski,Dzierżoniów,Gmina wiejska,0202052,121789,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ZESPOLE SZKOLNO-PRZEDSZKOLNYM W MOŚCISKU,Mościsko,ul. Szkolna 12,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Dzierżoniowski,Niemcza,Obszar wiejski,0202075,118705,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA W GILOWIE,Gilów,49,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Dzierżoniowski,Niemcza,Obszar wiejski,0202075,118579,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA W PRZERZECZYNIE- ZDROJU,Przerzeczyn-Zdrój,ul. Zdrojowa 14,3,,,,,3,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
8,Dolnośląskie,Dzierżoniowski,Niemcza,Miasto,0202074,111387,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BOLESŁAWA CHROBREGO,Niemcza,ul. Bolesława Chrobrego 25,22,54,23,60,20,22,36,22,28,48,22,56,28,58,98,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Dzierżoniowski,Pieszyce,Miasto,0202034,5576,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI PRZEDSZKOLNYMI,Pieszyce,ul. Świdnicka 53,10,46,19,51,31,10,33,14,30,16,11,45,29,36,15,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Dzierżoniowski,Pieszyce,Miasto,0202034,61547,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. PIESZYCKIEJ HARCERSKIEJ ORGANIZACJI PODZIEMNEJ W PIESZYCACH,Pieszyce,ul. Ogrodowa 23,49,51,19,49,47,49,35,22,28,16,48,59,27,59,18,,,,,,,,,,,1,,,,,,,,,,,,,,
8,Dolnośląskie,Dzierżoniowski,Piława Górna,Gmina miejska,0202041,23237,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO W PIŁAWIE GÓRNEJ,Piława Górna,ul. Tadeusza Kościuszki 1,51,53,20,56,56,51,33,23,28,20,49,52,29,45,98,,,,,,,,,,,2,,,,,,,,,,,,,,
8,Dolnośląskie,Dzierżoniowski,Łagiewniki,Gmina wiejska,0202062,72951,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ŁAGIEWNIKACH,Łagiewniki,ul. Jedności Narodowej 38,41,52,15,53,53,41,34,18,32,12,41,54,25,55,25,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Dzierżoniowski,Łagiewniki,Gmina wiejska,0202062,72954,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W OLESZNEJ,Oleszna,ul. Ślężna 1,26,50,16,50,47,26,36,16,34,24,26,46,26,40,18,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Górowski,Góra,Miasto,0204014,56377,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. BOLESŁAWA PRUSA W GÓRZE,Góra,ul. Marii Konopnickiej 2,77,59,18,62,69,77,40,25,32,16,77,65,31,73,98,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Górowski,Góra,Miasto,0204014,56378,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. WŁADYSŁAWA BRONIEWSKIEGO W GÓRZE,Góra,ul. Poznańska 2,56,54,15,53,49,56,42,22,42,52,57,61,25,60,49,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Górowski,Góra,Obszar wiejski,0204015,55375,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W GLINCE,Glinka,6,10,54,16,56,67,10,27,14,20,20,10,41,25,35,15,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Górowski,Góra,Obszar wiejski,0204015,111028,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ŚLUBOWIE,Ślubów,54,14,55,15,56,40,14,32,18,28,16,14,50,21,42,33,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Górowski,Góra,Obszar wiejski,0204015,111109,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W WITOSZYCACH,Witoszyce,10,16,53,26,55,51,16,37,27,24,20,16,52,32,50,15,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Górowski,Góra,Obszar wiejski,0204015,111153,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W CZERNINIE,Czernina,ul. Szkolna 2,21,52,18,53,53,21,33,19,24,16,21,55,28,40,25,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Górowski,Jemielno,Gmina wiejska,0204022,23548,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W IRZĄDZACH,Irządze,27,11,45,12,42,31,11,41,24,32,24,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,
8,Dolnośląskie,Górowski,Jemielno,Gmina wiejska,0204022,23547,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W JEMIELNIE,Jemielno,41A,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Górowski,Niechlów,Gmina wiejska,0204032,22675,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ARMII KRAJOWEJ,Niechlów,ul. Szkolna 23,18,52,16,56,62,18,44,23,40,28,18,59,24,58,49,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Górowski,Niechlów,Gmina wiejska,0204032,44681,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA,Siciny,78,18,58,10,60,60,18,37,16,32,32,9,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,
8,Dolnośląskie,Górowski,Wąsosz,Obszar wiejski,0204045,30189,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM.JULIANA TUWIMA W CZARNOBORSKU,Czarnoborsko,10,12,66,11,65,53,12,55,22,52,52,12,54,32,50,27,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Górowski,Wąsosz,Miasto,0204044,29117,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. BOLESŁAWA CHROBREGO W WĄSOSZU,Wąsosz,al. Aleja Niepodległości 10,44,53,16,53,62,44,35,21,32,32,44,51,28,45,22,,,,,,,,,,,,,,,,,,,,,,,,,
8,Dolnośląskie,Głogowski,Głogów,Gmina miejska,0203011,22352,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 10 IM. MIKOŁAJA KOPERNIKA W GŁOGOWIE,Głogów,ul. Andromedy 62,17,56,14,58,58,17,52,17,52,36,17,75,21,84,62,,,,,,,,,,,,,,,,,,,,,,,,,
