RSPO,Kod teryt gminy,Typ gminy,"liczba
zdających","wynik
średni (%)","liczba
zdających.1","wynik
średni (%).1","liczba
zdających.2","wynik
średni (%).2"
44517,1206172,Gmina wiejska,3.0,,3.0,,3.0,
85366,1206172,Gmina wiejska,104.0,72.0,104.0,68.0,102.0,88.0
85857,1206172,Gmina wiejska,28.0,69.0,28.0,61.0,28.0,74.0
85981,1206172,Gmina wiejska,25.0,70.0,25.0,59.0,25.0,83.0
88600,1206172,Gmina wiejska,86.0,73.0,86.0,72.0,86.0,85.0
4799,1206144,Miasto,36.0,63.0,36.0,55.0,33.0,76.0
4894,1206145,Obszar wiejski,21.0,60.0,21.0,58.0,21.0,68.0
4895,1206145,Obszar wiejski,30.0,63.0,30.0,47.0,30.0,62.0
4896,1206145,Obszar wiejski,19.0,53.0,19.0,50.0,19.0,55.0
55982,1207032,Gmina wiejska,6.0,,6.0,,6.0,
57594,1207032,Gmina wiejska,5.0,,5.0,,5.0,
58557,1207032,Gmina wiejska,7.0,,7.0,,7.0,
60221,1207032,Gmina wiejska,40.0,70.0,40.0,46.0,38.0,69.0
66290,1207032,Gmina wiejska,21.0,71.0,21.0,47.0,21.0,57.0
68531,1207032,Gmina wiejska,13.0,67.0,13.0,43.0,13.0,68.0
74488,1207042,Gmina wiejska,15.0,75.0,15.0,54.0,15.0,52.0
85759,1207042,Gmina wiejska,6.0,,6.0,,6.0,
85876,1207042,Gmina wiejska,28.0,53.0,28.0,44.0,28.0,56.0
87014,1207042,Gmina wiejska,17.0,58.0,17.0,42.0,17.0,48.0
87102,1207042,Gmina wiejska,11.0,64.0,11.0,51.0,11.0,55.0
87163,1207042,Gmina wiejska,5.0,,5.0,,5.0,
40980,1207052,Gmina wiejska,17.0,58.0,17.0,35.0,17.0,55.0
40981,1207052,Gmina wiejska,8.0,,8.0,,8.0,
48822,1207052,Gmina wiejska,14.0,53.0,14.0,49.0,14.0,51.0
49008,1207052,Gmina wiejska,31.0,67.0,31.0,56.0,31.0,60.0
55422,1207052,Gmina wiejska,19.0,46.0,19.0,39.0,19.0,48.0
55437,1207052,Gmina wiejska,9.0,,9.0,,9.0,
55953,1207052,Gmina wiejska,9.0,,9.0,,9.0,
68706,1207062,Gmina wiejska,8.0,,8.0,,8.0,
83853,1207062,Gmina wiejska,7.0,,7.0,,7.0,
83857,1207062,Gmina wiejska,7.0,,7.0,,7.0,
83858,1207062,Gmina wiejska,12.0,54.0,12.0,53.0,12.0,52.0
83859,1207062,Gmina wiejska,4.0,,4.0,,4.0,
90555,1207062,Gmina wiejska,41.0,56.0,41.0,44.0,41.0,58.0
91976,1207062,Gmina wiejska,11.0,77.0,11.0,41.0,11.0,55.0
22653,1207011,Gmina miejska,49.0,71.0,49.0,56.0,47.0,71.0
52798,1207011,Gmina miejska,53.0,71.0,53.0,57.0,49.0,76.0
52850,1207011,Gmina miejska,85.0,63.0,85.0,54.0,85.0,63.0
82800,1207011,Gmina miejska,26.0,61.0,26.0,52.0,26.0,63.0
28196,1207072,Gmina wiejska,14.0,68.0,14.0,37.0,14.0,51.0
29263,1207072,Gmina wiejska,39.0,72.0,39.0,56.0,39.0,60.0
47324,1207072,Gmina wiejska,11.0,66.0,11.0,61.0,11.0,42.0
56021,1207072,Gmina wiejska,18.0,78.0,18.0,47.0,18.0,62.0
56162,1207072,Gmina wiejska,16.0,75.0,16.0,45.0,16.0,77.0
56307,1207072,Gmina wiejska,6.0,,6.0,,6.0,
60020,1207072,Gmina wiejska,5.0,,5.0,,5.0,
73013,1207072,Gmina wiejska,21.0,68.0,21.0,50.0,21.0,66.0
73706,1207072,Gmina wiejska,28.0,70.0,28.0,40.0,27.0,68.0
73796,1207072,Gmina wiejska,20.0,61.0,20.0,46.0,18.0,60.0
74222,1207072,Gmina wiejska,13.0,71.0,13.0,55.0,13.0,54.0
74300,1207072,Gmina wiejska,4.0,,4.0,,4.0,
74659,1207072,Gmina wiejska,16.0,71.0,16.0,51.0,16.0,69.0
75015,1207072,Gmina wiejska,12.0,68.0,12.0,53.0,12.0,58.0
75107,1207072,Gmina wiejska,19.0,71.0,19.0,54.0,19.0,73.0
61527,1207021,Gmina miejska,55.0,60.0,55.0,59.0,55.0,66.0
68074,1207021,Gmina miejska,47.0,65.0,47.0,46.0,47.0,61.0
263073,1207021,Gmina miejska,10.0,32.0,10.0,19.0,8.0,
43460,1207092,Gmina wiejska,16.0,77.0,16.0,68.0,16.0,74.0
43461,1207092,Gmina wiejska,4.0,,4.0,,4.0,
43462,1207092,Gmina wiejska,4.0,,4.0,,4.0,
43464,1207092,Gmina wiejska,15.0,63.0,15.0,43.0,15.0,51.0
43465,1207092,Gmina wiejska,18.0,62.0,18.0,42.0,18.0,54.0
43467,1207092,Gmina wiejska,15.0,75.0,15.0,61.0,15.0,54.0
43468,1207092,Gmina wiejska,14.0,69.0,14.0,41.0,14.0,61.0
52774,1207092,Gmina wiejska,16.0,67.0,16.0,53.0,16.0,56.0
52821,1207092,Gmina wiejska,9.0,,9.0,,9.0,
52851,1207092,Gmina wiejska,31.0,64.0,31.0,38.0,31.0,46.0
52852,1207092,Gmina wiejska,16.0,61.0,16.0,49.0,16.0,57.0
55406,1207092,Gmina wiejska,11.0,68.0,11.0,64.0,11.0,71.0
56456,1207092,Gmina wiejska,21.0,55.0,21.0,48.0,21.0,61.0
272275,1207092,Gmina wiejska,15.0,70.0,15.0,41.0,15.0,60.0
26822,1207102,Gmina wiejska,32.0,57.0,32.0,36.0,32.0,45.0
27007,1207102,Gmina wiejska,16.0,59.0,16.0,43.0,16.0,67.0
27886,1207102,Gmina wiejska,30.0,48.0,30.0,43.0,30.0,61.0
64712,1207102,Gmina wiejska,15.0,58.0,15.0,38.0,15.0,45.0
35200,1207112,Gmina wiejska,11.0,50.0,11.0,41.0,11.0,47.0
44206,1207112,Gmina wiejska,25.0,58.0,25.0,44.0,25.0,55.0
53295,1207112,Gmina wiejska,18.0,58.0,18.0,43.0,18.0,53.0
267964,1207112,Gmina wiejska,10.0,61.0,10.0,41.0,10.0,57.0
66193,1207122,Gmina wiejska,13.0,48.0,13.0,27.0,13.0,33.0
66194,1207122,Gmina wiejska,11.0,64.0,11.0,49.0,11.0,59.0
66195,1207122,Gmina wiejska,28.0,70.0,28.0,49.0,28.0,65.0
50342,1207082,Gmina wiejska,34.0,71.0,34.0,51.0,33.0,78.0
50345,1207082,Gmina wiejska,4.0,,4.0,,4.0,
50346,1207082,Gmina wiejska,8.0,,8.0,,8.0,
50347,1207082,Gmina wiejska,14.0,61.0,14.0,56.0,14.0,47.0
50348,1207082,Gmina wiejska,13.0,73.0,13.0,60.0,13.0,65.0
50349,1207082,Gmina wiejska,13.0,51.0,13.0,36.0,13.0,52.0
103690,1207082,Gmina wiejska,12.0,61.0,12.0,39.0,12.0,38.0
103691,1207082,Gmina wiejska,8.0,,8.0,,8.0,
103710,1207082,Gmina wiejska,26.0,65.0,26.0,42.0,26.0,68.0
53917,1208012,Gmina wiejska,13.0,59.0,13.0,42.0,13.0,52.0
71380,1208012,Gmina wiejska,38.0,56.0,38.0,42.0,38.0,65.0
128518,1208012,Gmina wiejska,5.0,,5.0,,5.0,
128527,1208012,Gmina wiejska,5.0,,5.0,,5.0,
86275,1208022,Gmina wiejska,35.0,59.0,35.0,44.0,35.0,59.0
86449,1208022,Gmina wiejska,6.0,,6.0,,6.0,
86451,1208022,Gmina wiejska,10.0,57.0,10.0,54.0,10.0,59.0
64785,1208032,Gmina wiejska,39.0,52.0,39.0,46.0,39.0,59.0
49693,1208042,Gmina wiejska,23.0,63.0,23.0,39.0,23.0,66.0
49694,1208042,Gmina wiejska,5.0,,5.0,,5.0,
86249,1208042,Gmina wiejska,28.0,74.0,28.0,44.0,28.0,61.0
85333,1208054,Miasto,67.0,63.0,67.0,51.0,66.0,73.0
85335,1208054,Miasto,52.0,57.0,52.0,50.0,52.0,66.0
85330,1208055,Obszar wiejski,15.0,48.0,15.0,32.0,15.0,52.0
85331,1208055,Obszar wiejski,7.0,,7.0,,7.0,
85332,1208055,Obszar wiejski,9.0,,9.0,,9.0,
85334,1208055,Obszar wiejski,13.0,73.0,13.0,43.0,13.0,53.0
68704,1208062,Gmina wiejska,18.0,58.0,18.0,37.0,18.0,56.0
58192,1208072,Gmina wiejska,25.0,55.0,25.0,36.0,25.0,48.0
59730,1208072,Gmina wiejska,6.0,,6.0,,6.0,
58473,1209014,Miasto,62.0,58.0,62.0,47.0,59.0,68.0
262324,1209014,Miasto,32.0,64.0,32.0,55.0,31.0,74.0
55599,1209015,Obszar wiejski,9.0,,9.0,,8.0,
57098,1209015,Obszar wiejski,18.0,62.0,18.0,48.0,18.0,77.0
59813,1209015,Obszar wiejski,15.0,70.0,15.0,65.0,15.0,70.0
60098,1209015,Obszar wiejski,11.0,73.0,11.0,68.0,11.0,78.0
60702,1209015,Obszar wiejski,5.0,,5.0,,5.0,
47994,1209022,Gmina wiejska,40.0,64.0,40.0,52.0,40.0,71.0
47995,1209022,Gmina wiejska,31.0,54.0,31.0,41.0,31.0,52.0
47996,1209022,Gmina wiejska,33.0,65.0,33.0,50.0,33.0,84.0
55417,1209022,Gmina wiejska,8.0,,8.0,,8.0,
50374,1209034,Miasto,50.0,63.0,50.0,46.0,51.0,66.0
65197,1209034,Miasto,80.0,66.0,80.0,59.0,75.0,74.0
69872,1209034,Miasto,27.0,63.0,27.0,57.0,28.0,72.0
271661,1209034,Miasto,39.0,71.0,39.0,66.0,38.0,82.0
43583,1209035,Obszar wiejski,8.0,,8.0,,8.0,
49624,1209035,Obszar wiejski,33.0,64.0,33.0,59.0,33.0,69.0
55121,1209035,Obszar wiejski,6.0,,6.0,,6.0,
55122,1209035,Obszar wiejski,44.0,59.0,44.0,54.0,44.0,58.0
61462,1209035,Obszar wiejski,15.0,61.0,15.0,45.0,15.0,71.0
62041,1209035,Obszar wiejski,13.0,60.0,13.0,46.0,13.0,62.0
63401,1209035,Obszar wiejski,42.0,61.0,42.0,57.0,42.0,71.0
64492,1209035,Obszar wiejski,11.0,66.0,11.0,64.0,11.0,66.0
68397,1209035,Obszar wiejski,15.0,58.0,15.0,53.0,15.0,67.0
73749,1209035,Obszar wiejski,14.0,60.0,14.0,45.0,14.0,69.0
74965,1209035,Obszar wiejski,10.0,72.0,10.0,52.0,10.0,70.0
79123,1209035,Obszar wiejski,9.0,,9.0,,9.0,
79124,1209035,Obszar wiejski,22.0,49.0,22.0,37.0,22.0,49.0
107551,1209035,Obszar wiejski,12.0,68.0,12.0,56.0,12.0,74.0
71136,1209042,Gmina wiejska,52.0,66.0,52.0,62.0,52.0,79.0
71567,1209042,Gmina wiejska,15.0,65.0,15.0,42.0,15.0,71.0
74451,1209042,Gmina wiejska,14.0,62.0,14.0,43.0,14.0,63.0
74453,1209042,Gmina wiejska,16.0,60.0,16.0,51.0,16.0,77.0
92935,1209042,Gmina wiejska,24.0,57.0,24.0,48.0,24.0,63.0
61536,1209052,Gmina wiejska,28.0,59.0,28.0,43.0,28.0,50.0
69931,1209052,Gmina wiejska,7.0,,7.0,,7.0,
69943,1209052,Gmina wiejska,15.0,57.0,15.0,30.0,15.0,39.0
115108,1209052,Gmina wiejska,8.0,,8.0,,8.0,
3432,1209062,Gmina wiejska,14.0,69.0,14.0,59.0,14.0,77.0
7490,1209062,Gmina wiejska,18.0,68.0,18.0,52.0,18.0,77.0
7598,1209062,Gmina wiejska,43.0,62.0,43.0,59.0,43.0,82.0
7619,1209062,Gmina wiejska,22.0,74.0,22.0,65.0,22.0,68.0
28210,1209074,Miasto,82.0,64.0,82.0,48.0,81.0,64.0
28595,1209075,Obszar wiejski,20.0,71.0,20.0,70.0,20.0,78.0
28599,1209075,Obszar wiejski,37.0,59.0,37.0,50.0,37.0,66.0
28754,1209075,Obszar wiejski,16.0,61.0,16.0,28.0,16.0,48.0
64863,1209082,Gmina wiejska,22.0,70.0,22.0,54.0,22.0,62.0
64864,1209082,Gmina wiejska,15.0,58.0,15.0,43.0,15.0,61.0
64866,1209082,Gmina wiejska,18.0,60.0,18.0,50.0,18.0,68.0
71527,1209082,Gmina wiejska,36.0,64.0,36.0,49.0,36.0,71.0
85038,1209092,Gmina wiejska,49.0,61.0,49.0,48.0,49.0,57.0
85884,1209092,Gmina wiejska,18.0,66.0,18.0,57.0,18.0,78.0
86082,1209092,Gmina wiejska,15.0,57.0,15.0,50.0,15.0,58.0
119438,1209092,Gmina wiejska,7.0,,7.0,,7.0,
6987,1210022,Gmina wiejska,22.0,59.0,22.0,49.0,22.0,58.0
6988,1210022,Gmina wiejska,36.0,60.0,36.0,49.0,36.0,57.0
7031,1210022,Gmina wiejska,15.0,60.0,15.0,45.0,15.0,64.0
7134,1210022,Gmina wiejska,19.0,66.0,19.0,43.0,19.0,63.0
7564,1210022,Gmina wiejska,9.0,,9.0,,9.0,
7689,1210022,Gmina wiejska,7.0,,7.0,,7.0,
8389,1210022,Gmina wiejska,15.0,49.0,15.0,33.0,14.0,46.0
8885,1210022,Gmina wiejska,29.0,61.0,29.0,56.0,29.0,75.0
9921,1210022,Gmina wiejska,22.0,58.0,22.0,42.0,22.0,47.0
12251,1210022,Gmina wiejska,53.0,63.0,53.0,54.0,54.0,71.0
13350,1210022,Gmina wiejska,18.0,55.0,18.0,34.0,18.0,44.0
44468,1210022,Gmina wiejska,13.0,64.0,13.0,56.0,13.0,72.0
48857,1210022,Gmina wiejska,16.0,73.0,16.0,63.0,16.0,66.0
60089,1210022,Gmina wiejska,23.0,58.0,23.0,49.0,22.0,59.0
13304,1210011,Gmina miejska,9.0,,9.0,,9.0,
22507,1210011,Gmina miejska,54.0,57.0,54.0,41.0,54.0,67.0
15876,1210042,Gmina wiejska,9.0,,9.0,,9.0,
18229,1210042,Gmina wiejska,17.0,62.0,17.0,50.0,17.0,58.0
18319,1210042,Gmina wiejska,8.0,,8.0,,8.0,
18462,1210042,Gmina wiejska,22.0,63.0,22.0,47.0,22.0,65.0
18615,1210042,Gmina wiejska,23.0,68.0,23.0,59.0,23.0,68.0
19229,1210042,Gmina wiejska,8.0,,8.0,,8.0,
19357,1210042,Gmina wiejska,4.0,,4.0,,4.0,
22442,1210042,Gmina wiejska,23.0,53.0,23.0,44.0,23.0,57.0
49287,1210042,Gmina wiejska,20.0,70.0,20.0,52.0,20.0,79.0
53150,1210042,Gmina wiejska,23.0,64.0,23.0,47.0,23.0,56.0
53329,1210042,Gmina wiejska,18.0,62.0,18.0,52.0,18.0,51.0
53545,1210042,Gmina wiejska,13.0,53.0,13.0,43.0,14.0,56.0
54443,1210042,Gmina wiejska,41.0,55.0,41.0,38.0,41.0,46.0
55645,1210042,Gmina wiejska,13.0,64.0,13.0,38.0,13.0,58.0
56107,1210042,Gmina wiejska,20.0,72.0,20.0,55.0,20.0,73.0
64482,1210032,Gmina wiejska,5.0,,5.0,,5.0,
64483,1210032,Gmina wiejska,13.0,56.0,13.0,37.0,13.0,39.0
64484,1210032,Gmina wiejska,12.0,67.0,12.0,34.0,12.0,49.0
71923,1210032,Gmina wiejska,19.0,66.0,19.0,58.0,19.0,70.0
89788,1210032,Gmina wiejska,10.0,57.0,10.0,50.0,10.0,53.0
89903,1210032,Gmina wiejska,20.0,61.0,20.0,50.0,19.0,62.0
89905,1210032,Gmina wiejska,13.0,70.0,13.0,50.0,13.0,72.0
89907,1210032,Gmina wiejska,13.0,63.0,13.0,58.0,13.0,64.0
25940,1210052,Gmina wiejska,9.0,,9.0,,9.0,
25958,1210052,Gmina wiejska,7.0,,7.0,,7.0,
27820,1210052,Gmina wiejska,18.0,55.0,18.0,45.0,18.0,54.0
29115,1210052,Gmina wiejska,9.0,,9.0,,9.0,
29572,1210052,Gmina wiejska,15.0,62.0,15.0,55.0,15.0,59.0
41121,1210052,Gmina wiejska,28.0,64.0,28.0,38.0,28.0,54.0
55540,1210052,Gmina wiejska,11.0,70.0,11.0,54.0,11.0,69.0
55542,1210052,Gmina wiejska,13.0,60.0,13.0,43.0,13.0,63.0
48273,1210062,Gmina wiejska,7.0,,7.0,,7.0,
48362,1210062,Gmina wiejska,9.0,,9.0,,9.0,
48480,1210062,Gmina wiejska,3.0,,3.0,,3.0,
48481,1210062,Gmina wiejska,8.0,,8.0,,8.0,
53046,1210062,Gmina wiejska,5.0,,5.0,,5.0,
53056,1210062,Gmina wiejska,12.0,63.0,12.0,32.0,12.0,33.0
53089,1210062,Gmina wiejska,7.0,,7.0,,7.0,
61391,1210062,Gmina wiejska,42.0,57.0,42.0,52.0,42.0,60.0
61582,1210062,Gmina wiejska,8.0,,8.0,,8.0,
64452,1210062,Gmina wiejska,14.0,59.0,14.0,40.0,14.0,37.0
64527,1210062,Gmina wiejska,15.0,56.0,15.0,44.0,15.0,46.0
71542,1210062,Gmina wiejska,10.0,54.0,10.0,38.0,10.0,63.0
15191,1210074,Miasto,46.0,59.0,46.0,50.0,46.0,73.0
24187,1210074,Miasto,31.0,59.0,31.0,44.0,31.0,60.0
24189,1210075,Obszar wiejski,32.0,63.0,32.0,54.0,32.0,64.0
25146,1210075,Obszar wiejski,12.0,72.0,12.0,60.0,12.0,77.0
26544,1210075,Obszar wiejski,15.0,58.0,15.0,39.0,15.0,52.0
262662,1210075,Obszar wiejski,7.0,,7.0,,7.0,
271038,1210075,Obszar wiejski,11.0,58.0,11.0,54.0,11.0,63.0
23233,1210114,Miasto,5.0,,5.0,,5.0,
38513,1210114,Miasto,49.0,69.0,49.0,50.0,49.0,66.0
38517,1210115,Obszar wiejski,36.0,57.0,36.0,32.0,37.0,56.0
38520,1210115,Obszar wiejski,20.0,58.0,20.0,29.0,19.0,61.0
128096,1210115,Obszar wiejski,15.0,59.0,15.0,47.0,15.0,57.0
40661,1210122,Gmina wiejska,21.0,67.0,21.0,40.0,21.0,52.0
40662,1210122,Gmina wiejska,15.0,59.0,15.0,37.0,15.0,39.0
40663,1210122,Gmina wiejska,8.0,,8.0,,8.0,
40664,1210122,Gmina wiejska,9.0,,9.0,,9.0,
40665,1210122,Gmina wiejska,8.0,,8.0,,8.0,
40666,1210122,Gmina wiejska,29.0,54.0,29.0,43.0,29.0,65.0
41828,1210134,Miasto,50.0,67.0,50.0,52.0,50.0,56.0
41830,1210134,Miasto,18.0,60.0,18.0,46.0,18.0,57.0
41833,1210135,Obszar wiejski,9.0,,9.0,,9.0,
49609,1210135,Obszar wiejski,23.0,53.0,23.0,42.0,23.0,52.0
119717,1210135,Obszar wiejski,7.0,,7.0,,7.0,
13631,1210142,Gmina wiejska,25.0,66.0,25.0,42.0,25.0,64.0
13632,1210142,Gmina wiejska,11.0,71.0,11.0,41.0,11.0,52.0
13633,1210142,Gmina wiejska,14.0,59.0,14.0,39.0,14.0,53.0
13634,1210142,Gmina wiejska,8.0,,8.0,,8.0,
13636,1210142,Gmina wiejska,9.0,,9.0,,9.0,
13637,1210142,Gmina wiejska,3.0,,3.0,,3.0,
13638,1210142,Gmina wiejska,7.0,,7.0,,7.0,
13639,1210142,Gmina wiejska,16.0,72.0,16.0,51.0,15.0,76.0
19077,1210142,Gmina wiejska,39.0,66.0,39.0,50.0,39.0,59.0
77949,1210152,Gmina wiejska,33.0,68.0,33.0,55.0,33.0,67.0
24582,1210164,Miasto,51.0,66.0,51.0,49.0,51.0,76.0
262739,1210164,Miasto,46.0,67.0,46.0,42.0,45.0,54.0
21660,1210165,Obszar wiejski,15.0,60.0,15.0,55.0,15.0,53.0
21662,1210165,Obszar wiejski,23.0,69.0,23.0,51.0,23.0,70.0
21663,1210165,Obszar wiejski,12.0,57.0,12.0,34.0,12.0,42.0
34903,1210165,Obszar wiejski,12.0,65.0,12.0,63.0,12.0,73.0
53694,1210165,Obszar wiejski,13.0,62.0,13.0,58.0,13.0,74.0
58620,1210165,Obszar wiejski,38.0,70.0,38.0,50.0,37.0,68.0
21887,1210082,Gmina wiejska,7.0,,7.0,,7.0,
58346,1210082,Gmina wiejska,12.0,59.0,12.0,38.0,12.0,59.0
58347,1210082,Gmina wiejska,13.0,53.0,13.0,38.0,13.0,46.0
84184,1210082,Gmina wiejska,24.0,60.0,24.0,43.0,24.0,53.0
30047,1210102,Gmina wiejska,23.0,64.0,23.0,49.0,22.0,60.0
30048,1210102,Gmina wiejska,12.0,58.0,12.0,45.0,12.0,57.0
30186,1210102,Gmina wiejska,5.0,,5.0,,5.0,
30697,1210102,Gmina wiejska,18.0,59.0,18.0,45.0,18.0,65.0
30797,1210102,Gmina wiejska,9.0,,9.0,,9.0,
30849,1210102,Gmina wiejska,12.0,65.0,12.0,43.0,12.0,55.0
30912,1210102,Gmina wiejska,33.0,61.0,33.0,52.0,33.0,53.0
40634,1210102,Gmina wiejska,25.0,64.0,25.0,40.0,25.0,63.0
48469,1210092,Gmina wiejska,14.0,51.0,14.0,35.0,14.0,45.0
48470,1210092,Gmina wiejska,13.0,71.0,13.0,56.0,13.0,70.0
52235,1210092,Gmina wiejska,13.0,64.0,13.0,48.0,13.0,57.0
55755,1210092,Gmina wiejska,16.0,53.0,16.0,46.0,16.0,53.0
56473,1210092,Gmina wiejska,35.0,55.0,35.0,43.0,35.0,49.0
56532,1210092,Gmina wiejska,18.0,46.0,18.0,35.0,18.0,33.0
57815,1210092,Gmina wiejska,18.0,67.0,18.0,39.0,17.0,57.0
59821,1210092,Gmina wiejska,11.0,59.0,11.0,51.0,11.0,68.0
60862,1210092,Gmina wiejska,46.0,60.0,46.0,53.0,46.0,56.0
62311,1210092,Gmina wiejska,8.0,,8.0,,8.0,
133851,1210092,Gmina wiejska,5.0,,5.0,,5.0,
11878,1211032,Gmina wiejska,9.0,,9.0,,9.0,
12386,1211032,Gmina wiejska,11.0,64.0,11.0,54.0,11.0,57.0
12430,1211032,Gmina wiejska,11.0,65.0,11.0,69.0,11.0,64.0
15587,1211032,Gmina wiejska,9.0,,9.0,,8.0,
15588,1211032,Gmina wiejska,11.0,68.0,11.0,52.0,11.0,56.0
16307,1211032,Gmina wiejska,3.0,,3.0,,3.0,
18242,1211032,Gmina wiejska,6.0,,6.0,,6.0,
58144,1211032,Gmina wiejska,34.0,59.0,34.0,47.0,34.0,61.0
58210,1211032,Gmina wiejska,22.0,63.0,22.0,41.0,22.0,61.0
64006,1211032,Gmina wiejska,20.0,42.0,20.0,37.0,20.0,29.0
84602,1211032,Gmina wiejska,17.0,57.0,17.0,32.0,17.0,51.0
84606,1211032,Gmina wiejska,29.0,62.0,29.0,50.0,29.0,61.0
84779,1211032,Gmina wiejska,19.0,55.0,19.0,42.0,19.0,50.0
121793,1211032,Gmina wiejska,15.0,66.0,15.0,43.0,15.0,46.0
262338,1211032,Gmina wiejska,8.0,,8.0,,8.0,
68226,1211042,Gmina wiejska,21.0,66.0,21.0,42.0,21.0,61.0
68229,1211042,Gmina wiejska,16.0,65.0,16.0,64.0,16.0,67.0
74395,1211042,Gmina wiejska,25.0,61.0,25.0,55.0,25.0,56.0
74450,1211042,Gmina wiejska,12.0,58.0,12.0,50.0,12.0,80.0
70301,1211052,Gmina wiejska,11.0,67.0,11.0,55.0,11.0,66.0
70302,1211052,Gmina wiejska,11.0,62.0,11.0,47.0,11.0,70.0
70303,1211052,Gmina wiejska,5.0,,5.0,,5.0,
70304,1211052,Gmina wiejska,13.0,52.0,13.0,37.0,13.0,40.0
70305,1211052,Gmina wiejska,6.0,,6.0,,6.0,
70306,1211052,Gmina wiejska,7.0,,7.0,,7.0,
106760,1211052,Gmina wiejska,12.0,56.0,12.0,39.0,10.0,45.0
106761,1211052,Gmina wiejska,11.0,60.0,11.0,61.0,11.0,63.0
106763,1211052,Gmina wiejska,17.0,49.0,17.0,41.0,17.0,43.0
106765,1211052,Gmina wiejska,1.0,,1.0,,1.0,
106767,1211052,Gmina wiejska,12.0,57.0,12.0,48.0,12.0,61.0
106769,1211052,Gmina wiejska,5.0,,5.0,,5.0,
106773,1211052,Gmina wiejska,43.0,47.0,43.0,43.0,42.0,49.0
83776,1211062,Gmina wiejska,18.0,67.0,18.0,68.0,18.0,60.0
83777,1211062,Gmina wiejska,19.0,58.0,19.0,48.0,19.0,61.0
83778,1211062,Gmina wiejska,24.0,63.0,24.0,37.0,25.0,60.0
263405,1211062,Gmina wiejska,12.0,80.0,12.0,55.0,12.0,79.0
75316,1211072,Gmina wiejska,9.0,,9.0,,9.0,
75317,1211072,Gmina wiejska,17.0,67.0,17.0,42.0,17.0,63.0
75322,1211072,Gmina wiejska,13.0,70.0,13.0,44.0,12.0,33.0
76301,1211072,Gmina wiejska,8.0,,8.0,,8.0,
76302,1211072,Gmina wiejska,9.0,,9.0,,9.0,
18025,1211011,Gmina miejska,26.0,57.0,26.0,47.0,26.0,74.0
18026,1211011,Gmina miejska,79.0,75.0,79.0,62.0,78.0,80.0
18027,1211011,Gmina miejska,75.0,63.0,75.0,44.0,75.0,64.0
18028,1211011,Gmina miejska,33.0,61.0,33.0,53.0,34.0,64.0
18029,1211011,Gmina miejska,20.0,59.0,20.0,42.0,20.0,62.0
18030,1211011,Gmina miejska,106.0,65.0,106.0,52.0,106.0,72.0
6412,1211092,Gmina wiejska,8.0,,8.0,,8.0,
13367,1211092,Gmina wiejska,10.0,62.0,10.0,53.0,10.0,65.0
13582,1211092,Gmina wiejska,13.0,59.0,13.0,41.0,13.0,61.0
14047,1211092,Gmina wiejska,2.0,,2.0,,2.0,
14360,1211092,Gmina wiejska,9.0,,9.0,,9.0,
14574,1211092,Gmina wiejska,7.0,,7.0,,7.0,
15707,1211092,Gmina wiejska,22.0,64.0,22.0,47.0,22.0,66.0
15752,1211092,Gmina wiejska,33.0,63.0,33.0,52.0,33.0,72.0
17181,1211092,Gmina wiejska,4.0,,4.0,,4.0,
17233,1211092,Gmina wiejska,17.0,60.0,17.0,34.0,17.0,59.0
17350,1211092,Gmina wiejska,7.0,,7.0,,7.0,
29036,1211092,Gmina wiejska,7.0,,7.0,,7.0,
29708,1211092,Gmina wiejska,14.0,59.0,14.0,35.0,14.0,54.0
30375,1211092,Gmina wiejska,7.0,,7.0,,7.0,
30423,1211092,Gmina wiejska,8.0,,8.0,,8.0,
84630,1211092,Gmina wiejska,11.0,64.0,11.0,65.0,12.0,65.0
86005,1211092,Gmina wiejska,16.0,68.0,16.0,43.0,16.0,64.0
86564,1211092,Gmina wiejska,13.0,67.0,13.0,60.0,13.0,74.0
86711,1211092,Gmina wiejska,23.0,66.0,23.0,37.0,23.0,62.0
39622,1211102,Gmina wiejska,15.0,67.0,15.0,52.0,14.0,74.0
39743,1211102,Gmina wiejska,8.0,,8.0,,8.0,
40046,1211102,Gmina wiejska,30.0,58.0,30.0,45.0,30.0,60.0
40047,1211102,Gmina wiejska,6.0,,6.0,,6.0,
63255,1211102,Gmina wiejska,17.0,58.0,17.0,47.0,17.0,58.0
66209,1211112,Gmina wiejska,48.0,59.0,48.0,44.0,48.0,60.0
69562,1211112,Gmina wiejska,38.0,62.0,38.0,49.0,36.0,58.0
72548,1211112,Gmina wiejska,22.0,64.0,22.0,49.0,22.0,75.0
72567,1211112,Gmina wiejska,13.0,55.0,13.0,38.0,13.0,56.0
72568,1211112,Gmina wiejska,22.0,59.0,22.0,48.0,22.0,60.0
72569,1211112,Gmina wiejska,15.0,61.0,15.0,46.0,15.0,72.0
72570,1211112,Gmina wiejska,7.0,,7.0,,7.0,
72571,1211112,Gmina wiejska,12.0,58.0,12.0,44.0,12.0,58.0
85911,1211124,Miasto,38.0,62.0,38.0,54.0,37.0,79.0
85912,1211124,Miasto,28.0,64.0,28.0,52.0,28.0,60.0
85913,1211124,Miasto,9.0,,9.0,,9.0,
263396,1211124,Miasto,10.0,64.0,10.0,47.0,10.0,59.0
268181,1211124,Miasto,11.0,58.0,11.0,45.0,11.0,65.0
