,,,,,,,,,,,,Język polski,,,,,Matematyka,,,,,Język angielski,,,,,Język francuski,,,,,Język hiszpański,,,,,Język niemiecki,,,,,Język rosyjski,,,,
ID OKE,województwo - nazwa,powiat - nazwa,Gmina - nazwa,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki
",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%)
6,Lubuskie,żarski,Lubsko,Miasto,0811064,13184,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 Z ODDZIAŁAMI INTEGRACYJNYMI,Lubsko,ul. Moniuszki 36,23,50,13,51,47,23,36,22,28,28,15,71,33,95,95,,,,,,,,,,,8,,,,,,,,,
6,Lubuskie,żarski,Lubsko,Miasto,0811064,86028,dla młodzieży,Tak,SZKOŁA PODSTAWOWA SPECJALNA,Lubsko,ul. Szkolna 4,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
6,Lubuskie,żarski,Lubsko,Obszar wiejski,0811065,13185,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.S. ŻEROMSKIEGO,Górzyn,1,15,48,13,49,44,15,36,20,32,8,1,,,,,,,,,,,,,,,14,31,15,28,20,,,,,
6,Lubuskie,żarski,Lubsko,Obszar wiejski,0811065,13188,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA W MIERKOWIE,Mierków,13,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,żarski,Przewóz,Gmina wiejska,0811072,109966,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KPT. STANISŁAWA BETLEJA,Przewóz,ul. Pocztowa 5,38,58,16,59,53,38,38,24,30,24,17,62,30,65,29,,,,,,,,,,,21,43,26,38,22,,,,,
6,Lubuskie,żarski,Trzebiel,Gmina wiejska,0811082,12608,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.ŁUKU MUŻAKOWA W NOWYCH CZAPLACH,Nowe Czaple,ul. Wolności 6A,10,58,15,55,53,10,49,18,50,36,3,,,,,,,,,,,,,,,7,,,,,,,,,
6,Lubuskie,żarski,Trzebiel,Gmina wiejska,0811082,12647,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM JANA PAWŁA II W NIWICY,Niwica,17,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,żarski,Trzebiel,Gmina wiejska,0811082,12662,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ORLĄT LWOWSKICH W ŻARKACH WIELKICH,Żarki Wielkie,ul. Kościelna 25,6,,,,,6,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,
6,Lubuskie,żarski,Trzebiel,Gmina wiejska,0811082,84975,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W TRZEBIELU,Trzebiel,ul. Szkolna 5,20,59,20,61,33,20,39,27,32,20,20,61,31,66,18,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,żarski,Tuplice,Gmina wiejska,0811092,104444,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.TADEUSZA KOŚCIUSZKI,Tuplice,ul. Daszyńskiego 1,19,57,10,56,49,19,29,19,28,28,3,,,,,,,,,,,,,,,16,47,16,45,45,,,,,
6,Lubuskie,żarski,Łęknica,Gmina miejska,0811011,53770,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.JANA BRZECHWY W ŁĘKNICY,Łęknica,ul. Wojska Polskiego 19A,22,52,22,60,67,22,55,16,54,52,20,78,21,84,95,,,,,,,,,,,2,,,,,,,,,
6,Lubuskie,żarski,Żary,Gmina miejska,0811021,5425,dla młodzieży,Nie,KATOLICKA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II,Żary,ul. R. Kalinowskiego 15,17,82,6,82,82,17,81,21,92,92,15,97,3,98,96,,,,,,,,,,,2,,,,,,,,,
6,Lubuskie,żarski,Żary,Gmina miejska,0811021,5531,dla młodzieży,Nie,SPOŁECZNA SZKOŁA PODSTAWOWA,Żary,ul. Broni Pancernej 5,48,79,10,79,71,48,71,21,72,96,44,92,9,96,96,,,,,,,,,,,4,,,,,,,,,
6,Lubuskie,żarski,Żary,Gmina miejska,0811021,6737,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. FRYDERYKA CHOPINA,Żary,ul. Karola Szymanowskiego 8,73,57,20,60,67,73,40,23,36,16,53,65,29,71,98,,,,,,,,,,,23,37,23,27,20,,,,,
6,Lubuskie,żarski,Żary,Gmina miejska,0811021,6820,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. JANUSZA KORCZAKA,Żary,ul. Gabrieli Zapolskiej 16,34,60,14,61,58,34,35,22,30,12,34,47,27,42,16,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,żarski,Żary,Gmina miejska,0811021,7332,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. HENRYKA SIENKIEWICZA,Żary,ul. Broni Pancernej 8,25,55,9,56,58,25,37,18,32,20,20,66,29,80,98,,,,,,,,,,,5,,,,,,,,,
6,Lubuskie,żarski,Żary,Gmina miejska,0811021,7431,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 5 IM. POLSKICH NOBLISTÓW,Żary,ul. Okrzei 19,48,70,10,71,71,48,45,23,40,28,49,70,24,75,95,,,,,,,,,,,2,,,,,,,,,
6,Lubuskie,żarski,Żary,Gmina miejska,0811021,7740,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 8 IM. BOLESŁAWA CHROBREGO,Żary,ul. Partyzantów 9,89,62,17,64,76,89,52,26,48,44,91,73,26,85,87,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,żarski,Żary,Gmina miejska,0811021,11178,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 10 IM. ARMII KRAJOWEJ,Żary,ul. gen. Pułaskiego 4a,25,53,12,53,60,25,41,23,36,12,21,64,23,67,47,,,,,,,,,,,4,,,,,,,,,
6,Lubuskie,żarski,Żary,Gmina miejska,0811021,264101,dla młodzieży,Nie,SZKOŁA PODSTAWOWA W ŻARACH ZAKŁADU DOSKONALENIA ZAWODOWEGO W ZIELONEJ GÓRZE,Żary,ul. Żagańska 11,23,18,8,16,11,23,19,7,20,20,,,,,,,,,,,,,,,,22,18,6,19,20,,,,,
6,Lubuskie,żarski,Żary,Gmina wiejska,0811102,73531,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W OLBRACHTOWIE,Olbrachtów,40,22,61,18,67,69,22,40,23,34,28,19,61,29,56,98,,,,,,,,,,,3,,,,,,,,,
6,Lubuskie,żarski,Żary,Gmina wiejska,0811102,73532,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ZŁOTNIKU,Złotnik,14,21,48,19,47,67,21,42,22,40,28,21,52,21,56,29,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,żarski,Żary,Gmina wiejska,0811102,73533,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W LUBANICACH,Lubanice,20,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,żarski,Żary,Gmina wiejska,0811102,73534,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W SIENIAWIE ŻARSKIEJ,Sieniawa Żarska,40,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,żarski,Żary,Gmina wiejska,0811102,79968,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BIENIOWIE,Bieniów,ul. Dolna 5a,11,47,18,51,67,11,27,17,24,12,8,,,,,,,,,,,,,,,3,,,,,,,,,
6,Lubuskie,żarski,Żary,Gmina wiejska,0811102,79971,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JERZEGO KUKUCZKI W GRABIKU,Grabik,102,13,60,13,58,49,13,54,27,44,32,4,,,,,,,,,,,,,,,9,,,,,,,,,
6,Lubuskie,żarski,Żary,Gmina wiejska,0811102,79973,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W MIROSTOWICACH DOLNYCH,Mirostowice Dolne,ul. Plac Kościelny 25,15,56,16,60,60,15,45,21,44,20,14,67,22,74,76,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,9573,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. KONSTYTUCJI 3 MAJA W KALISZU,Kalisz,ul. 3 Maja 16,42,58,17,63,69,42,46,21,44,36,42,64,29,70,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,9735,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. JANA PAWŁA II W KALISZU,Kalisz,ul. Juliana Tuwima 4,50,63,18,69,76,50,46,22,44,44,50,75,28,92,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,9808,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 6 IM. HENRYKA SIENKIEWICZA W KALISZU,Kalisz,ul. Chełmska 18,33,61,20,60,47,33,49,26,48,16,33,74,23,73,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,9969,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 8 IM. BOHATERÓW WESTERPLATTE W KALISZU,Kalisz,ul. Serbinowska 22A,86,61,21,63,60,86,37,20,32,24,87,65,27,67,96,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,9972,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA W KALISZU,Kalisz,ul. Robotnicza 5,72,62,20,66,60,72,46,23,44,24,72,71,26,73,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,10039,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 9 IM. 25 DYWIZJI PIECHOTY ZIEMI KALISKIEJ W KALISZU,Kalisz,ul. Żwirki i Wigury 13,37,60,16,62,64,37,37,23,28,28,37,71,25,73,73,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,10240,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 11 IM. WOJCIECHA BOGUSŁAWSKIEGO W KALISZU,Kalisz,ul. Pomorska 7,32,53,19,56,53,32,38,24,32,12,32,51,30,40,95,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,10318,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 12 IM. KSIĘCIA BOLESŁAWA POBOŻNEGO W KALISZU,Kalisz,ul. Jana Długosza 14,37,52,17,53,60,37,39,26,28,12,37,50,32,36,16,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,10365,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 13 W KALISZU,Kalisz,ul. Augustyna Kordeckiego 34,22,58,16,60,60,22,40,22,34,24,23,49,31,42,24,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,10386,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 14 IM. WŁADYSŁAWA BRONIEWSKIEGO W KALISZU,Kalisz,ul. Adama Mickiewicza 11,71,65,18,69,58,71,47,26,40,24,72,73,28,89,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,10511,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 16 IM. POWSTAŃCÓW WIELKOPOLSKICH 1918-1919 W KALISZU,Kalisz,ul. Fabryczna 13-15,35,49,20,56,58,35,32,17,28,24,37,50,29,38,27,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,10546,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 17 Z ODDZIAŁAMI INTEGRACYJNYMI IM. STEFANA SZOLC-ROGOZIŃSKIEGO W KALISZU,Kalisz,ul. Prymasa Stefana Wyszyńskiego 3B,123,66,17,67,62,123,56,25,56,20,125,73,26,82,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,10569,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 23 IM. ELIGIUSZA KOR-WALCZAKA W KALISZU,Kalisz,ul. Sulisławicka 108-110,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,10720,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 15 IM. SZARYCH SZEREGÓW W KALISZU,Kalisz,ul. Wykopaliskowa 45,23,63,19,69,62,23,45,26,36,56,23,63,24,65,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,10768,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 21 IM. LEGIONÓW JÓZEFA PIŁSUDSKIEGO W KALISZU,Kalisz,ul. 25 Pułku Artylerii 4-8,14,63,15,63,71,14,45,26,32,24,14,68,24,70,96,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,11018,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 22 IM. JÓZEFA PIŁSUDSKIEGO W KALISZU,Kalisz,ul. Świętego Michała 1,26,73,11,71,71,26,54,22,50,44,26,85,22,95,96,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,16536,dla młodzieży,Nie,SZKOŁA PODSTAWOWA SIÓSTR NAZARETANEK W KALISZU,Kalisz,ul. Harcerska 1,39,78,12,78,64,39,72,22,76,88,39,92,12,96,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,16835,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 10 IM. MARII KONOPNICKIEJ W KALISZU,Kalisz,ul. Karpacka 3,43,67,14,69,69,43,54,25,56,28,44,70,29,85,91,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,16854,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 18 IM. JANUSZA KUSOCIŃSKIEGO W KALISZU,Kalisz,ul. Podmiejska 9a,69,57,17,60,42,69,40,20,40,20,69,65,23,69,80,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,123778,dla młodzieży,Nie,"PRYWATNA SZKOŁA PODSTAWOWA ""JAGIELLOŃCZYK""",Kalisz,ul. Skalmierzycka 2a,13,76,10,76,73,13,64,19,64,36,13,96,6,98,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,262697,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. JULIUSZA SŁOWACKIEGO W KALISZU,Kalisz,ul. Ciasna 16,26,59,25,63,62,26,46,29,46,56,28,70,33,91,96,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,262703,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. MARII DĄBROWSKIEJ W KALISZU,Kalisz,ul. Polna 17,9,,,,,9,,,,,10,42,23,35,35,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,262716,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 24 IM. JANA PAWŁA II W KALISZU,Kalisz,ul. Prymasa Stefana Wyszyńskiego 22-24,10,80,13,83,84,10,65,21,70,88,9,,,,,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,262737,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA SPECJALNA IM. ŚW. JÓZEFA,Kalisz,ul. Poznańska 26,10,63,19,70,73,10,16,10,14,12,9,,,,,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Kalisz,Kalisz,Gmina miejska,3061011,262742,dla młodzieży,Nie,"NIEPUBLICZNA SZKOŁA PODSTAWOWA KALISKIEGO STOWARZYSZENIA OŚWIATOWEGO ""EDUKATOR""",Kalisz,al. Aleja Wojska Polskiego 29,22,72,15,71,49,22,65,20,60,48,22,91,7,91,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Konin,Konin,Gmina miejska,3062011,19597,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. GUSTAWA MORCINKA W KONINIE,Konin,ul. Kazimierza Błaszaka 4,67,59,17,60,73,67,47,22,40,20,67,70,30,82,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Konin,Konin,Gmina miejska,3062011,26734,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 6 IM. ROMUALDA TRAUGUTTA W KONINIE,Konin,ul. Kolejowa 2,37,67,13,67,64,37,33,18,28,16,37,61,29,64,36,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Konin,Konin,Gmina miejska,3062011,27363,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. ZOFII URBANOWSKIEJ W KONINIE,Konin,ul. Kolska 2,71,53,18,51,47,71,41,26,36,20,71,62,29,67,96,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Konin,Konin,Gmina miejska,3062011,30151,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. KAWALERÓW ORDERU UŚMIECHU W KONINIE,Konin,ul. Sosnowa 16,133,64,20,71,76,133,43,24,40,24,133,70,27,80,96,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Konin,Konin,Gmina miejska,3062011,30180,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 8 Z ODDZIAŁAMI INTEGRACYJNYMI IM. POWSTAŃCÓW WIELKOPOLSKICH W KONINIE,Konin,ul. Kardynała Stefana Wyszyńskiego 24,51,63,16,64,53,51,49,24,48,44,54,67,26,71,98,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Konin,Konin,Gmina miejska,3062011,30370,dla młodzieży,Tak,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 9 IM. BOHATERÓW WESTERPLATTE W KONINIE,Konin,ul. Fikusowa 8,106,65,17,69,78,106,50,24,48,20,106,79,24,89,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Konin,Konin,Gmina miejska,3062011,35191,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 10 IM. ADAMA MICKIEWICZA W KONINIE,Konin,ul. Leopolda Staffa 5,31,63,14,64,71,31,44,22,44,52,30,58,28,66,82,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Konin,Konin,Gmina miejska,3062011,38880,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 12 IM. STANISŁAWA MONIUSZKI W KONINIE,Konin,ul. Tadeusza Szeligowskiego 5,88,61,20,66,69,88,49,25,46,24,88,70,27,76,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Konin,Konin,Gmina miejska,3062011,48825,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 11 IM. FLORIANA MARCINIAKA W KONINIE,Konin,ul. Łężyńska 9,24,59,21,64,33,24,35,18,30,24,24,54,29,52,31,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Konin,Konin,Gmina miejska,3062011,48826,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 15 IM. POLSKICH OLIMPIJCZYKÓW W KONINIE,Konin,ul. Turkusowa 1a,88,65,17,69,69,88,45,21,40,40,88,71,25,80,95,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Konin,Konin,Gmina miejska,3062011,120826,dla młodzieży,Nie,SZKOŁA PODSTAWOWA TOWARZYSTWA SALEZJAŃSKIEGO IM. ŚW. DOMINIKA SAVIO W KONINIE,Konin,ul. Spółdzielców 30,18,69,18,71,76,18,57,29,62,12,18,74,28,90,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Konin,Konin,Gmina miejska,3062011,264003,dla dorosłych,Tak,SZKOŁA PODSTAWOWA DLA DOROSŁYCH W ZESPOLE SZKÓŁ CENTRUM KSZTAŁCENIA USTAWICZNEGO IM. STEFANA BATOREGO W KONINIE,Konin,ul. Wodna 1,5,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Leszno,Leszno,Gmina miejska,3063011,4408,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. MARII KONOPNICKIEJ W LESZNIE,Leszno,al. Aleje Zygmunta Krasińskiego 2,30,49,16,52,31,30,31,20,24,24,30,47,26,39,35,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Leszno,Leszno,Gmina miejska,3063011,26478,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. MARII CURIE SKŁODOWSKIEJ,Leszno,pl. pl. Jana Amosa Komeńskiego 1,49,55,22,60,69,49,59,26,60,48,50,74,31,89,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Leszno,Leszno,Gmina miejska,3063011,26479,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. ADAMA MICKIEWICZA,Leszno,ul. Henrykowska 1,25,68,16,69,51,25,47,25,48,48,25,69,26,78,38,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Leszno,Leszno,Gmina miejska,3063011,26480,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,Leszno,ul. Łowiecka 50c,61,61,15,62,82,61,49,24,48,32,61,71,22,76,93,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Leszno,Leszno,Gmina miejska,3063011,27987,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 7 IM. WOJSKA POLSKIEGO,Leszno,al. Aleje Jana Pawła II 10,108,59,18,62,62,108,44,25,40,24,107,68,29,80,98,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Leszno,Leszno,Gmina miejska,3063011,27989,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 9 IM. KS. KARD. STEFANA WYSZYŃSKIEGO,Leszno,ul. Kardynała Stefana Wyszyńskiego 57,91,62,15,64,67,91,49,19,48,44,92,72,27,81,96,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Leszno,Leszno,Gmina miejska,3063011,28528,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 10 IM. ŚWIĘTEGO JANA PAWŁA II,Leszno,ul. Jagiellońska 7,35,45,22,49,51,35,42,27,32,16,35,55,34,40,22,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Leszno,Leszno,Gmina miejska,3063011,28529,dla młodzieży,Tak,"SZKOŁA PODSTAWOWA NR 12 IM. GENERAŁA STEFANA ROWECKIEGO - ""GROTA""",Leszno,ul. Rumuńska 6ab,84,59,15,60,62,84,56,22,56,44,83,71,26,80,87,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Leszno,Leszno,Gmina miejska,3063011,28530,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 13 Z ODDZIAŁAMI INTEGRACYJNYMI IM. KRÓLA STANISŁAWA LESZCZYŃSKIEGO,Leszno,ul. Tadeusza Rejtana 1,83,65,13,64,67,83,56,25,56,56,83,77,25,89,98,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Leszno,Leszno,Gmina miejska,3063011,38794,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. OBROŃCÓW POLSKIEGO MORZA,Leszno,ul. Gabriela Narutowicza 57,25,54,18,56,31,25,33,22,24,16,27,57,31,47,84,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Leszno,Leszno,Gmina miejska,3063011,87372,dla młodzieży,Nie,PRYWATNA SZKOŁA PODSTAWOWA - HENRYK JÓŹWIAK,Leszno,al. Aleje Zygmunta Krasińskiego 22,24,54,19,58,58,24,32,19,26,20,25,54,27,45,44,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Leszno,Leszno,Gmina miejska,3063011,271143,dla dorosłych,Tak,SZKOŁA PODSTAWOWA DLA DOROSŁYCH ZDZ,Leszno,ul. Krótka 5,11,17,9,16,24,11,22,6,20,20,11,20,7,18,16,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,28584,dla młodzieży,Nie,EUREKA SZKOŁA PODSTAWOWA,Poznań,os. Przyjaźni 136,15,60,13,58,58,15,74,24,80,100,15,93,16,98,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,29427,nie dotyczy,Tak,POZNAŃSKA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II STOPNIA IM.MIECZYSŁAWA KARŁOWICZA,Poznań,ul. Solna 12,30,72,11,69,69,30,53,23,58,28,29,84,17,91,98,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,29428,nie dotyczy,Tak,POZNAŃSKA OGÓLNOKSZTAŁĄCA SZKOŁA MUZYCZNA I STOPNIA NR 1 IM. HENRYKA WIENIAWSKIEGO,Poznań,ul. Solna 12,20,70,11,70,62,20,59,21,60,36,19,90,12,96,96,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,29895,nie dotyczy,Tak,OGÓLNOKSZTAŁCĄCA SZKOŁA BALETOWA IM. OLGI SŁAWSKIEJ-LIPCZYŃSKIEJ W POZNANIU,Poznań,ul. Gołębia 8,27,71,13,73,73,27,56,23,60,72,27,77,23,85,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,30243,dla młodzieży,Nie,HORYZONTY SZKOŁA PODSTAWOWA FUNDACJI STERNIK-POZNAŃ,Poznań,ul. Szczepankowo 131,10,74,13,73,87,10,83,11,84,84,10,92,7,94,85,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,31466,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM.ARMII POZNAŃ W POZNANIU,Poznań,ul. Rawicka 12,64,63,17,66,80,64,53,25,52,52,63,78,24,89,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,31487,nie dotyczy,Tak,POZNAŃSKA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA I ST. NR 2 IM. T.SZELIGOWSKIEGO,Poznań,ul. Bydgoska 4,16,82,9,84,78,16,72,25,74,96,16,91,7,92,96,,,,,,,,,,,,,,,,,,,,
