,,,,,,,,,,,,Język polski,,,,,Matematyka,,,,,Język angielski,,,,,Język francuski,,,,,Język hiszpański,,,,,Język niemiecki,,,,,Język rosyjski,,,,
ID OKE,województwo - nazwa,powiat - nazwa,Gmina - nazwa,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki
",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%)
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,110401,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 9 IM. KMDRA PPOR. J. GRUDZIŃSKIEGO,Szczecin,ul. Księżnej Dąbrówki 10,15,31,15,29,13,15,28,14,28,16,14,46,26,36,,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,115470,nie dotyczy,Nie,PRYWATNA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA I ST. LEONARDA PIWONI W SZCZECINIE,Szczecin,ul. ks. Piotra Skargi 23,3,,,,,3,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,118638,dla młodzieży,Nie,POLSKO-AMERYKAŃSKA PRYWATNA SZKOŁA PODSTAWOWA,Szczecin,ul. ks. Piotra Wawrzyniaka 6E,29,67,15,69,67,29,70,19,72,48,27,95,6,96,98,,,,,,,,,,,2,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,119267,dla młodzieży,Nie,PIERWSZA SZKOŁA PODSTAWOWA MONTESSORI BONA VENTURA W SZCZECINIE,Szczecin,ul. Władysława Broniewskiego 19,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,124482,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 75 W SCHRONISKU DLA NIELETNICH W SZCZECINIE,Szczecin,ul. Modra 11,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,127462,dla młodzieży,Tak,SPORTOWA SZKOŁA PODSTAWOWA NR 2,Szczecin,ul. Lucjana Rydla 49,15,49,16,44,44,15,47,23,40,72,15,57,21,51,38,,,,,,,,,,,2,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,129266,dla młodzieży,Nie,"SZKOŁA PODSTAWOWA ""ODKRYWCY""",Szczecin,ul. św. Jana Bosko 1,15,54,21,60,64,14,41,23,36,20,15,71,26,82,91,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,129357,dla młodzieży,Nie,SZCZECIŃSKA SZKOŁA WITRUWIAŃSKA SVS,Szczecin,pl. Adama Mickiewicza 49,5,,,,,5,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,133109,dla młodzieży,Tak,KATOLICKA SZKOŁA PODSTAWOWA IM. ŚWIĘTEJ RODZINY,Szczecin,ul. Budziszyńska 2,19,74,11,73,71,19,78,16,76,64,19,91,9,96,98,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,262233,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 21 Z ODDZIAŁAMI INTEGRACYJNYMI W SZCZECINIE,Szczecin,ul. Stanisława Ignacego Witkiewicza 40,14,55,18,56,64,14,34,17,32,36,12,71,18,71,,,,,,,,,,,,4,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,262237,dla młodzieży,Tak,SZKOŁA PODSTAWOWA SPECJALNA NR 19,Szczecin,ul. Jagiellońska 58,23,26,15,20,16,22,21,12,20,12,21,26,17,24,24,,,,,,,,,,,2,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,262242,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 6,Szczecin,ul. Unisławy 26,80,79,10,78,80,80,91,13,96,100,72,98,5,100,100,,,,,,,,,,,8,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,262753,dla młodzieży,Tak,PUBLICZNA KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. STANISŁAWA KOSTKI,Szczecin,pl. plac św. Ottona 1a,26,78,10,80,80,26,86,11,88,84,25,94,9,98,100,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,262893,dla młodzieży,Nie,SPECJALNA SZKOŁA PODSTAWOWA IM. ŚW. BRATA ALBERTA,Szczecin,ul. Świerkowa 7,14,37,16,42,42,14,21,10,22,12,14,26,11,23,18,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,262927,dla młodzieży,Nie,SZKOŁA PODSTAWOWA SZCZECIŃSKIEJ FUNDACJI TALENT-PROMOCJA-POSTĘP,Szczecin,ul. Taborowa 7,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,264100,dla młodzieży,Nie,SZKOŁA PODSTAWOWA MISTRZOSTWA SPORTOWEGO FOOTBALL ACADEMY SCHOOL OF EXCELLENCE,Szczecin,ul. Sebastiana Klonowica 3,21,57,9,56,53,21,46,19,44,40,21,69,23,76,60,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,Szczecin,Szczecin,Gmina miejska,3262011,272399,dla dorosłych,Nie,ZAOCZNA SZKOŁA PODSTAWOWA W SZCZECINIE,Szczecin,al. Piastów 45,12,25,15,20,18,12,20,11,20,4,12,33,15,34,16,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Białogard,Gmina miejska,3201011,47216,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 5 IM. WŁADYSŁAWA BRONIEWSKIEGO W BIAŁOGARDZIE,Białogard,ul. Kołobrzeska 23,41,55,18,58,33,41,42,22,40,44,43,52,30,42,24,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Białogard,Gmina miejska,3201011,55756,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W BIAŁOGARDZIE,Białogard,ul. Grunwaldzka 53,61,50,19,53,71,61,44,24,44,44,61,64,29,75,87,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Białogard,Gmina miejska,3201011,68257,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. BOLESŁAWA KRZYWOUSTEGO,Białogard,ul. Chopina 8,55,43,20,44,60,55,36,23,28,20,54,56,29,57,91,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Białogard,Gmina miejska,3201011,133789,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. MARII SKŁODOWSKIEJ - CURIE,Białogard,ul. Świdwińska 7,33,57,17,60,56,33,44,25,32,24,31,66,28,73,73,,,,,,,,,,,2,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Białogard,Gmina miejska,3201011,133833,dla dorosłych,Nie,"PRYWATNE CENTRUM EDUKACYJNE ""SZKOŁY SUKCES"" SZKOŁA PODSTAWOWA DLA DOROSŁYCH W BIAŁOGARDZIE",Białogard,ul. Mickiewicza 24,3,,,,,3,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Białogard,Gmina miejska,3201011,133834,dla młodzieży,Nie,"PRYWATNE CENTRUM EDUKACYJNE ""SZKOŁY SUKCES"" I SZKOŁA PODSTAWOWA W BIAŁOGARDZIE",Białogard,ul. Mickiewicza 24,24,17,9,16,11,25,19,7,20,16,16,28,20,22,18,,,,,,,,,,,9,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Białogard,Gmina wiejska,3201022,84553,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W STANOMINIE,Stanomino,30,20,37,16,37,29,20,27,12,26,20,20,39,30,26,25,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Białogard,Gmina wiejska,3201022,84555,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM PPOR RYSZARDA KULESZY W POMIANOWIE,Pomianowo,6,24,51,20,57,58,24,38,20,36,16,24,51,27,45,18,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Białogard,Gmina wiejska,3201022,84556,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM JANA BRZECHWY W ROGOWIE,Rogowo,63,13,39,14,38,24,13,27,15,24,28,13,41,26,35,18,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Karlino,Miasto,3201034,86308,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KARLINIE IMIENIA BOHATERÓW 6 POMORSKIEJ DYWIZJI PIECHOTY,Karlino,ul. Traugutta 2,48,57,20,60,31,48,40,27,32,12,48,56,32,58,100,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Karlino,Obszar wiejski,3201035,86309,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KARŚCINIE,Karścino,18,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Karlino,Obszar wiejski,3201035,86310,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W DASZEWIE,Daszewo,56,13,40,13,44,24,13,26,13,20,20,13,32,22,24,20,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Karlino,Obszar wiejski,3201035,86311,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KARWINIE IMIENIA MACIEJA RATAJA,Karwin,23,15,42,14,44,16,15,27,17,24,24,14,39,27,30,20,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Tychowo,Miasto,3201044,21080,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ADAMA MICKIEWICZA W TYCHOWIE,Tychowo,ul. Dworcowa 11,36,49,15,53,53,36,33,15,32,20,36,48,26,39,24,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Tychowo,Obszar wiejski,3201045,22602,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W DOBROWIE,Dobrowo,24,15,52,20,58,58,15,26,18,20,20,15,46,25,36,18,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,białogardzki,Tychowo,Obszar wiejski,3201045,264470,dla młodzieży,Tak,SZKOŁA PODSTAWOWA SPECJALNA W PODBORSKU,Podborsko,12,11,19,14,18,4,11,25,10,20,20,1,,,,,,,,,,,,,,,10,19,9,19,18,,,,,
6,Zachodniopomorskie,choszczeński,Bierzwnik,Gmina wiejska,3202012,67817,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ŁASKU,Łasko,14A,11,59,13,60,60,11,25,7,24,24,8,,,,,,,,,,,,,,,3,,,,,,,,,
6,Zachodniopomorskie,choszczeński,Bierzwnik,Gmina wiejska,3202012,67819,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. DZIEDZICTWA CYSTERSÓW BIERZWNICKICH W BIERZWNIKU,Bierzwnik,ul. Sienkiewicza 17,32,56,18,59,38,33,35,24,28,12,9,,,,,,,,,,,,,,,24,35,20,31,16,,,,,
6,Zachodniopomorskie,choszczeński,Bierzwnik,Gmina wiejska,3202012,68007,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ZIELENIEWIE,Zieleniewo,37,4,,,,,4,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,choszczeński,Choszczno,Miasto,3202024,43813,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. WOJSKA POLSKIEGO W CHOSZCZNIE,Choszczno,ul. Obrońców Westerplatte 1a,74,61,20,67,73,74,43,25,40,24,74,64,30,77,98,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,choszczeński,Choszczno,Miasto,3202024,43816,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 W CHOSZCZNIE,Choszczno,ul. Wolności 62a,80,56,19,57,47,80,45,27,38,24,80,58,26,57,33,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,choszczeński,Choszczno,Obszar wiejski,3202025,49518,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W KORYTOWIE,Korytowo,ul. Szkolna 4,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,choszczeński,Choszczno,Obszar wiejski,3202025,49519,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W SŁAWĘCINIE,Sławęcin,60,15,49,14,51,51,15,32,18,24,16,15,66,28,56,44,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,choszczeński,Choszczno,Obszar wiejski,3202025,49520,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. JANA BRZECHWY W SULISZEWIE,Suliszewo,ul. Zwycięstwa 26,13,55,19,60,51,13,40,26,32,16,13,57,28,60,35,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,choszczeński,Choszczno,Obszar wiejski,3202025,49521,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W ZAMĘCINIE,Zamęcin,2,11,64,11,67,47,11,32,11,32,24,5,,,,,,,,,,,,,,,6,,,,,,,,,
6,Zachodniopomorskie,choszczeński,Drawno,Miasto,3202034,47065,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO,Drawno,ul. Szkolna 25,30,60,13,61,44,30,39,24,32,24,20,73,30,90,91,,,,,,,,,,,10,54,24,55,20,,,,,
6,Zachodniopomorskie,choszczeński,Krzęcin,Gmina wiejska,3202042,111804,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KRZĘCINIE,Krzęcin,ul. Pogodna 4,30,43,18,44,13,30,27,19,20,12,29,40,29,27,27,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,choszczeński,Pełczyce,Miasto,3202054,17280,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.MIKOŁAJA KOPERNIKA W PEŁCZYCACH,Pełczyce,ul. Kościelna 3,34,57,14,60,58,34,45,21,46,48,32,57,29,56,96,,,,,,,,,,,2,,,,,,,,,
6,Zachodniopomorskie,choszczeński,Pełczyce,Obszar wiejski,3202055,15283,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W CHRAPOWIE,Chrapowo,25,7,,,,,7,,,,,1,,,,,,,,,,,,,,,6,,,,,,,,,
6,Zachodniopomorskie,choszczeński,Pełczyce,Obszar wiejski,3202055,15299,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BĘDARGOWIE,Będargowo,14,15,60,15,58,56,15,32,22,24,24,8,,,,,,,,,,,,,,,7,,,,,,,,,
6,Zachodniopomorskie,choszczeński,Pełczyce,Obszar wiejski,3202055,17278,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W LUBIANIE,Lubiana,6,19,54,18,56,47,19,44,23,52,52,19,59,25,65,65,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,choszczeński,Recz,Miasto,3202064,49167,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. STEFANA CZARNIECKIEGO W RECZU,Recz,ul. Ratuszowa 29,47,49,21,53,53,47,43,26,40,16,43,59,30,60,24,,,,,,,,,,,4,,,,,,,,,
6,Zachodniopomorskie,drawski,Czaplinek,Miasto,3203014,53062,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W CZAPLINKU,Czaplinek,ul. Wałecka 49,92,56,19,56,47,92,38,23,32,24,91,50,28,45,22,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,drawski,Czaplinek,Miasto,3203014,263385,dla młodzieży,Tak,SZKOŁA PODSTAWOWA SPECJALNA,Czaplinek,ul. Pławieńska 4-6,7,,,,,7,,,,,6,,,,,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,drawski,Czaplinek,Obszar wiejski,3203015,53063,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BROCZYNIE,Broczyno,73,5,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,drawski,Czaplinek,Obszar wiejski,3203015,263781,dla młodzieży,Nie,SZKOŁA PODSTAWOWA SPECJALNA,Trzciniec,25,23,24,19,18,18,24,19,12,20,12,21,27,20,20,20,,,,,,,,,,,3,,,,,,,,,
6,Zachodniopomorskie,drawski,Drawsko Pomorskie,Miasto,3203024,42062,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM MJRA HENRYKA SUCHARSKIEGO W DRAWSKU POMORSKIM,Drawsko Pomorskie,ul. Obrońców Westerplatte 13,38,56,26,58,58,38,38,25,32,12,38,59,30,62,22,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,drawski,Drawsko Pomorskie,Miasto,3203024,262724,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. ADAMA MICKIEWICZA W DRAWSKU POMORSKIM,Drawsko Pomorskie,ul. Dworcowa 2 a,68,53,16,56,62,68,37,22,32,12,68,58,28,56,96,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,drawski,Drawsko Pomorskie,Obszar wiejski,3203025,42059,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.JANA PAWŁA II W NĘTNIE,Nętno,38,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,drawski,Drawsko Pomorskie,Obszar wiejski,3203025,42060,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W MIELENKU DRAWSKIM,Mielenko Drawskie,47,6,,,,,6,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,drawski,Drawsko Pomorskie,Obszar wiejski,3203025,92340,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W OSTROWICACH,Ostrowice,3,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,drawski,Kalisz Pomorski,Miasto,3203034,35103,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO,Kalisz Pomorski,ul. Błonie Kaszubskie 2,57,51,16,53,38,57,41,20,40,24,56,55,22,56,65,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,drawski,Kalisz Pomorski,Obszar wiejski,3203035,35098,dla młodzieży,Tak,SZKOŁA PODSTAWOWA,Pomierzyn,10,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,drawski,Wierzchowo,Gmina wiejska,3203052,41025,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. 2 WARSZAWSKIEJ DYWIZJI PIECHOTY GEN. JANA HENRYKA DĄBROWSKIEGO W WIERZCHOWIE,Wierzchowo,ul. Długa 26A,23,67,18,67,58,23,37,22,28,20,21,53,28,49,22,,,,,,,,,,,2,,,,,,,,,
6,Zachodniopomorskie,drawski,Wierzchowo,Gmina wiejska,3203052,65175,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. 1 WARSZAWSKIEJ DYWIZJI KAWALERII W ŚWIERCZYNIE,Świerczyna,85,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,drawski,Złocieniec,Miasto,3203064,59109,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM.JANUSZA KUSOCIŃSKIEGO UL.I DYWIZJI WOJSKA POLSKIEGO 4A W ZŁOCIEŃCU,Złocieniec,ul. I Dywizji Wojska Polskiego 4a,79,57,16,60,62,79,41,22,36,24,78,71,27,77,100,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,drawski,Złocieniec,Miasto,3203064,59119,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM.ŻOŁNIERZA POLSKIEGO UL.CZWARTAKÓW 2 W ZŁOCIEŃCU,Złocieniec,ul. Czwartaków 2,27,56,19,58,60,27,36,20,32,16,27,44,27,29,25,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,drawski,Złocieniec,Obszar wiejski,3203065,92342,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W NOWYM WOROWIE,Nowe Worowo,ul. Chopina 9,11,54,22,62,62,11,48,28,44,24,9,,,,,,,,,,,,,,,2,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Goleniów,Miasto,3204024,23604,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. HENRYKA SIENKIEWICZA W GOLENIOWIE,Goleniów,ul. Szarych Szeregów 14,63,56,17,58,62,62,49,23,48,40,68,65,29,68,96,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Goleniów,Miasto,3204024,24147,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. JANA BRZECHWY W GOLENIOWIE,Goleniów,ul. Jodłowa 33,22,51,17,53,47,22,44,18,44,68,22,63,29,68,18,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Goleniów,Miasto,3204024,24454,dla młodzieży,Nie,"PRYWATNA JĘZYKOWA SZKOŁA PODSTAWOWA ""PROMYCZEK"" IM. KSIĘCIA BARNIMA I W GOLENIOWIE",Goleniów,ul. Konstytucji 3 Maja 29,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Goleniów,Miasto,3204024,27950,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. BOLESŁAWA CHROBREGO W GOLENIOWIE,Goleniów,ul. Szczecińska 36,50,49,23,51,69,50,44,27,36,20,52,65,31,73,96,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Goleniów,Miasto,3204024,31128,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 8 IM. KARDYNAŁA AUGUSTA HLONDA W GOLENIOWIE,Goleniów,ul. Szkolna 13,35,55,22,56,49,35,45,26,40,28,41,61,33,55,100,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Goleniów,Miasto,3204024,196394,dla młodzieży,Tak,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI SPORTOWYMI NR 5 IM. KS. JANA TWARDOWSKIEGO W GOLENIOWIE,Goleniów,ul. Cypriana Kamila Norwida 1,28,62,17,63,73,28,61,25,60,36,28,83,18,90,100,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Goleniów,Obszar wiejski,3204025,25680,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W KRĘPSKU,Krępsko,ul. Szkolna 2,9,,,,,9,,,,,10,48,29,55,9,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Goleniów,Obszar wiejski,3204025,26341,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. PROF. WIESŁAWA GROCHOWSKIEGO W KLINISKACH WIELKICH,Kliniska Wielkie,ul. Piastowska 11,41,60,19,62,62,41,48,23,44,16,41,64,28,64,47,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Goleniów,Obszar wiejski,3204025,26903,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W MOSTACH,Mosty,4,16,46,13,47,36,16,25,16,24,24,18,44,21,36,24,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Goleniów,Obszar wiejski,3204025,30133,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JOANNY KULMOWEJ W KOMAROWIE,Komarowo,8,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Goleniów,Obszar wiejski,3204025,30477,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARKA KOTAŃSKIEGO W BIAŁUNIU,Białuń,ul. Sielankowa 4,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Goleniów,Obszar wiejski,3204025,128489,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W LUBCZYNIE,Lubczyna,ul. Lipowa 14,12,52,18,48,38,12,31,26,20,12,10,45,24,35,24,,,,,,,,,,,2,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Maszewo,Miasto,3204034,42814,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ADAMA MICKIEWICZA,Maszewo,ul. Jedności Narodowej 7,57,51,19,53,49,57,31,18,28,24,59,55,29,55,24,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Maszewo,Obszar wiejski,3204035,42815,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANUSZA KUSOCIŃSKIEGO,Dębice,29,32,52,13,52,44,32,31,19,26,28,12,60,24,55,44,,,,,,,,,,,20,32,15,28,24,,,,,
6,Zachodniopomorskie,goleniowski,Maszewo,Obszar wiejski,3204035,42816,dla młodzieży,Tak,SZKOŁA PODSTAWOWA,Rożnowo Nowogardzkie,60,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Nowogard,Miasto,3204044,92562,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. TADEUSZA KOŚCIUSZKI W NOWOGARDZIE,Nowogard,ul. Wojska Polskiego 6,40,46,14,47,47,40,35,20,32,16,41,55,24,53,40,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Nowogard,Miasto,3204044,92563,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. MARII KONOPNICKIEJ W NOWOGARDZIE,Nowogard,ul. Stefana Żeromskiego 5,42,52,20,57,60,42,36,21,32,8,41,53,29,47,22,,,,,,,,,,,1,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Nowogard,Miasto,3204044,92564,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. POLSKICH OLIMPIJCZYKÓW W NOWOGARDZIE,Nowogard,ul. Bohaterów Warszawy 78,75,57,16,58,58,75,33,18,28,16,75,66,29,69,91,,,,,,,,,,,,,,,,,,,,
6,Zachodniopomorskie,goleniowski,Nowogard,Miasto,3204044,92565,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. JANA PAWŁA II W NOWOGARDZIE,Nowogard,ul. gen. Józefa Bema 41,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
