,,,,,,,,,,,Język polski,,,,,Matematyka,,,,,Język angielski,,,,,Język francuski,,,,,Język hiszpański,,,,,Język niemiecki,,,,,Język rosyjski,,,,,Język włoski,,,,
województwo - nazwa,powiat - nazwa,Gmina - nazwa,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki
",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%)
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,90726,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 1 W OSTROWCU ŚWIĘTOKRZYSKIM,Ostrowiec Świętokrzyski,ul. Trzeciaków 35,61,61,15,64,64,61,57,26,56,84,60,82,22,93,98,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,124796,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 15 W ZAKŁADZIE POPRAWCZYM W OSTROWCU ŚWIĘTOKRZYSKIM,Ostrowiec Świętokrzyski,ul. Długa 10,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,127794,dla młodzieży,Nie,SZKOŁA PODSTAWOWA W CZĘSTOCICACH IM. KAWALERÓW ORDERU UŚMIECHU,Ostrowiec Świętokrzyski,ul. Górna 3,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,127796,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA ?DWUNASTKA? IM. JANA PAWŁA II W OSTROWCU ŚWIĘTOKRZYSKIM,Ostrowiec Świętokrzyski,ul. Bałtowska 336a,16,41,9,40,36,16,41,26,26,20,16,60,29,70,27,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,127800,dla młodzieży,Nie,ZESPÓŁ EDUKACYJNO-PRZEDSZKOLNY SZKOŁA Z PASJĄ IM. ELŻBIETY SOŁTYS W OSTROWCU ŚWIĘTOKRZYSKIM-NIEPUBLICZNA SZKOŁA PODSTAWOWA,Ostrowiec Świętokrzyski,ul. Ferdynanda Focha 3,12,39,13,38,38,12,35,20,28,28,11,53,33,44,16,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,262973,dla młodzieży,Tak,SZKOŁA PODSTAWOWA MISTRZOSTWA SPORTOWEGO,Ostrowiec Świętokrzyski,ul. Stefana Żeromskiego 5,32,62,14,62,73,32,43,23,40,20,31,60,27,64,20,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,262986,dla młodzieży,Nie,NIEPUBLICZNA SPECJALNA SZKOŁA PODSTAWOWA W OSTROWCU ŚWIĘTOKRZYSKIM,Ostrowiec Świętokrzyski,ul. Bałtowska 289,8,,,,,8,,,,,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Waśniów,Gmina wiejska,2607062,69461,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W WAŚNIOWIE,Waśniów,ul. Kunowska 2,26,49,17,52,51,26,30,18,28,8,26,52,26,47,93,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Waśniów,Gmina wiejska,2607062,69464,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W NOWYM SKOSZYNIE,Nowy Skoszyn,130,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Waśniów,Gmina wiejska,2607062,69465,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W BOLESZYNIE,Boleszyn,74,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Waśniów,Gmina wiejska,2607062,73690,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. MJR JANA PIWNIKA ?PONUREGO? W MOMINIE,Momina,20,24,64,13,63,62,24,47,23,46,56,24,55,27,60,71,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ćmielów,Miasto,2607044,25105,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. KRZYSZTOFA SZYDŁOWIECKIEGO W ĆMIELOWIE,Ćmielów,ul. Długa 164,34,48,18,47,27,34,33,20,28,20,34,47,28,34,20,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ćmielów,Obszar wiejski,2607045,6143,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. PROF. MARIANA RACIBORSKIEGO W BRZÓSTOWEJ,Brzóstowa,200A,10,41,17,38,29,10,23,11,20,20,10,50,30,41,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Działoszyce,Miasto,2608014,83436,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W DZIAŁOSZYCACH,Działoszyce,ul. Szkolna 5,24,59,15,58,58,24,40,27,30,20,24,60,26,64,35,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Działoszyce,Obszar wiejski,2608015,69878,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W DZIERĄŻNI,Dzierążnia,171,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Działoszyce,Obszar wiejski,2608015,69956,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W STĘPOCICACH,Stępocice,4,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Kije,Gmina wiejska,2608022,72798,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KIJACH,Kije,ul. Szkolna 21,30,60,17,58,42,30,49,25,50,44,30,63,28,61,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Michałów,Gmina wiejska,2608032,77887,dla młodzieży,Tak,SAMORZĄDOWA SZKOŁA PODSTAWOWA W GÓRACH,Góry,116,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Michałów,Gmina wiejska,2608032,77888,dla młodzieży,Tak,SAMORZĄDOWA SZKOŁA PODSTAWOWA W SĘDOWICACH,Sędowice,79,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Michałów,Gmina wiejska,2608032,80327,dla młodzieży,Tak,SAMORZĄDOWA SZKOŁA PODSTAWOWA W MICHAŁOWIE,Michałów,87b,14,54,22,59,69,14,30,19,28,28,14,51,28,51,55,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Michałów,Gmina wiejska,2608032,133580,dla młodzieży,Tak,SAMORZĄDOWA SZKOŁA PODSTAWOWA W WĘCHADŁOWIE,Węchadłów,155,3,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Pińczów,Miasto,2608044,9466,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 W PIŃCZOWIE,Pińczów,ul. Szkolna 2,64,57,16,59,64,64,45,22,44,36,63,60,30,53,96,,,,,,,,,,,,,,,,1,,,,,,,,,
Świętokrzyskie,pińczowski,Pińczów,Miasto,2608044,9613,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 W PIŃCZOWIE IM. JANA PAWŁA II,Pińczów,ul. 7 Źródeł 7,44,63,14,63,62,44,50,18,48,28,42,73,24,82,100,,,,,,,,,,,1,,,,,1,,,,,,,,,
Świętokrzyskie,pińczowski,Pińczów,Miasto,2608044,262206,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA W PIŃCZOWIE,Pińczów,ul. 1 Maja 2,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Pińczów,Obszar wiejski,2608045,8399,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BOGUCICACH,Bogucice Pierwsze,ul. Stara Wieś 34,10,70,11,75,78,10,56,30,56,24,10,57,33,54,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Pińczów,Obszar wiejski,2608045,11512,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KOZUBOWIE,Kozubów,54a,12,41,18,41,24,12,25,11,24,24,12,40,25,36,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Pińczów,Obszar wiejski,2608045,11516,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W GACKACH IM. STANISŁAWA TOPOROWSKIEGO,Gacki-Osiedle,25,18,62,12,61,51,18,58,22,58,40,17,67,32,78,78,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Pińczów,Obszar wiejski,2608045,17204,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BRZEŚCIU,Brzeście,75a,3,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Pińczów,Obszar wiejski,2608045,17205,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W MŁODZAWACH,Młodzawy Duże,14a,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Pińczów,Obszar wiejski,2608045,17206,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ZAGOŚCI,Stara Zagość,12,5,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Pińczów,Obszar wiejski,2608045,124776,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 W SCHRONISKU DLA NIELETNICH W GACKACH,Leszcze,31A,3,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Złota,Gmina wiejska,2608052,43538,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W CHROBRZU,Chroberz,ul. Chrobrego 22,7,,,,,7,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Złota,Gmina wiejska,2608052,43539,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. J. JASIŃSKIEGO W MIERNOWIE,Miernów,85,9,,,,,9,,,,,8,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,pińczowski,Złota,Gmina wiejska,2608052,60778,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ZŁOTEJ,Złota,ul. Parkowa 4,19,59,18,64,67,19,41,22,36,28,19,53,30,38,22,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Dwikozy,Gmina wiejska,2609022,3406,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ZAWISZY CZARNEGO HERBU SULIMA W STARYM GARBOWIE,Stary Garbów,82,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Dwikozy,Gmina wiejska,2609022,3433,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W MŚCIOWIE,Mściów,100,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Dwikozy,Gmina wiejska,2609022,3466,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WINCENTEGO BURKA W GAŁKOWICACH,Gałkowice,21,3,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Dwikozy,Gmina wiejska,2609022,3575,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W GIERLACHOWIE,Gierlachów,96,10,63,7,64,67,10,46,18,50,24,10,67,20,71,75,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Dwikozy,Gmina wiejska,2609022,3576,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ZIEMI SANDOMIERSKIEJ W SŁUPCZY,Słupcza,76,11,56,11,53,47,10,26,15,22,16,11,66,26,65,40,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Dwikozy,Gmina wiejska,2609022,48281,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W WINIARACH,Winiary,2,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Dwikozy,Gmina wiejska,2609022,48284,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. POWSTAŃCÓW STYCZNIOWYCH W DWIKOZACH,Dwikozy,ul. Spółdzielcza 21,34,58,20,61,64,34,47,26,46,8,34,63,30,73,25,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Dwikozy,Gmina wiejska,2609022,88006,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. POWSTAŃCÓW STYCZNIOWYCH ?PUŁAWIAKÓW? W GÓRACH WYSOKICH,Góry Wysokie,61,5,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Klimontów,Miasto,2609034,14426,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JERZEGO OSSOLIŃSKIEGO W KLIMONTOWIE,Klimontów,ul. Szkolna 1,46,49,19,51,44,46,35,22,34,20,46,48,26,45,22,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Klimontów,Obszar wiejski,2609035,14368,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BOHATERÓW BITWY POD KONARAMI W KONARACH,Konary,88,3,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Klimontów,Obszar wiejski,2609035,14377,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W NAWODZICACH,Nawodzice,80,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Klimontów,Obszar wiejski,2609035,14386,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W GOŹLICACH,Goźlice,28,3,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Klimontów,Obszar wiejski,2609035,14396,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W OSSOLINIE,Ossolin,21,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Koprzywnica,Miasto,2609044,81052,dla młodzieży,Tak,ZESPÓŁ PLACÓWEK OŚWIATOWYCH SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA JASIŃSKIEGO W KOPRZYWNICY,Koprzywnica,ul. Szkolna 9,34,58,22,66,71,34,33,22,20,16,34,51,27,52,69,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Koprzywnica,Obszar wiejski,2609045,89837,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W POSTRONNEJ,Postronna,8,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Koprzywnica,Obszar wiejski,2609045,104245,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W NIEDŹWICACH,Niedźwice,63,10,66,11,64,80,10,39,16,40,36,10,48,26,35,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Koprzywnica,Obszar wiejski,2609045,105469,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. ŚW. JADWIGI KRÓLOWEJ W GNIESZOWICACH,Gnieszowice,3,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Obrazów,Gmina wiejska,2609062,14231,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. ŚW. JADWIGI KRÓLOWEJ W BILCZY,Bilcza,75,11,62,19,67,76,11,39,24,36,36,11,57,33,44,89,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Obrazów,Gmina wiejska,2609062,14265,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. BATALIONÓW CHŁOPSKICH W KLECZANOWIE,Kleczanów,145,5,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Obrazów,Gmina wiejska,2609062,40614,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W OBRAZOWIE,Obrazów,118,17,61,17,62,62,17,51,17,52,64,17,60,25,71,47,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Obrazów,Gmina wiejska,2609062,106028,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W GŁAZOWIE,Głazów,80,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Samborzec,Gmina wiejska,2609072,24785,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W ZŁOTEJ,Złota,121,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Samborzec,Gmina wiejska,2609072,24786,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W ŚMIECHOWICACH,Śmiechowice,99,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Samborzec,Gmina wiejska,2609072,24787,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA REYMONTA W SKOTNIKACH,Skotniki,64,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Samborzec,Gmina wiejska,2609072,24788,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. ARMII KRAJOWEJ W ZAWIERZBIU,Zawierzbie,67,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Samborzec,Gmina wiejska,2609072,42121,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W SAMBORCU,Samborzec,79,16,54,15,56,60,16,65,22,62,60,16,78,16,85,93,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Samborzec,Gmina wiejska,2609072,42124,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W CHOBRZANACH,Chobrzany,111,27,50,17,53,56,27,37,21,28,24,27,56,28,56,20,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Sandomierz,Gmina miejska,2609011,49090,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. MIKOŁAJA KOPERNIKA W SANDOMIERZU,Sandomierz,ul. Stefana Okrzei 6,51,63,17,64,69,51,56,27,52,44,51,73,27,85,98,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Sandomierz,Gmina miejska,2609011,49640,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. ARMII KRAJOWEJ W SANDOMIERZU,Sandomierz,ul. Flisaków 30,23,49,17,49,64,23,44,21,48,64,23,68,27,76,35,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Sandomierz,Gmina miejska,2609011,104093,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. KRÓLA KAZIMIERZA WIELKIEGO W SANDOMIERZU,Sandomierz,ul. Adama Mickiewicza 9,15,43,19,40,24,16,33,23,20,20,16,68,32,82,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Sandomierz,Gmina miejska,2609011,104104,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. JAROSŁAWA IWASZKIEWICZA W SANDOMIERZU,Sandomierz,ul. Adama Mickiewicza 39,68,65,18,69,69,68,47,27,44,20,67,73,25,80,100,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Sandomierz,Gmina miejska,2609011,263240,dla młodzieży,Nie,KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. JADWIGI KRÓLOWEJ,Sandomierz,ul. św. Królowej Jadwigi 5,14,62,18,68,49,14,65,23,66,56,14,84,17,90,95,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Wilczyce,Gmina wiejska,2609082,17474,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W DAROMINIE,Daromin,128,11,62,15,62,73,11,42,15,48,48,11,53,21,49,35,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Wilczyce,Gmina wiejska,2609082,26351,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. STANISŁAWA MŁODOŻEŃCA W WILCZYCACH,Wilczyce,177,18,49,23,50,67,18,30,17,24,20,17,50,31,35,20,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Wilczyce,Gmina wiejska,2609082,26352,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ŁUKAWIE,Łukawa,83,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Zawichost,Miasto,2609094,27153,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ZIEMI ZAWICHOJSKIEJ W ZAWICHOŚCIE,Zawichost,ul. Szkolna 15,20,51,16,52,27,20,41,25,32,20,20,56,28,61,15,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Zawichost,Miasto,2609094,105814,dla młodzieży,Tak,SZKOŁA PODSTAWOWA SPECJALNA W ZAWICHOŚCIE,Zawichost,ul. 11 Listopada 1,14,22,16,19,7,14,16,5,16,12,14,23,20,17,11,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Zawichost,Obszar wiejski,2609095,25954,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W ZESPOLE SZKOŁY I PRZEDSZKOLA W CZYŻOWIE SZLACHECKIM,Czyżów Szlachecki,2,13,43,16,40,22,13,30,13,28,12,13,46,22,44,69,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Łoniów,Gmina wiejska,2609052,55427,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W GIERASZOWICACH,Gieraszowice,67,11,47,16,51,,11,40,19,32,32,11,47,29,45,18,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Łoniów,Gmina wiejska,2609052,55430,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ŁĄŻKU,Łążek,58,12,55,18,60,60,12,50,25,48,24,12,59,27,59,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Łoniów,Gmina wiejska,2609052,89562,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. BŁOGOSŁAWIONEGO JANA PAWŁA II W ŚWINIARACH STARYCH,Świniary Stare,131,16,56,20,55,40,16,45,23,46,20,16,54,31,55,15,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Łoniów,Gmina wiejska,2609052,89563,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. ODDZIAŁU PARTYZANCKIEGO ?JĘDRUSIE? W SULISŁAWICACH,Sulisławice,120,13,52,15,51,44,13,36,16,36,52,13,48,26,40,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,sandomierski,Łoniów,Gmina wiejska,2609052,89594,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II W ŁONIOWIE,Łoniów,104,19,56,24,56,56,19,45,27,36,20,19,58,33,65,98,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,skarżyski,Bliżyn,Gmina wiejska,2610022,20749,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WOJSKA POLSKIEGO W MROCZKOWIE,Mroczków,25,10,62,13,66,44,10,60,20,64,64,10,73,25,84,35,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,skarżyski,Bliżyn,Gmina wiejska,2610022,70046,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. GENERAŁA STANISŁAWA MACZKA W BLIŻYNIE,Bliżyn,ul. Piaskowa 6,18,56,17,55,51,18,38,24,28,20,18,61,31,59,18,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,skarżyski,Bliżyn,Gmina wiejska,2610022,70966,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W ODROWĄŻKU,Odrowążek,1,12,65,17,71,71,12,38,25,32,12,12,67,31,78,18,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,skarżyski,Skarżysko Kościelne,Gmina wiejska,2610042,68015,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ROTMISTRZA WITOLDA PILECKIEGO W KIERZU NIEDŹWIEDZIM,Kierz Niedźwiedzi,ul. Boczna 7,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,skarżyski,Skarżysko Kościelne,Gmina wiejska,2610042,68016,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W GRZYBOWEJ GÓRZE,Grzybowa Góra,ul. Świętokrzyska 102,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,skarżyski,Skarżysko Kościelne,Gmina wiejska,2610042,92489,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. STANISŁAWA STASZICA W SKARŻYSKU KOŚCIELNYM,Skarżysko Kościelne,ul. Szkolna 5,26,57,19,62,38,26,40,22,32,32,26,77,22,86,62,,,,,,,,,,,,,,,,,,,,,,,,,
