,Rural county,Urban county,Revenue per person,Website,Start date,Students,Sport venues,German or French,Logopedist,Psychologist,Pedagogue,Participants in English,Avg. score in English,Prctl in English
189,1,0,0.05316515016105455,1,0.10273972602739725,0.19225967540574282,0,1,0,0,1,0.08547008547008547,67,62.5196355639334
190,1,0,0.05316515016105455,1,0.07990867579908675,0.08489388264669163,0,1,1,0,1,0.017094017094017096,38,2.1834747093936535
191,1,0,0.042243018695807925,0,0.04794520547945205,0.12047440699126093,1,1,1,0,1,0.05128205128205128,46,9.519321394910461
192,1,0,0.0840324752723595,0,0.136986301369863,0.1466916354556804,0,1,1,0,1,0.0811965811965812,55,27.756833176248826
193,0,1,0.027570746527645896,1,0.0821917808219178,0.6179775280898876,1,1,1,1,1,0.48717948717948717,73,78.69934024505184
194,0,1,0.027570746527645896,1,0.17123287671232876,0.18414481897627966,1,1,0,1,1,0.14102564102564102,55,27.756833176248826
195,0,1,0.027570746527645896,1,0.13470319634703196,0.4207240948813982,0,1,0,1,1,0.2564102564102564,76,84.90417844800503
196,0,1,0.027570746527645896,1,0.04794520547945205,0.19912609238451934,0,1,0,1,1,0.20085470085470086,79,90.44926170279611
197,0,1,0.027570746527645896,1,0.2328767123287671,0.08863920099875156,1,1,0,0,0,0.0,48,12.849513038014452
198,0,1,0.027570746527645896,0,0.21232876712328766,0.3545568039950062,1,1,1,1,1,0.14102564102564102,57,33.113415017279294
199,0,1,0.027570746527645896,1,0.00684931506849315,0.33395755305867664,1,1,0,0,1,0.04700854700854701,66,59.72353125981778
200,1,0,0.054359449748449855,1,0.1552511415525114,0.15106117353308365,0,1,1,0,1,0.029914529914529916,68,65.67703424442351
201,1,0,0.054359449748449855,1,0.1506849315068493,0.10237203495630462,1,0,1,0,1,0.017094017094017096,55,27.756833176248826
202,1,0,0.054359449748449855,1,0.16210045662100456,0.08739076154806492,0,1,1,0,0,0.02564102564102564,60,41.69022934338674
203,1,0,0.054359449748449855,1,0.1872146118721461,0.15293383270911362,1,1,1,0,0,0.05555555555555555,52,20.23248507697141
204,1,0,0.054359449748449855,1,0.1689497716894977,0.10986267166042447,1,0,1,0,1,0.008547008547008548,54,25.384857053094567
205,1,0,0.06343940121632292,1,0.2054794520547945,0.09113607990012484,0,1,0,0,0,0.004273504273504274,65,57.21017907634307
206,1,0,0.06343940121632292,1,0.2328767123287671,0.06367041198501873,0,1,1,0,0,0.0,67,62.5196355639334
207,1,0,0.06343940121632292,1,0.1689497716894977,0.09987515605493133,1,1,0,0,1,0.038461538461538464,55,27.756833176248826
208,1,0,0.06343940121632292,1,0.0045662100456621,0.08302122347066167,1,1,0,0,0,0.02564102564102564,64,53.75431982406534
209,1,0,0.07333499581297366,1,0.10273972602739725,0.12609238451935081,0,1,1,0,1,0.038461538461538464,61,44.56487590323594
210,1,0,0.10573951250490353,1,0.17123287671232876,0.1254681647940075,0,1,0,1,0,0.07264957264957266,72,76.40590637763115
211,1,0,0.07361321832392995,1,0.04794520547945205,0.05805243445692884,1,1,0,1,0,0.004273504273504274,51,18.44172164624568
212,1,0,0.07361321832392995,1,0.04794520547945205,0.06554307116104868,1,0,0,0,0,0.0,40,3.314483191957273
213,1,0,0.07361321832392995,1,0.04794520547945205,0.10611735330836454,0,1,1,1,1,0.05128205128205128,65,57.21017907634307
214,1,0,0.07361321832392995,1,0.04794520547945205,0.07053682896379526,1,0,0,1,1,0.0,42,4.775369148601947
215,1,0,0.10762428927446066,0,0.06621004566210045,0.12047440699126093,1,1,0,1,0,0.0641025641025641,56,30.301602262016964
