RSPO,TERYT,Rural county,Urban county,Rural territory,City,Revenue per person,Participants in mathematics,Avg. score in mathematics
5505,2477011,0,1,0,0,7739.92,67,39
5846,2477011,0,1,0,0,7739.92,60,45
5910,2477011,0,1,0,0,7739.92,78,46
5929,2477011,0,1,0,0,7739.92,42,40
5992,2477011,0,1,0,0,7739.92,72,55
6040,2477011,0,1,0,0,7739.92,41,47
21548,2477011,0,1,0,0,7739.92,57,47
23195,2477011,0,1,0,0,7739.92,36,44
23197,2477011,0,1,0,0,7739.92,69,57
38530,2477011,0,1,0,0,7739.92,10,72
38533,2477011,0,1,0,0,7739.92,17,41
43845,2477011,0,1,0,0,7739.92,15,39
130205,2477011,0,1,0,0,7739.92,30,48
133583,2477011,0,1,0,0,7739.92,36,51
133584,2477011,0,1,0,0,7739.92,28,58
15109,2478011,0,1,0,0,6295.62,63,51
15456,2478011,0,1,0,0,6295.62,58,59
15480,2478011,0,1,0,0,6295.62,47,35
15497,2478011,0,1,0,0,6295.62,34,47
15498,2478011,0,1,0,0,6295.62,63,39
15632,2478011,0,1,0,0,6295.62,72,54
16941,2478011,0,1,0,0,6295.62,27,27
16942,2478011,0,1,0,0,6295.62,69,50
16965,2478011,0,1,0,0,6295.62,43,49
23927,2478011,0,1,0,0,6295.62,24,28
23928,2478011,0,1,0,0,6295.62,74,56
23929,2478011,0,1,0,0,6295.62,45,38
23930,2478011,0,1,0,0,6295.62,41,29
23931,2478011,0,1,0,0,6295.62,43,31
23932,2478011,0,1,0,0,6295.62,26,42
23933,2478011,0,1,0,0,6295.62,38,33
23934,2478011,0,1,0,0,6295.62,49,46
23935,2478011,0,1,0,0,6295.62,34,48
23936,2478011,0,1,0,0,6295.62,44,45
23937,2478011,0,1,0,0,6295.62,31,37
23938,2478011,0,1,0,0,6295.62,49,41
23939,2478011,0,1,0,0,6295.62,44,36
23945,2478011,0,1,0,0,6295.62,33,46
24016,2478011,0,1,0,0,6295.62,24,44
29712,2478011,0,1,0,0,6295.62,22,59
29725,2478011,0,1,0,0,6295.62,10,54
29733,2478011,0,1,0,0,6295.62,24,27
29739,2478011,0,1,0,0,6295.62,12,46
133841,2478011,0,1,0,0,6295.62,24,33
133853,2478011,0,1,0,0,6295.62,23,41
133854,2478011,0,1,0,0,6295.62,15,18
262977,2478011,0,1,0,0,6295.62,41,63
122305,2402022,1,0,0,0,5403.02,38,51
122307,2402022,1,0,0,0,5403.02,18,52
122316,2402022,1,0,0,0,5403.02,29,49
122328,2402022,1,0,0,0,5403.02,29,44
105731,2402032,1,0,0,0,6134.87,39,44
107536,2402032,1,0,0,0,6134.87,27,45
109413,2402032,1,0,0,0,6134.87,34,55
271828,2402032,1,0,0,0,6134.87,13,46
60755,2402052,1,0,0,0,5914.65,11,60
60757,2402052,1,0,0,0,5914.65,52,53
60760,2402052,1,0,0,0,5914.65,47,59
60762,2402052,1,0,0,0,5914.65,18,52
60767,2402052,1,0,0,0,5914.65,50,53
60770,2402052,1,0,0,0,5914.65,26,53
89560,2402052,1,0,0,0,5914.65,27,53
4684,2402062,1,0,0,0,5585.99,44,59
111401,2402062,1,0,0,0,5585.99,11,19
133404,2402062,1,0,0,0,5585.99,22,55
56983,2402072,1,0,0,0,6777.11,42,40
77908,2402072,1,0,0,0,6777.11,69,49
5855,2402082,1,0,0,0,5041.57,40,45
5862,2402082,1,0,0,0,5041.57,24,55
92865,2402082,1,0,0,0,5041.57,15,67
92868,2402082,1,0,0,0,5041.57,25,40
262839,2402082,1,0,0,0,5041.57,21,58
68677,2402011,0,1,0,0,5756.37,20,44
69899,2402011,0,1,0,0,5756.37,15,53
56516,2402102,1,0,0,0,7528.33,17,45
262682,2402102,1,0,0,0,7528.33,59,41
262687,2402102,1,0,0,0,7528.33,37,39
24335,2414011,0,1,0,0,6109.95,82,45
24382,2414011,0,1,0,0,6109.95,79,45
65212,2414042,1,0,0,0,5827.15,11,61
65218,2414042,1,0,0,0,5827.15,46,51
92269,2414042,1,0,0,0,5827.15,40,48
86705,2414052,1,0,0,0,6205.64,14,34
86706,2414052,1,0,0,0,6205.64,44,52
133977,2414021,0,1,0,0,5894.13,87,55
13237,2414031,0,1,0,0,5097.8,71,48
13238,2414031,0,1,0,0,5097.8,38,28
61881,2414031,0,1,0,0,5097.8,18,44
263250,2414031,0,1,0,0,5097.8,25,41
43357,2401042,1,0,0,0,6961.39,13,50
68594,2401042,1,0,0,0,6961.39,35,51
68595,2401042,1,0,0,0,6961.39,11,50
68597,2401042,1,0,0,0,6961.39,23,51
262620,2401042,1,0,0,0,6961.39,11,59
9175,2401011,0,1,0,0,5202.21,56,52
49561,2401011,0,1,0,0,5202.21,36,36
50482,2401011,0,1,0,0,5202.21,56,44
52894,2401011,0,1,0,0,5202.21,26,29
52910,2401011,0,1,0,0,5202.21,45,30
52914,2401011,0,1,0,0,5202.21,32,29
53688,2401011,0,1,0,0,5202.21,86,53
72720,2401011,0,1,0,0,5202.21,67,55
72914,2401011,0,1,0,0,5202.21,27,43
73545,2401011,0,1,0,0,5202.21,42,46
91580,2401021,0,1,0,0,5906.92,47,40
91581,2401021,0,1,0,0,5906.92,65,33
91583,2401021,0,1,0,0,5906.92,35,47
91584,2401021,0,1,0,0,5906.92,59,47
263032,2401021,0,1,0,0,5906.92,21,42
6754,2401052,1,0,0,0,6057.47,37,46
6762,2401052,1,0,0,0,6057.47,14,37
77953,2401062,1,0,0,0,5639.65,20,52
77954,2401062,1,0,0,0,5639.65,19,48
110518,2401062,1,0,0,0,5639.65,43,44
110530,2401062,1,0,0,0,5639.65,35,43
133774,2401081,0,1,0,0,6924.38,68,50
14681,2401031,0,1,0,0,5211.95,25,55
14682,2401031,0,1,0,0,5211.95,27,39
75090,2403042,1,0,0,0,5345.45,22,36
75091,2403042,1,0,0,0,5345.45,29,48
115381,2403042,1,0,0,0,5345.45,64,53
53102,2403052,1,0,0,0,7829.24,34,53
53247,2403052,1,0,0,0,7829.24,16,38
53777,2403052,1,0,0,0,7829.24,36,64
71778,2403052,1,0,0,0,7829.24,15,46
28591,2403011,0,1,0,0,5898.5,57,56
29203,2403011,0,1,0,0,5898.5,57,49
29520,2403011,0,1,0,0,5898.5,69,43
30158,2403011,0,1,0,0,5898.5,39,47
30424,2403011,0,1,0,0,5898.5,25,45
35203,2403011,0,1,0,0,5898.5,25,54
196438,2403011,0,1,0,0,5898.5,19,34
10774,2403062,1,0,0,0,5323.45,54,55
44118,2403072,1,0,0,0,4852.91,51,51
72790,2403072,1,0,0,0,4852.91,29,53
72792,2403072,1,0,0,0,4852.91,15,45
61368,2403082,1,0,0,0,5628.44,20,49
61369,2403082,1,0,0,0,5628.44,16,43
61370,2403082,1,0,0,0,5628.44,50,42
61371,2403082,1,0,0,0,5628.44,11,64
57250,2403092,1,0,0,0,6683.67,34,36
57682,2403092,1,0,0,0,6683.67,35,29
61563,2403092,1,0,0,0,6683.67,29,42
66244,2403021,0,1,0,0,6136.01,57,52
66247,2403021,0,1,0,0,6136.01,11,68
66251,2403021,0,1,0,0,6136.01,16,48
66255,2403021,0,1,0,0,6136.01,25,46
66347,2403021,0,1,0,0,6136.01,32,54
55984,2403031,0,1,0,0,5594.93,27,49
58501,2403031,0,1,0,0,5594.93,21,38
59956,2403031,0,1,0,0,5594.93,20,45
60180,2403031,0,1,0,0,5594.93,11,51
60182,2403031,0,1,0,0,5594.93,12,62
28744,2403122,1,0,0,0,5009.21,34,51
47684,2403122,1,0,0,0,5009.21,64,37
47686,2403122,1,0,0,0,5009.21,35,47
10969,2404022,1,0,0,0,5029.69,17,46
10985,2404022,1,0,0,0,5029.69,10,38
91393,2404032,1,0,0,0,6322.68,13,43
91397,2404032,1,0,0,0,6322.68,15,42
262370,2404032,1,0,0,0,6322.68,17,44
29413,2404042,1,0,0,0,5398.6,33,47
61571,2404072,1,0,0,0,5085.08,11,41
70143,2404072,1,0,0,0,5085.08,35,58
78953,2404072,1,0,0,0,5085.08,16,64
21016,2404082,1,0,0,0,6274.68,11,53
21017,2404082,1,0,0,0,6274.68,10,51
21842,2404052,1,0,0,0,4649.62,26,48
21844,2404052,1,0,0,0,4649.62,18,49
30020,2404052,1,0,0,0,4649.62,12,36
32076,2404052,1,0,0,0,4649.62,10,48
32077,2404052,1,0,0,0,4649.62,10,51
32078,2404052,1,0,0,0,4649.62,16,49
5697,2404092,1,0,0,0,5948.56,32,42
27397,2404102,1,0,0,0,5249.57,10,52
111473,2404102,1,0,0,0,5249.57,53,50
111488,2404102,1,0,0,0,5249.57,17,70
109715,2404112,1,0,0,0,5621.69,18,59
109726,2404112,1,0,0,0,5621.69,21,59
109777,2404112,1,0,0,0,5621.69,12,49
109782,2404112,1,0,0,0,5621.69,18,64
110068,2404112,1,0,0,0,5621.69,17,41
49987,2404122,1,0,0,0,5677.35,11,48
50266,2404122,1,0,0,0,5677.35,40,40
80661,2404122,1,0,0,0,5677.35,13,54
21299,2404132,1,0,0,0,5440.26,15,51
21337,2404132,1,0,0,0,5440.26,33,57
29124,2404132,1,0,0,0,5440.26,19,53
35105,2404132,1,0,0,0,5440.26,17,53
21209,2404142,1,0,0,0,5932.88,23,52
54095,2404152,1,0,0,0,5333.47,12,61
55881,2404152,1,0,0,0,5333.47,23,46
55983,2404152,1,0,0,0,5333.47,11,46
56528,2404152,1,0,0,0,5333.47,14,48
12169,2404162,1,0,0,0,5576.17,21,49
6867,2405032,1,0,0,0,6225.3,14,38
110188,2405032,1,0,0,0,6225.3,39,56
110198,2405032,1,0,0,0,6225.3,20,45
110213,2405032,1,0,0,0,6225.3,71,46
17047,2405011,0,1,0,0,5458.27,67,43
17195,2405011,0,1,0,0,5458.27,40,43
19071,2405011,0,1,0,0,5458.27,64,37
19141,2405011,0,1,0,0,5458.27,80,47
19205,2405011,0,1,0,0,5458.27,72,62
19966,2405011,0,1,0,0,5458.27,43,30
20261,2405011,0,1,0,0,5458.27,16,51
121918,2405042,1,0,0,0,5785.26,42,49
121923,2405042,1,0,0,0,5785.26,50,46
121981,2405042,1,0,0,0,5785.26,20,48
49279,2405021,0,1,0,0,5697.22,20,43
49651,2405021,0,1,0,0,5697.22,22,36
62124,2405021,0,1,0,0,5697.22,38,39
262279,2405021,0,1,0,0,5697.22,67,38
196216,2405052,1,0,0,0,5654.71,86,44
196387,2405082,1,0,0,0,5688.62,48,38
104625,2406032,1,0,0,0,5568.84,25,48
104626,2406032,1,0,0,0,5568.84,12,38
15971,2406042,1,0,0,0,6351.56,46,43
20005,2406042,1,0,0,0,6351.56,24,47
25493,2406052,1,0,0,0,5612.83,10,36
25494,2406052,1,0,0,0,5612.83,10,48
25496,2406052,1,0,0,0,5612.83,19,55
25497,2406052,1,0,0,0,5612.83,12,23
34890,2406062,1,0,0,0,5536.02,12,57
35150,2406062,1,0,0,0,5536.02,23,57
109830,2406072,1,0,0,0,6264.9,18,45
111833,2406072,1,0,0,0,6264.9,12,52
58201,2406082,1,0,0,0,5822.92,48,51
64392,2406092,1,0,0,0,4954.56,12,40
64394,2406092,1,0,0,0,4954.56,35,56
64425,2406092,1,0,0,0,4954.56,12,50
64427,2406092,1,0,0,0,4954.56,45,52
23128,2407022,1,0,0,0,6998.07,43,50
91715,2407032,1,0,0,0,6512.52,20,39
91795,2407032,1,0,0,0,6512.52,18,40
86230,2407042,1,0,0,0,5607.96,20,34
87089,2407042,1,0,0,0,5607.96,31,38
57724,2407052,1,0,0,0,6612.16,19,31
72654,2407052,1,0,0,0,6612.16,26,36
72657,2407052,1,0,0,0,6612.16,34,58
90911,2407062,1,0,0,0,5099.46,42,54
92659,2407062,1,0,0,0,5099.46,15,53
115091,2407062,1,0,0,0,5099.46,16,38
19323,2407011,0,1,0,0,6305.86,65,45
19459,2407011,0,1,0,0,6305.86,49,42
196321,2407011,0,1,0,0,6305.86,52,52
196342,2407011,0,1,0,0,6305.86,44,47
23023,2407072,1,0,0,0,6438.41,48,41
29382,2408021,0,1,0,0,6624.58,21,67
30329,2408021,0,1,0,0,6624.58,72,58
30330,2408021,0,1,0,0,6624.58,41,59
30331,2408021,0,1,0,0,6624.58,63,49
31298,2408021,0,1,0,0,6624.58,20,52
34427,2408021,0,1,0,0,6624.58,19,72
43754,2408021,0,1,0,0,6624.58,37,54
133886,2408021,0,1,0,0,6624.58,77,50
133887,2408021,0,1,0,0,6624.58,24,39
92538,2408042,1,0,0,0,6533.58,62,53
34485,2408031,0,1,0,0,5737.11,40,62
34603,2408031,0,1,0,0,5737.11,30,51
38892,2408031,0,1,0,0,5737.11,21,46
38896,2408031,0,1,0,0,5737.11,12,49
38897,2408031,0,1,0,0,5737.11,20,50
44541,2408031,0,1,0,0,5737.11,24,51
133749,2408031,0,1,0,0,5737.11,18,40
133751,2408031,0,1,0,0,5737.11,19,65
88032,2408052,1,0,0,0,6579.24,49,46
88154,2408052,1,0,0,0,6579.24,37,49
55300,2408011,0,1,0,0,5825.45,25,47
55301,2408011,0,1,0,0,5825.45,17,41
55303,2408011,0,1,0,0,5825.45,33,39
115081,2408011,0,1,0,0,5825.45,53,55
262294,2408011,0,1,0,0,5825.45,20,33
262296,2408011,0,1,0,0,5825.45,35,46
48683,2409011,0,1,0,0,4974.39,48,47
48685,2409011,0,1,0,0,4974.39,23,59
48689,2409011,0,1,0,0,4974.39,57,44
48692,2409011,0,1,0,0,4974.39,21,62
48697,2409011,0,1,0,0,4974.39,65,45
84728,2409032,1,0,0,0,6054.91,27,46
108953,2409032,1,0,0,0,6054.91,19,47
70319,2409042,1,0,0,0,4907.3,50,50
71573,2409042,1,0,0,0,4907.3,13,37
72400,2409042,1,0,0,0,4907.3,13,45
72437,2409042,1,0,0,0,4907.3,23,47
58834,2410012,1,0,0,0,7944.27,59,50
30401,2410022,1,0,0,0,5521.14,37,43
19045,2410032,1,0,0,0,5406.03,40,38
19052,2410032,1,0,0,0,5406.03,33,58
19053,2410032,1,0,0,0,5406.03,19,52
19054,2410032,1,0,0,0,5406.03,50,48
19056,2410032,1,0,0,0,5406.03,15,39
17996,2410042,1,0,0,0,6647.12,43,45
17998,2410042,1,0,0,0,6647.12,49,29
17999,2410042,1,0,0,0,6647.12,47,52
18000,2410042,1,0,0,0,6647.12,21,50
21387,2410042,1,0,0,0,6647.12,16,36
21389,2410042,1,0,0,0,6647.12,19,41
16845,2410062,1,0,0,0,5446.53,53,52
16848,2410062,1,0,0,0,5446.53,17,59
44004,2410062,1,0,0,0,5446.53,19,52
44007,2410062,1,0,0,0,5446.53,26,50
58537,2410062,1,0,0,0,5446.53,19,48
133797,2411022,1,0,0,0,6765.43,46,49
17962,2411042,1,0,0,0,5577.21,17,36
18990,2411042,1,0,0,0,5577.21,10,33
18992,2411042,1,0,0,0,5577.21,36,47
22242,2411042,1,0,0,0,5577.21,14,44
22245,2411042,1,0,0,0,5577.21,17,46
10564,2411062,1,0,0,0,4445.88,50,51
87604,2411072,1,0,0,0,5093.87,62,50
24474,2411011,0,1,0,0,5000.57,62,53
24648,2411011,0,1,0,0,5000.57,41,44
25172,2411011,0,1,0,0,5000.57,19,45
25219,2411011,0,1,0,0,5000.57,34,44
25234,2411011,0,1,0,0,5000.57,11,46
25346,2411011,0,1,0,0,5000.57,60,48
25409,2411011,0,1,0,0,5000.57,16,36
28691,2411011,0,1,0,0,5000.57,75,48
31818,2411011,0,1,0,0,5000.57,66,50
53299,2411011,0,1,0,0,5000.57,19,53
115051,2411082,1,0,0,0,5655.24,19,45
262809,2412022,1,0,0,0,5423.63,72,39
56328,2412032,1,0,0,0,5380.17,46,41
17202,2412042,1,0,0,0,5578.27,10,52
17503,2412042,1,0,0,0,5578.27,34,47
64430,2412052,1,0,0,0,5897.29,52,41
64431,2412052,1,0,0,0,5897.29,48,53
64432,2412052,1,0,0,0,5897.29,58,46
34226,2413011,0,1,0,0,4816.92,46,50
38488,2413011,0,1,0,0,4816.92,15,49
24103,2413052,1,0,0,0,7352.93,12,17
61926,2413052,1,0,0,0,7352.93,12,57
105182,2413021,0,1,0,0,6458.5,41,40
105817,2413021,0,1,0,0,6458.5,14,40
53327,2413062,1,0,0,0,7467.93,30,42
53748,2413062,1,0,0,0,7467.93,13,41
9408,2413031,0,1,0,0,5718.55,55,50
9409,2413031,0,1,0,0,5718.55,21,53
10924,2413031,0,1,0,0,5718.55,33,39
109145,2413031,0,1,0,0,5718.55,13,23
32073,2413041,0,1,0,0,5891.95,71,44
54134,2413041,0,1,0,0,5891.95,31,51
54135,2413041,0,1,0,0,5891.95,56,41
54137,2413041,0,1,0,0,5891.95,36,51
54138,2413041,0,1,0,0,5891.95,45,54
54140,2413041,0,1,0,0,5891.95,58,55
54260,2413041,0,1,0,0,5891.95,92,50
79182,2413041,0,1,0,0,5891.95,11,57
79183,2413041,0,1,0,0,5891.95,27,54
80372,2413041,0,1,0,0,5891.95,15,35
264030,2413041,0,1,0,0,5891.95,56,57
22269,2413082,1,0,0,0,5721.68,36,56
23267,2413082,1,0,0,0,5721.68,14,52
56601,2413082,1,0,0,0,5721.68,14,39
25466,2413092,1,0,0,0,5585.29,10,52
25939,2413092,1,0,0,0,5585.29,23,51
25942,2413092,1,0,0,0,5585.29,10,59
31995,2413092,1,0,0,0,5585.29,15,50
32082,2413092,1,0,0,0,5585.29,18,47
35139,2413092,1,0,0,0,5585.29,17,38
18597,2413072,1,0,0,0,6023.6,31,52
18703,2413072,1,0,0,0,6023.6,16,54
18704,2413072,1,0,0,0,6023.6,37,52
18707,2413072,1,0,0,0,6023.6,22,55
52313,2415052,1,0,0,0,5316.8,21,45
52316,2415052,1,0,0,0,5316.8,44,47
52318,2415052,1,0,0,0,5316.8,11,41
52320,2415052,1,0,0,0,5316.8,11,55
52321,2415052,1,0,0,0,5316.8,41,48
46577,2415062,1,0,0,0,5201.56,47,42
46591,2415062,1,0,0,0,5201.56,15,47
46592,2415062,1,0,0,0,5201.56,35,51
46594,2415062,1,0,0,0,5201.56,15,52
46595,2415062,1,0,0,0,5201.56,53,46
46596,2415062,1,0,0,0,5201.56,45,45
53486,2415062,1,0,0,0,5201.56,23,37
91685,2415072,1,0,0,0,6762.17,37,57
91687,2415072,1,0,0,0,6762.17,42,52
75218,2415082,1,0,0,0,6182.29,64,53
47151,2415092,1,0,0,0,6358.64,15,51
47343,2415092,1,0,0,0,6358.64,28,45
263237,2415092,1,0,0,0,6358.64,18,68
38947,2415011,0,1,0,0,5110.87,20,51
38948,2415011,0,1,0,0,5110.87,20,49
133704,2415011,0,1,0,0,5110.87,61,34
22727,2415021,0,1,0,0,5678.29,41,37
23280,2415021,0,1,0,0,5678.29,38,37
23399,2415021,0,1,0,0,5678.29,59,47
196275,2415021,0,1,0,0,5678.29,26,54
108807,2415031,0,1,0,0,5033.25,46,45
109641,2415031,0,1,0,0,5033.25,76,49
109642,2415031,0,1,0,0,5033.25,33,43
133938,2415031,0,1,0,0,5033.25,44,52
48143,2415041,0,1,0,0,5092.32,38,31
48144,2415041,0,1,0,0,5092.32,28,49
