RSPO,TERYT,Rural county,Urban county,Rural territory,City,Revenue per person,Participants in mathematics,Avg. score in mathematics
92414,2013042,1,0,0,0,5337.66,15,40
11401,2013052,1,0,0,0,6074.11,30,52
103960,2013062,1,0,0,0,5759.27,29,42
13687,2013072,1,0,0,0,5927.53,21,42
13689,2013072,1,0,0,0,5927.53,18,53
120926,2013082,1,0,0,0,6468.65,41,44
6842,2013011,0,1,0,0,7296.49,70,47
263273,2013011,0,1,0,0,7296.49,51,46
106840,2013102,1,0,0,0,5783.82,18,46
53701,2014022,1,0,0,0,6208.06,10,40
10263,2014032,1,0,0,0,5468.9,10,49
10264,2014032,1,0,0,0,5468.9,10,39
10265,2014032,1,0,0,0,5468.9,37,37
23598,2014042,1,0,0,0,6095.48,27,37
5747,2014011,0,1,0,0,4733.02,59,41
13034,2014011,0,1,0,0,4733.02,97,47
15725,2014011,0,1,0,0,4733.02,73,49
31494,2014052,1,0,0,0,5808.76,14,40
35164,2014052,1,0,0,0,5808.76,17,32
13449,2062011,0,1,0,0,7365.15,37,36
13450,2062011,0,1,0,0,7365.15,64,48
13452,2062011,0,1,0,0,7365.15,97,49
13453,2062011,0,1,0,0,7365.15,136,49
13984,2062011,0,1,0,0,7365.15,94,54
13985,2062011,0,1,0,0,7365.15,69,53
133876,2062011,0,1,0,0,7365.15,25,55
26242,2007032,1,0,0,0,6409.66,35,32
126698,2007032,1,0,0,0,6409.66,13,34
47761,2007052,1,0,0,0,5143.87,14,50
47767,2007052,1,0,0,0,5143.87,73,48
56072,2007062,1,0,0,0,6396.06,17,38
40677,2007082,1,0,0,0,5848.95,11,41
44631,2007082,1,0,0,0,5848.95,22,47
57323,2007092,1,0,0,0,5378.52,16,34
60090,2007092,1,0,0,0,5378.52,12,30
90331,2007022,1,0,0,0,5491.34,21,43
90332,2007022,1,0,0,0,5491.34,19,47
90339,2007022,1,0,0,0,5491.34,19,49
90348,2007022,1,0,0,0,5491.34,11,72
62298,2007072,1,0,0,0,6245.49,39,56
62338,2007072,1,0,0,0,6245.49,11,59
27152,1461011,0,1,0,0,7634.92,48,43
27351,1461011,0,1,0,0,7634.92,84,43
27789,1461011,0,1,0,0,7634.92,131,49
44013,1461011,0,1,0,0,7634.92,91,52
44015,1461011,0,1,0,0,7634.92,66,44
62601,1461011,0,1,0,0,7634.92,20,26
66148,1461011,0,1,0,0,7634.92,36,49
22511,1462011,0,1,0,0,9411.86,81,48
22771,1462011,0,1,0,0,9411.86,144,55
24328,1462011,0,1,0,0,9411.86,19,49
31112,1462011,0,1,0,0,9411.86,40,55
31914,1462011,0,1,0,0,9411.86,17,38
34820,1462011,0,1,0,0,9411.86,27,53
34821,1462011,0,1,0,0,9411.86,27,49
34835,1462011,0,1,0,0,9411.86,44,24
34838,1462011,0,1,0,0,9411.86,54,26
35031,1462011,0,1,0,0,9411.86,83,49
38737,1462011,0,1,0,0,9411.86,83,58
38778,1462011,0,1,0,0,9411.86,69,55
38779,1462011,0,1,0,0,9411.86,101,48
53368,1462011,0,1,0,0,9411.86,81,42
78020,1462011,0,1,0,0,9411.86,134,51
133692,1462011,0,1,0,0,9411.86,87,47
133697,1462011,0,1,0,0,9411.86,116,50
275007,1462011,0,1,0,0,9411.86,20,46
40657,1463011,0,1,0,0,6954.93,82,56
40938,1463011,0,1,0,0,6954.93,64,46
40997,1463011,0,1,0,0,6954.93,116,47
41035,1463011,0,1,0,0,6954.93,138,47
41137,1463011,0,1,0,0,6954.93,50,43
42176,1463011,0,1,0,0,6954.93,115,59
42212,1463011,0,1,0,0,6954.93,39,27
42237,1463011,0,1,0,0,6954.93,127,53
48920,1463011,0,1,0,0,6954.93,53,33
49375,1463011,0,1,0,0,6954.93,89,47
49900,1463011,0,1,0,0,6954.93,48,50
58101,1463011,0,1,0,0,6954.93,66,52
58466,1463011,0,1,0,0,6954.93,34,57
58471,1463011,0,1,0,0,6954.93,56,51
61436,1463011,0,1,0,0,6954.93,45,55
63252,1463011,0,1,0,0,6954.93,97,52
64669,1463011,0,1,0,0,6954.93,62,42
65015,1463011,0,1,0,0,6954.93,45,63
70267,1463011,0,1,0,0,6954.93,19,54
72300,1463011,0,1,0,0,6954.93,73,47
72301,1463011,0,1,0,0,6954.93,44,41
73093,1463011,0,1,0,0,6954.93,34,41
73489,1463011,0,1,0,0,6954.93,108,45
73702,1463011,0,1,0,0,6954.93,135,59
88027,1463011,0,1,0,0,6954.93,22,39
88028,1463011,0,1,0,0,6954.93,49,45
64380,1464011,0,1,0,0,7153.13,81,59
70435,1464011,0,1,0,0,7153.13,55,64
70436,1464011,0,1,0,0,7153.13,49,43
70438,1464011,0,1,0,0,7153.13,78,51
70439,1464011,0,1,0,0,7153.13,113,56
70441,1464011,0,1,0,0,7153.13,73,58
70442,1464011,0,1,0,0,7153.13,45,51
92370,1464011,0,1,0,0,7153.13,118,57
263088,1464011,0,1,0,0,7153.13,61,52
263091,1464011,0,1,0,0,7153.13,34,32
263094,1464011,0,1,0,0,7153.13,42,56
263096,1464011,0,1,0,0,7153.13,39,46
5120,1465011,0,1,0,0,10346.74,69,57
6489,1465011,0,1,0,0,10346.74,88,63
7056,1465011,0,1,0,0,10346.74,42,61
8472,1465011,0,1,0,0,10346.74,18,56
11490,1465011,0,1,0,0,10346.74,81,53
15297,1465011,0,1,0,0,10346.74,142,71
15808,1465011,0,1,0,0,10346.74,167,71
16233,1465011,0,1,0,0,10346.74,87,70
16880,1465011,0,1,0,0,10346.74,67,69
16899,1465011,0,1,0,0,10346.74,106,57
16905,1465011,0,1,0,0,10346.74,127,61
17902,1465011,0,1,0,0,10346.74,68,64
19491,1465011,0,1,0,0,10346.74,32,38
19870,1465011,0,1,0,0,10346.74,89,72
20653,1465011,0,1,0,0,10346.74,49,47
20767,1465011,0,1,0,0,10346.74,89,74
20768,1465011,0,1,0,0,10346.74,50,54
20769,1465011,0,1,0,0,10346.74,69,61
20770,1465011,0,1,0,0,10346.74,74,60
20772,1465011,0,1,0,0,10346.74,48,42
20888,1465011,0,1,0,0,10346.74,55,53
21044,1465011,0,1,0,0,10346.74,80,59
21185,1465011,0,1,0,0,10346.74,96,67
21235,1465011,0,1,0,0,10346.74,53,51
21253,1465011,0,1,0,0,10346.74,39,41
21304,1465011,0,1,0,0,10346.74,70,49
21312,1465011,0,1,0,0,10346.74,91,48
21340,1465011,0,1,0,0,10346.74,94,65
21344,1465011,0,1,0,0,10346.74,37,37
21572,1465011,0,1,0,0,10346.74,75,69
21969,1465011,0,1,0,0,10346.74,65,42
22084,1465011,0,1,0,0,10346.74,146,58
22197,1465011,0,1,0,0,10346.74,53,70
22206,1465011,0,1,0,0,10346.74,63,72
22214,1465011,0,1,0,0,10346.74,101,73
23047,1465011,0,1,0,0,10346.74,53,66
23079,1465011,0,1,0,0,10346.74,38,57
23178,1465011,0,1,0,0,10346.74,71,49
23192,1465011,0,1,0,0,10346.74,38,47
23289,1465011,0,1,0,0,10346.74,67,70
23311,1465011,0,1,0,0,10346.74,55,49
23346,1465011,0,1,0,0,10346.74,68,66
23372,1465011,0,1,0,0,10346.74,39,64
23395,1465011,0,1,0,0,10346.74,117,70
23401,1465011,0,1,0,0,10346.74,38,62
23448,1465011,0,1,0,0,10346.74,123,66
23460,1465011,0,1,0,0,10346.74,98,64
23501,1465011,0,1,0,0,10346.74,95,61
23502,1465011,0,1,0,0,10346.74,57,64
23503,1465011,0,1,0,0,10346.74,72,68
23504,1465011,0,1,0,0,10346.74,76,60
23505,1465011,0,1,0,0,10346.74,59,54
23506,1465011,0,1,0,0,10346.74,111,56
23507,1465011,0,1,0,0,10346.74,31,45
23508,1465011,0,1,0,0,10346.74,36,35
23509,1465011,0,1,0,0,10346.74,43,42
23510,1465011,0,1,0,0,10346.74,93,60
23514,1465011,0,1,0,0,10346.74,27,54
23529,1465011,0,1,0,0,10346.74,86,63
23626,1465011,0,1,0,0,10346.74,168,72
23729,1465011,0,1,0,0,10346.74,42,71
23746,1465011,0,1,0,0,10346.74,66,69
23880,1465011,0,1,0,0,10346.74,58,58
24685,1465011,0,1,0,0,10346.74,71,69
25238,1465011,0,1,0,0,10346.74,71,58
25422,1465011,0,1,0,0,10346.74,102,53
25442,1465011,0,1,0,0,10346.74,34,43
26496,1465011,0,1,0,0,10346.74,77,57
26789,1465011,0,1,0,0,10346.74,41,52
27605,1465011,0,1,0,0,10346.74,61,61
27990,1465011,0,1,0,0,10346.74,105,61
28624,1465011,0,1,0,0,10346.74,31,51
29542,1465011,0,1,0,0,10346.74,45,47
29806,1465011,0,1,0,0,10346.74,45,66
30166,1465011,0,1,0,0,10346.74,60,53
30461,1465011,0,1,0,0,10346.74,82,68
30870,1465011,0,1,0,0,10346.74,27,55
30878,1465011,0,1,0,0,10346.74,65,64
30913,1465011,0,1,0,0,10346.74,94,70
30971,1465011,0,1,0,0,10346.74,51,60
30973,1465011,0,1,0,0,10346.74,130,63
30974,1465011,0,1,0,0,10346.74,47,51
30975,1465011,0,1,0,0,10346.74,38,58
34499,1465011,0,1,0,0,10346.74,28,52
34507,1465011,0,1,0,0,10346.74,64,60
34570,1465011,0,1,0,0,10346.74,62,59
34633,1465011,0,1,0,0,10346.74,51,63
34634,1465011,0,1,0,0,10346.74,73,65
34635,1465011,0,1,0,0,10346.74,32,58
34745,1465011,0,1,0,0,10346.74,42,61
34983,1465011,0,1,0,0,10346.74,73,69
35094,1465011,0,1,0,0,10346.74,85,56
35188,1465011,0,1,0,0,10346.74,48,51
38742,1465011,0,1,0,0,10346.74,50,48
40545,1465011,0,1,0,0,10346.74,43,60
40716,1465011,0,1,0,0,10346.74,27,42
40717,1465011,0,1,0,0,10346.74,59,48
40898,1465011,0,1,0,0,10346.74,70,66
40908,1465011,0,1,0,0,10346.74,50,55
40945,1465011,0,1,0,0,10346.74,54,37
41126,1465011,0,1,0,0,10346.74,37,48
41174,1465011,0,1,0,0,10346.74,21,40
41455,1465011,0,1,0,0,10346.74,76,64
41649,1465011,0,1,0,0,10346.74,38,44
41818,1465011,0,1,0,0,10346.74,28,45
41863,1465011,0,1,0,0,10346.74,29,64
42023,1465011,0,1,0,0,10346.74,62,66
42063,1465011,0,1,0,0,10346.74,28,50
42185,1465011,0,1,0,0,10346.74,59,64
42836,1465011,0,1,0,0,10346.74,19,24
43836,1465011,0,1,0,0,10346.74,46,41
43837,1465011,0,1,0,0,10346.74,161,71
43840,1465011,0,1,0,0,10346.74,61,61
43929,1465011,0,1,0,0,10346.74,68,69
44250,1465011,0,1,0,0,10346.74,10,31
48841,1465011,0,1,0,0,10346.74,72,56
48842,1465011,0,1,0,0,10346.74,115,67
48843,1465011,0,1,0,0,10346.74,82,61
48844,1465011,0,1,0,0,10346.74,68,53
48845,1465011,0,1,0,0,10346.74,88,57
48846,1465011,0,1,0,0,10346.74,54,57
48848,1465011,0,1,0,0,10346.74,77,51
52372,1465011,0,1,0,0,10346.74,127,57
54132,1465011,0,1,0,0,10346.74,47,57
54139,1465011,0,1,0,0,10346.74,59,66
54142,1465011,0,1,0,0,10346.74,11,45
56368,1465011,0,1,0,0,10346.74,61,44
59641,1465011,0,1,0,0,10346.74,149,64
60275,1465011,0,1,0,0,10346.74,35,42
60276,1465011,0,1,0,0,10346.74,65,72
60277,1465011,0,1,0,0,10346.74,53,63
60278,1465011,0,1,0,0,10346.74,19,50
60280,1465011,0,1,0,0,10346.74,116,53
60281,1465011,0,1,0,0,10346.74,56,61
60283,1465011,0,1,0,0,10346.74,29,34
60284,1465011,0,1,0,0,10346.74,65,63
60285,1465011,0,1,0,0,10346.74,50,38
60286,1465011,0,1,0,0,10346.74,35,47
60287,1465011,0,1,0,0,10346.74,96,59
60288,1465011,0,1,0,0,10346.74,46,64
60289,1465011,0,1,0,0,10346.74,39,61
60290,1465011,0,1,0,0,10346.74,39,63
60291,1465011,0,1,0,0,10346.74,73,62
60292,1465011,0,1,0,0,10346.74,62,63
60295,1465011,0,1,0,0,10346.74,66,56
60296,1465011,0,1,0,0,10346.74,67,68
60299,1465011,0,1,0,0,10346.74,49,45
60578,1465011,0,1,0,0,10346.74,86,73
60805,1465011,0,1,0,0,10346.74,46,72
60888,1465011,0,1,0,0,10346.74,54,56
61432,1465011,0,1,0,0,10346.74,94,59
63416,1465011,0,1,0,0,10346.74,92,61
74888,1465011,0,1,0,0,10346.74,100,67
74989,1465011,0,1,0,0,10346.74,102,76
75025,1465011,0,1,0,0,10346.74,139,63
80397,1465011,0,1,0,0,10346.74,11,56
81165,1465011,0,1,0,0,10346.74,21,54
81771,1465011,0,1,0,0,10346.74,24,70
81772,1465011,0,1,0,0,10346.74,22,79
83672,1465011,0,1,0,0,10346.74,53,67
83750,1465011,0,1,0,0,10346.74,17,43
87205,1465011,0,1,0,0,10346.74,36,54
88214,1465011,0,1,0,0,10346.74,28,52
92385,1465011,0,1,0,0,10346.74,62,65
103920,1465011,0,1,0,0,10346.74,120,68
103940,1465011,0,1,0,0,10346.74,24,44
105297,1465011,0,1,0,0,10346.74,18,23
105299,1465011,0,1,0,0,10346.74,15,23
105304,1465011,0,1,0,0,10346.74,13,18
105306,1465011,0,1,0,0,10346.74,23,19
105308,1465011,0,1,0,0,10346.74,11,20
105688,1465011,0,1,0,0,10346.74,12,21
109690,1465011,0,1,0,0,10346.74,21,48
110247,1465011,0,1,0,0,10346.74,47,61
110248,1465011,0,1,0,0,10346.74,131,64
110249,1465011,0,1,0,0,10346.74,44,57
110250,1465011,0,1,0,0,10346.74,124,56
110251,1465011,0,1,0,0,10346.74,117,65
110252,1465011,0,1,0,0,10346.74,84,69
110253,1465011,0,1,0,0,10346.74,130,63
110254,1465011,0,1,0,0,10346.74,170,61
110255,1465011,0,1,0,0,10346.74,146,56
122172,1465011,0,1,0,0,10346.74,56,66
122577,1465011,0,1,0,0,10346.74,69,57
122579,1465011,0,1,0,0,10346.74,70,58
123456,1465011,0,1,0,0,10346.74,50,68
130316,1465011,0,1,0,0,10346.74,30,69
130612,1465011,0,1,0,0,10346.74,84,71
133455,1465011,0,1,0,0,10346.74,11,45
133484,1465011,0,1,0,0,10346.74,15,37
133545,1465011,0,1,0,0,10346.74,80,62
133574,1465011,0,1,0,0,10346.74,72,69
133576,1465011,0,1,0,0,10346.74,39,55
133612,1465011,0,1,0,0,10346.74,19,41
133613,1465011,0,1,0,0,10346.74,26,61
133615,1465011,0,1,0,0,10346.74,41,57
133620,1465011,0,1,0,0,10346.74,22,67
133624,1465011,0,1,0,0,10346.74,18,50
133625,1465011,0,1,0,0,10346.74,27,76
133677,1465011,0,1,0,0,10346.74,29,83
133707,1465011,0,1,0,0,10346.74,29,69
133712,1465011,0,1,0,0,10346.74,27,57
133732,1465011,0,1,0,0,10346.74,21,54
134006,1465011,0,1,0,0,10346.74,25,74
134007,1465011,0,1,0,0,10346.74,22,61
196257,1465011,0,1,0,0,10346.74,26,20
196263,1465011,0,1,0,0,10346.74,10,29
262232,1465011,0,1,0,0,10346.74,57,53
262234,1465011,0,1,0,0,10346.74,30,61
262235,1465011,0,1,0,0,10346.74,57,70
262429,1465011,0,1,0,0,10346.74,18,56
263047,1465011,0,1,0,0,10346.74,39,58
263048,1465011,0,1,0,0,10346.74,54,68
263050,1465011,0,1,0,0,10346.74,31,72
263052,1465011,0,1,0,0,10346.74,85,65
263454,1465011,0,1,0,0,10346.74,17,56
267728,1465011,0,1,0,0,10346.74,27,60
274372,1465011,0,1,0,0,10346.74,10,67
26130,1401022,1,0,0,0,5480.87,18,37
31929,1401022,1,0,0,0,5480.87,21,40
74430,1401032,1,0,0,0,5788.11,14,50
80552,1401032,1,0,0,0,5788.11,20,37
80553,1401032,1,0,0,0,5788.11,15,53
55748,1401042,1,0,0,0,6939.43,16,36
85601,1401042,1,0,0,0,6939.43,26,40
85604,1401042,1,0,0,0,6939.43,21,46
9147,1401052,1,0,0,0,6035.34,11,53
9148,1401052,1,0,0,0,6035.34,23,62
25735,1402011,0,1,0,0,5296.35,58,42
29137,1402011,0,1,0,0,5296.35,70,38
29139,1402011,0,1,0,0,5296.35,94,50
57848,1402011,0,1,0,0,5296.35,63,42
63394,1402011,0,1,0,0,5296.35,89,50
6890,1402022,1,0,0,0,5777.3,13,39
81251,1402042,1,0,0,0,5605.35,27,35
87350,1402052,1,0,0,0,5861.26,20,36
3886,1402062,1,0,0,0,6734.98,14,36
86846,1402062,1,0,0,0,6734.98,12,38
74873,1402072,1,0,0,0,5387.26,22,33
74874,1402072,1,0,0,0,5387.26,12,52
23551,1402082,1,0,0,0,6362.09,11,48
26884,1402082,1,0,0,0,6362.09,21,46
83502,1402092,1,0,0,0,5272.72,13,35
83504,1402092,1,0,0,0,5272.72,17,46
89315,1402092,1,0,0,0,5272.72,32,32
263530,1402092,1,0,0,0,5272.72,11,18
5746,1403032,1,0,0,0,6041.06,31,34
27549,1403032,1,0,0,0,6041.06,16,54
70421,1403011,0,1,0,0,5487.32,64,51
86841,1403011,0,1,0,0,5487.32,88,56
87121,1403011,0,1,0,0,5487.32,82,47
48608,1403042,1,0,0,0,5834.31,43,55
49298,1403042,1,0,0,0,5834.31,24,39
49892,1403042,1,0,0,0,5834.31,13,60
49963,1403042,1,0,0,0,5834.31,13,62
50849,1403042,1,0,0,0,5834.31,19,39
42338,1403052,1,0,0,0,5931.12,31,50
50847,1403052,1,0,0,0,5931.12,12,38
15727,1403072,1,0,0,0,5717.11,35,43
23093,1403072,1,0,0,0,5717.11,19,36
9851,1403082,1,0,0,0,6250.42,16,59
10000,1403082,1,0,0,0,6250.42,20,60
4120,1403092,1,0,0,0,5843.26,41,38
4121,1403092,1,0,0,0,5843.26,12,35
64769,1403112,1,0,0,0,5679.61,29,46
106023,1403112,1,0,0,0,5679.61,35,46
88304,1403122,1,0,0,0,5896.24,21,42
88761,1403122,1,0,0,0,5896.24,20,45
89737,1403122,1,0,0,0,5896.24,11,44
91611,1403122,1,0,0,0,5896.24,14,35
30457,1403132,1,0,0,0,4933.8,22,58
31138,1403132,1,0,0,0,4933.8,12,60
55944,1403021,0,1,0,0,6312.12,22,45
58900,1403021,0,1,0,0,6312.12,12,35
60708,1403062,1,0,0,0,5597.88,11,31
104602,1403062,1,0,0,0,5597.88,10,42
104604,1403062,1,0,0,0,5597.88,18,46
13052,1404011,0,1,0,0,4789.09,88,38
13138,1404011,0,1,0,0,4789.09,74,47
58967,1404022,1,0,0,0,5259.27,19,38
60568,1404022,1,0,0,0,5259.27,12,41
60828,1404022,1,0,0,0,5259.27,13,38
81489,1404022,1,0,0,0,5259.27,13,30
87085,1404022,1,0,0,0,5259.27,13,30
87148,1404022,1,0,0,0,5259.27,15,51
85490,1404032,1,0,0,0,4853.26,15,37
15767,1404052,1,0,0,0,5267.85,10,24
21243,1404052,1,0,0,0,5267.85,38,46
121799,1405032,1,0,0,0,5667.43,30,61
121810,1405032,1,0,0,0,5667.43,11,35
122140,1405032,1,0,0,0,5667.43,10,50
42111,1405052,1,0,0,0,8195.79,64,47
42112,1405052,1,0,0,0,8195.79,80,57
52764,1405011,0,1,0,0,6006.19,65,49
58211,1405011,0,1,0,0,6006.19,44,55
63992,1405011,0,1,0,0,6006.19,28,59
93122,1405021,0,1,0,0,9821.06,50,65
7603,1405062,1,0,0,0,7109.45,45,43
7604,1405062,1,0,0,0,7109.45,15,67
91955,1406012,1,0,0,0,6166.02,46,44
103472,1406012,1,0,0,0,6166.02,10,74
57710,1406022,1,0,0,0,5376.66,34,48
64726,1406022,1,0,0,0,5376.66,22,39
114665,1406022,1,0,0,0,5376.66,15,32
66477,1406032,1,0,0,0,5609.23,21,51
66478,1406032,1,0,0,0,5609.23,12,41
71540,1406032,1,0,0,0,5609.23,15,55
103877,1406032,1,0,0,0,5609.23,32,44
56150,1406042,1,0,0,0,5833.11,28,54
16656,1406062,1,0,0,0,5901.24,53,48
84244,1406092,1,0,0,0,6444.43,10,52
84246,1406092,1,0,0,0,6444.43,18,53
79091,1407012,1,0,0,0,5198.36,38,54
44613,1407032,1,0,0,0,5137.84,22,37
104622,1407042,1,0,0,0,5767.28,25,32
9225,1407022,1,0,0,0,5186.41,25,52
68709,1407022,1,0,0,0,5186.41,19,45
86156,1407062,1,0,0,0,5706.76,13,47
109555,1407062,1,0,0,0,5706.76,30,38
104691,1407072,1,0,0,0,4988.58,11,32
105466,1407072,1,0,0,0,4988.58,17,40
61898,1408022,1,0,0,0,7885.17,117,61
85817,1408022,1,0,0,0,7885.17,88,52
262245,1408022,1,0,0,0,7885.17,27,65
86936,1408011,0,1,0,0,5680.65,121,56
89657,1408011,0,1,0,0,5680.65,104,56
89664,1408011,0,1,0,0,5680.65,107,55
89722,1408011,0,1,0,0,5680.65,75,53
90919,1408011,0,1,0,0,5680.65,52,38
91247,1408011,0,1,0,0,5680.65,65,48
55556,1408032,1,0,0,0,8002.22,42,54
55559,1408032,1,0,0,0,8002.22,58,54
55560,1408032,1,0,0,0,8002.22,12,48
55561,1408032,1,0,0,0,8002.22,18,53
84613,1408032,1,0,0,0,8002.22,10,58
262873,1408032,1,0,0,0,8002.22,12,44
8524,1408052,1,0,0,0,7116.16,10,24
52946,1408052,1,0,0,0,7116.16,47,50
262659,1408052,1,0,0,0,7116.16,102,46
111126,1409012,1,0,0,0,5777.35,14,36
90287,1409022,1,0,0,0,6007.14,46,47
92493,1409042,1,0,0,0,6272.16,10,65
103972,1409042,1,0,0,0,6272.16,21,43
86569,1409052,1,0,0,0,5829.76,40,38
86654,1409052,1,0,0,0,5829.76,10,27
73196,1411032,1,0,0,0,5343.81,39,38
30233,1411042,1,0,0,0,5728.81,21,46
30259,1411042,1,0,0,0,5728.81,10,47
56584,1411042,1,0,0,0,5728.81,35,37
90565,1411011,0,1,0,0,6026.85,41,35
90566,1411011,0,1,0,0,6026.85,78,36
50338,1411052,1,0,0,0,6689.88,16,43
3515,1411062,1,0,0,0,5510.14,27,48
3516,1411062,1,0,0,0,5510.14,10,51
7599,1411062,1,0,0,0,5510.14,18,32
16703,1411082,1,0,0,0,6238.36,29,37
111943,1411092,1,0,0,0,5825.16,18,54
12081,1411102,1,0,0,0,5209.5,26,45
9717,1412042,1,0,0,0,5950.79,34,43
119554,1412042,1,0,0,0,5950.79,13,62
9412,1412062,1,0,0,0,6307.1,13,31
10556,1412062,1,0,0,0,6307.1,40,51
71253,1412052,1,0,0,0,5606.62,10,32
91710,1412052,1,0,0,0,5606.62,13,55
111755,1412052,1,0,0,0,5606.62,46,64
85083,1412082,1,0,0,0,5925.25,11,45
85120,1412082,1,0,0,0,5925.25,10,44
103611,1412082,1,0,0,0,5925.25,24,57
59078,1412102,1,0,0,0,6760.23,17,49
59081,1412102,1,0,0,0,6760.23,29,42
15188,1412011,0,1,0,0,5605.87,49,55
15341,1412011,0,1,0,0,5605.87,77,59
15466,1412011,0,1,0,0,5605.87,52,63
15765,1412011,0,1,0,0,5605.87,49,59
39756,1412011,0,1,0,0,5605.87,88,51
39758,1412011,0,1,0,0,5605.87,46,78
133872,1412011,0,1,0,0,5605.87,96,48
110270,1412112,1,0,0,0,5596.69,16,53
110271,1412112,1,0,0,0,5596.69,27,39
110272,1412112,1,0,0,0,5596.69,12,55
111148,1412112,1,0,0,0,5596.69,15,48
111180,1412112,1,0,0,0,5596.69,17,36
111186,1412112,1,0,0,0,5596.69,22,47
83381,1412132,1,0,0,0,6153.99,33,53
83384,1412132,1,0,0,0,6153.99,12,51
92449,1412132,1,0,0,0,6153.99,11,54
109927,1412142,1,0,0,0,6036.42,31,54
109928,1412142,1,0,0,0,6036.42,15,45
110227,1412142,1,0,0,0,6036.42,20,47
87969,1412151,0,1,0,0,7447.82,59,61
90025,1412151,0,1,0,0,7447.82,28,42
90047,1412151,0,1,0,0,7447.82,73,52
133910,1412151,0,1,0,0,7447.82,19,46
60728,1413022,1,0,0,0,7067.17,24,43
84653,1413022,1,0,0,0,7067.17,11,28
8975,1413032,1,0,0,0,5098.0,16,33
8976,1413032,1,0,0,0,5098.0,13,28
15255,1413011,0,1,0,0,5846.17,55,46
18090,1413011,0,1,0,0,5846.17,43,44
18227,1413011,0,1,0,0,5846.17,62,41
18397,1413011,0,1,0,0,5846.17,106,43
73673,1413042,1,0,0,0,6480.67,10,48
111073,1413042,1,0,0,0,6480.67,28,47
29737,1413052,1,0,0,0,6145.16,12,41
58611,1413052,1,0,0,0,6145.16,35,35
58613,1413052,1,0,0,0,6145.16,18,33
3471,1413062,1,0,0,0,5333.12,13,51
3492,1413062,1,0,0,0,5333.12,30,35
122251,1413072,1,0,0,0,5612.13,31,43
80377,1413082,1,0,0,0,5136.08,15,37
86747,1413082,1,0,0,0,5136.08,14,46
92611,1413092,1,0,0,0,6481.11,11,41
93146,1413092,1,0,0,0,6481.11,24,41
92801,1413102,1,0,0,0,6329.29,48,36
58311,1414022,1,0,0,0,7532.36,14,51
74106,1414022,1,0,0,0,7532.36,13,44
77599,1414022,1,0,0,0,7532.36,13,54
77603,1414022,1,0,0,0,7532.36,12,46
89319,1414022,1,0,0,0,7532.36,19,56
110327,1414032,1,0,0,0,5463.3,13,52
110336,1414032,1,0,0,0,5463.3,36,33
11290,1414011,0,1,0,0,6324.22,60,35
11312,1414011,0,1,0,0,6324.22,96,59
14564,1414011,0,1,0,0,6324.22,32,28
24911,1414011,0,1,0,0,6324.22,49,44
133234,1414011,0,1,0,0,6324.22,39,30
60902,1414052,1,0,0,0,6257.61,64,42
60917,1414052,1,0,0,0,6257.61,14,54
60919,1414052,1,0,0,0,6257.61,18,46
27289,1416022,1,0,0,0,5828.8,10,52
27290,1416022,1,0,0,0,5828.8,17,45
88341,1416032,1,0,0,0,6255.03,19,59
6453,1416052,1,0,0,0,5075.7,50,44
6639,1416052,1,0,0,0,5075.7,12,34
7432,1416052,1,0,0,0,5075.7,19,36
7788,1416052,1,0,0,0,5075.7,11,44
87791,1416011,0,1,0,0,5980.21,94,33
87795,1416011,0,1,0,0,5980.21,77,45
115463,1416011,0,1,0,0,5980.21,24,64
115466,1416011,0,1,0,0,5980.21,49,46
16060,1416072,1,0,0,0,5324.2,13,41
18796,1416072,1,0,0,0,5324.2,12,47
20938,1416072,1,0,0,0,5324.2,12,35
39231,1416072,1,0,0,0,5324.2,11,45
39232,1416072,1,0,0,0,5324.2,25,34
49253,1416072,1,0,0,0,5324.2,18,44
70280,1416072,1,0,0,0,5324.2,17,36
77614,1416082,1,0,0,0,6155.2,38,43
107323,1416092,1,0,0,0,5609.13,15,34
68485,1416102,1,0,0,0,5829.17,11,38
111054,1416102,1,0,0,0,5829.17,15,41
90181,1416112,1,0,0,0,6736.49,30,29
107594,1415012,1,0,0,0,5464.11,39,35
107596,1415012,1,0,0,0,5464.11,15,39
85998,1415022,1,0,0,0,9276.33,13,36
86198,1415022,1,0,0,0,9276.33,18,37
87643,1415032,1,0,0,0,5393.83,11,34
87765,1415032,1,0,0,0,5393.83,40,44
38804,1415042,1,0,0,0,5219.93,10,36
50312,1415042,1,0,0,0,5219.93,52,36
23778,1415052,1,0,0,0,5614.07,75,45
30257,1415052,1,0,0,0,5614.07,10,51
72348,1415062,1,0,0,0,5250.1,15,41
72349,1415062,1,0,0,0,5250.1,12,31
91896,1415062,1,0,0,0,5250.1,20,34
91900,1415062,1,0,0,0,5250.1,29,34
69173,1415092,1,0,0,0,5719.12,12,54
81228,1415092,1,0,0,0,5719.12,63,48
89281,1415092,1,0,0,0,5719.12,23,39
81390,1415102,1,0,0,0,5526.05,12,36
90363,1415102,1,0,0,0,5526.05,47,55
107679,1415102,1,0,0,0,5526.05,13,48
5008,1415112,1,0,0,0,5815.17,10,44
5564,1415112,1,0,0,0,5815.17,37,38
79862,1415072,1,0,0,0,7465.82,15,27
79863,1415072,1,0,0,0,7465.82,39,40
80342,1415072,1,0,0,0,7465.82,10,30
