ID,Rural county,Urban county,Revenue per person,Website,Start date,Students,Sport venues,German or French,Logopedist,Psychologist,Pedagogue,Participants in mathematics,Avg. score in mathematics,Prctl in mathematics
242,0,1,0.04192725121568683,1,0.08447488584474885,0.5168539325842697,1,1,1,0,1,0.3682008368200837,42,38.44028246852932
243,0,1,0.04192725121568683,1,0.00684931506849315,0.29213483146067415,0,1,0,1,0,0.0502092050209205,63,94.30457476205096
244,0,1,0.04192725121568683,1,0.00684931506849315,0.16978776529338327,0,1,1,0,1,0.0502092050209205,45,50.690819772797056
245,0,1,0.04192725121568683,1,0.00684931506849315,0.18352059925093633,0,1,0,0,1,0.12552301255230125,42,38.44028246852932
246,1,0,0.07688081482590492,1,0.23972602739726026,0.1641697877652934,0,1,1,1,1,0.07531380753138076,43,42.29352164568622
247,1,0,0.07688081482590492,1,0.2671232876712329,0.12421972534332085,0,1,0,0,0,0.06276150627615062,44,46.49984648449493
248,1,0,0.07688081482590492,1,0.19406392694063926,0.14731585518102372,0,1,1,0,1,0.016736401673640166,48,61.57506908197728
249,1,0,0.07688081482590492,1,0.2534246575342466,0.06741573033707865,1,1,0,0,1,0.058577405857740586,45,50.690819772797056
250,1,0,0.11583263451546658,0,0.02968036529680365,0.1679151061173533,1,1,0,1,1,0.03347280334728033,55,82.63739637703408
251,1,0,0.11583263451546658,1,0.02968036529680365,0.2802746566791511,0,1,0,1,1,0.17154811715481172,56,84.55634019035922
252,1,0,0.08721493679899442,1,0.08447488584474885,0.25593008739076156,1,0,0,0,0,0.10460251046025104,47,57.72182990482039
253,1,0,0.06775776050405637,1,0.04794520547945205,0.16853932584269662,1,1,0,0,0,0.06276150627615062,51,71.40006140620203
254,1,0,0.06775776050405637,0,0.04794520547945205,0.07365792759051186,0,1,0,0,0,0.0,46,54.160270187288916
255,1,0,0.020622198333224945,1,0.04794520547945205,0.18352059925093633,0,1,0,0,0,0.11715481171548117,55,82.63739637703408
256,1,0,0.0551858669251186,1,0.04794520547945205,0.1616729088639201,1,1,0,0,1,0.06276150627615062,53,77.6788455634019
257,1,0,0.058939687728723995,0,0.04794520547945205,0.11860174781523096,0,1,0,1,1,0.04602510460251046,55,82.63739637703408
258,1,0,0.058939687728723995,0,0.04794520547945205,0.08052434456928839,0,1,1,1,1,0.0,73,99.32453177770955
259,1,0,0.058939687728723995,0,0.04794520547945205,0.03870162297128589,0,1,0,1,1,0.016736401673640166,53,77.6788455634019
260,1,0,0.058939687728723995,0,0.04794520547945205,0.04556803995006242,0,1,1,1,1,0.0041841004184100415,56,84.55634019035922
261,1,0,0.08726520911901238,1,0.13926940639269406,0.22659176029962547,1,1,0,0,1,0.12552301255230125,39,27.387166103776483
262,1,0,0.08726520911901238,1,0.045662100456621,0.046192259675405745,1,1,1,0,1,0.0,48,61.57506908197728
263,1,0,0.048957327326328626,0,0.2420091324200913,0.09987515605493133,1,1,1,1,1,0.029288702928870293,46,54.160270187288916
264,1,0,0.04156104098539416,1,0.0547945205479452,0.09113607990012484,0,1,0,0,1,0.029288702928870293,48,61.57506908197728
265,1,0,0.04156104098539416,1,0.0547945205479452,0.12734082397003746,0,1,0,0,1,0.05439330543933055,52,74.68529321461467
266,1,0,0.04156104098539416,0,0.0547945205479452,0.08426966292134831,0,1,0,0,0,0.04184100418410042,45,50.690819772797056
267,1,0,0.06960363417494402,1,0.04794520547945205,0.17290886392009988,1,1,1,1,1,0.1087866108786611,54,80.2118513969911
268,1,0,0.04739041759946282,1,0.1004566210045662,0.10674157303370786,0,1,0,1,0,0.029288702928870293,40,30.91802272029475
269,1,0,0.04739041759946282,1,0.07990867579908675,0.08426966292134831,0,1,0,1,0,0.04184100418410042,48,61.57506908197728
270,1,0,0.04739041759946282,1,0.07990867579908675,0.08614232209737828,0,1,0,0,0,0.058577405857740586,54,80.2118513969911
271,1,0,0.04739041759946282,0,0.02511415525114155,0.09363295880149813,1,1,1,1,1,0.008368200836820083,40,30.91802272029475
272,1,0,0.041114040077185256,0,0.1278538812785388,0.0898876404494382,0,1,0,0,1,0.016736401673640166,45,50.690819772797056
273,1,0,0.03949268944480967,0,0.13926940639269406,0.06117353308364544,1,1,0,0,0,0.008368200836820083,60,91.06539760515811
274,1,0,0.03949268944480967,0,0.15753424657534246,0.1348314606741573,0,1,0,0,1,0.02510460251046025,47,57.72182990482039
275,1,0,0.06341888303541202,0,0.04794520547945205,0.0780274656679151,0,1,0,1,0,0.0041841004184100415,55,82.63739637703408
276,1,0,0.06341888303541202,1,0.04794520547945205,0.14169787765293385,0,1,1,1,1,0.05439330543933055,44,46.49984648449493
277,1,0,0.07484993655129704,1,0.05251141552511415,0.11797752808988764,0,1,0,0,1,0.04602510460251046,48,61.57506908197728
278,1,0,0.07484993655129704,1,0.1689497716894977,0.05118601747815231,0,1,0,0,1,0.02092050209205021,48,61.57506908197728
