RSPO,TERYT,Rural county,Urban county,Rural territory,City,Revenue per person,Website,Start date,Students,Sport venues,German or French,Logopedist,Psychologist,Pedagogue,Participants in Polish,Avg. score in Polish
34983,1465011,0,1,0,0,10346.74,1,1963-09-02,621,1,1,0,0,0,73,72
35094,1465011,0,1,0,0,10346.74,1,1957-09-01,552,1,0,1,1,1,85,69
35188,1465011,0,1,0,0,10346.74,1,1958-09-01,415,1,0,1,1,1,48,70
38742,1465011,0,1,0,0,10346.74,1,1961-09-01,497,1,0,0,0,1,51,59
40545,1465011,0,1,0,0,10346.74,1,2012-09-01,692,1,1,1,0,1,43,63
40716,1465011,0,1,0,0,10346.74,1,1946-09-01,458,1,0,1,1,1,27,59
40717,1465011,0,1,0,0,10346.74,1,1962-09-01,755,1,0,1,0,1,59,51
40898,1465011,0,1,0,0,10346.74,1,1962-12-17,596,1,0,1,0,1,70,72
40908,1465011,0,1,0,0,10346.74,1,1945-09-01,554,1,1,1,0,1,50,60
40945,1465011,0,1,0,0,10346.74,1,1959-09-01,389,1,1,0,1,1,54,54
41126,1465011,0,1,0,0,10346.74,1,1961-09-01,522,1,1,1,1,1,37,64
41174,1465011,0,1,0,0,10346.74,1,1952-09-01,406,1,0,0,0,1,21,46
41455,1465011,0,1,0,0,10346.74,1,1965-09-01,597,1,0,1,1,1,76,68
41649,1465011,0,1,0,0,10346.74,1,1962-09-01,452,1,0,1,1,0,38,50
41818,1465011,0,1,0,0,10346.74,1,1963-09-01,414,0,0,1,0,0,28,66
41863,1465011,0,1,0,0,10346.74,1,1906-09-01,503,1,0,1,1,1,29,72
42023,1465011,0,1,0,0,10346.74,1,1961-01-16,724,1,1,0,1,1,62,78
42063,1465011,0,1,0,0,10346.74,1,1983-09-01,313,1,0,1,1,1,28,60
42185,1465011,0,1,0,0,10346.74,1,1960-09-05,560,1,1,1,1,1,59,66
42836,1465011,0,1,0,0,10346.74,1,1949-09-01,295,1,0,1,1,1,19,34
43836,1465011,0,1,0,0,10346.74,1,1957-09-01,466,1,1,0,0,1,46,61
43837,1465011,0,1,0,0,10346.74,1,1958-09-01,616,1,1,0,1,0,161,72
43840,1465011,0,1,0,0,10346.74,1,1960-09-01,641,1,1,0,0,1,61,72
43929,1465011,0,1,0,0,10346.74,1,2012-09-01,738,1,1,1,1,1,68,74
44250,1465011,0,1,0,0,10346.74,1,1932-09-01,413,1,1,1,0,1,10,43
48841,1465011,0,1,0,0,10346.74,1,1939-09-01,685,1,0,1,1,1,73,63
48842,1465011,0,1,0,0,10346.74,1,1962-09-01,751,1,0,1,1,1,115,68
48843,1465011,0,1,0,0,10346.74,1,1972-09-01,855,1,1,1,1,1,82,66
48844,1465011,0,1,0,0,10346.74,1,1969-09-01,593,1,1,1,1,1,68,65
48845,1465011,0,1,0,0,10346.74,1,1970-09-01,720,1,1,1,1,1,88,72
48846,1465011,0,1,0,0,10346.74,1,1974-09-01,731,1,1,1,1,1,53,62
48848,1465011,0,1,0,0,10346.74,1,1920-09-01,599,1,1,1,1,1,77,70
52372,1465011,0,1,0,0,10346.74,1,1914-01-01,915,1,1,1,1,1,127,67
54132,1465011,0,1,0,0,10346.74,1,1938-09-01,473,1,1,1,1,1,47,71
54139,1465011,0,1,0,0,10346.74,1,1960-12-21,605,1,0,1,1,1,59,68
54142,1465011,0,1,0,0,10346.74,1,1993-09-01,200,1,1,1,1,1,11,57
56368,1465011,0,1,0,0,10346.74,1,1956-09-01,500,0,1,1,1,1,61,61
59641,1465011,0,1,0,0,10346.74,1,2011-09-01,1305,1,0,1,1,1,149,68
60275,1465011,0,1,0,0,10346.74,1,1972-09-01,593,1,1,1,1,1,35,62
60276,1465011,0,1,0,0,10346.74,1,1933-09-01,442,1,0,1,1,1,65,82
60277,1465011,0,1,0,0,10346.74,1,1973-09-01,687,1,1,1,1,1,53,71
60278,1465011,0,1,0,0,10346.74,1,1961-09-01,344,1,1,1,1,0,19,62
60280,1465011,0,1,0,0,10346.74,1,1956-09-03,541,1,1,0,1,1,115,65
60281,1465011,0,1,0,0,10346.74,0,1973-09-01,623,1,1,1,1,1,56,77
60283,1465011,0,1,0,0,10346.74,1,1958-09-01,284,1,1,0,1,1,29,53
60284,1465011,0,1,0,0,10346.74,1,1965-09-01,691,1,1,1,1,1,65,73
60285,1465011,0,1,0,0,10346.74,1,1966-09-01,339,1,1,0,1,1,50,64
60286,1465011,0,1,0,0,10346.74,1,1967-09-01,686,0,1,0,1,1,35,61
60287,1465011,0,1,0,0,10346.74,1,1981-09-01,859,1,0,0,0,1,96,66
60288,1465011,0,1,0,0,10346.74,1,1918-10-30,533,1,0,0,0,1,46,65
60289,1465011,0,1,0,0,10346.74,1,1951-09-01,550,1,1,1,1,1,39,70
60290,1465011,0,1,0,0,10346.74,1,1957-09-01,573,1,0,1,1,1,39,71
60291,1465011,0,1,0,0,10346.74,1,1919-08-30,662,1,0,0,1,0,73,74
60292,1465011,0,1,0,0,10346.74,1,1955-09-01,590,1,1,1,1,1,62,71
60295,1465011,0,1,0,0,10346.74,1,1964-09-01,700,1,1,1,1,1,66,62
60296,1465011,0,1,0,0,10346.74,1,1956-09-01,605,1,1,1,1,1,67,69
60299,1465011,0,1,0,0,10346.74,1,1934-09-01,489,1,0,1,1,1,50,67
60578,1465011,0,1,0,0,10346.74,1,1945-09-01,828,1,1,1,1,1,86,75
60805,1465011,0,1,0,0,10346.74,1,2004-03-05,589,1,1,1,1,1,46,77
60888,1465011,0,1,0,0,10346.74,1,1978-08-01,435,1,0,0,1,0,54,71
61432,1465011,0,1,0,0,10346.74,1,2006-09-01,948,1,1,1,0,1,94,66
63416,1465011,0,1,0,0,10346.74,1,1978-09-01,818,0,0,1,1,1,92,72
74888,1465011,0,1,0,0,10346.74,1,1962-09-01,910,1,1,0,0,1,100,67
74989,1465011,0,1,0,0,10346.74,1,1934-09-01,1098,1,1,1,1,1,102,73
75025,1465011,0,1,0,0,10346.74,1,1954-09-01,858,1,1,1,1,1,139,66
80397,1465011,0,1,0,0,10346.74,1,1936-09-01,183,0,1,0,0,1,11,56
81165,1465011,0,1,0,0,10346.74,1,1991-09-01,411,1,0,1,1,1,21,73
81771,1465011,0,1,0,0,10346.74,1,2004-03-05,240,0,1,1,1,0,24,68
81772,1465011,0,1,0,0,10346.74,1,2005-06-06,245,1,1,1,1,1,22,82
83672,1465011,0,1,0,0,10346.74,1,1929-09-01,552,1,1,1,1,1,53,74
83750,1465011,0,1,0,0,10346.74,1,1967-08-16,292,1,1,0,0,1,17,62
87205,1465011,0,1,0,0,10346.74,1,1937-09-01,528,1,1,1,1,0,36,63
88214,1465011,0,1,0,0,10346.74,1,2002-09-01,360,1,1,1,1,0,28,60
92385,1465011,0,1,0,0,10346.74,1,1966-09-01,363,0,0,1,1,1,62,77
103920,1465011,0,1,0,0,10346.74,1,2004-09-01,1007,1,1,0,0,1,120,73
103940,1465011,0,1,0,0,10346.74,1,2002-09-01,213,0,1,1,1,1,24,64
109690,1465011,0,1,0,0,10346.74,1,2012-09-01,303,0,1,1,1,1,21,59
110247,1465011,0,1,0,0,10346.74,1,1962-09-03,455,1,1,1,1,1,47,59
110248,1465011,0,1,0,0,10346.74,1,1996-09-02,911,1,1,1,1,1,132,65
110249,1465011,0,1,0,0,10346.74,1,1959-09-01,827,1,0,1,1,1,44,66
110250,1465011,0,1,0,0,10346.74,1,1957-09-02,840,1,1,1,1,1,124,64
110251,1465011,0,1,0,0,10346.74,1,1961-09-01,805,1,1,0,1,1,117,76
110252,1465011,0,1,0,0,10346.74,1,1966-09-01,665,1,1,0,1,1,84,67
110253,1465011,0,1,0,0,10346.74,1,1984-02-13,1055,1,0,1,1,1,130,73
110254,1465011,0,1,0,0,10346.74,1,1992-09-01,901,1,1,1,1,1,170,68
110255,1465011,0,1,0,0,10346.74,1,1994-09-01,1206,1,1,1,1,1,146,69
122172,1465011,0,1,0,0,10346.74,1,1945-02-01,852,1,0,1,1,1,56,70
122577,1465011,0,1,0,0,10346.74,1,2014-09-01,1300,1,1,1,1,1,69,73
122579,1465011,0,1,0,0,10346.74,1,2014-09-01,1178,1,1,1,1,1,70,70
123456,1465011,0,1,0,0,10346.74,1,2014-09-01,1271,1,1,1,1,1,50,67
130316,1465011,0,1,0,0,10346.74,1,2016-09-01,588,0,1,1,1,1,30,74
130612,1465011,0,1,0,0,10346.74,0,2016-09-01,1271,1,1,1,1,1,84,75
133455,1465011,0,1,0,0,10346.74,1,2017-09-01,246,0,0,1,1,1,11,61
133484,1465011,0,1,0,0,10346.74,1,2017-09-01,284,1,0,0,0,1,15,60
133545,1465011,0,1,0,0,10346.74,1,2017-09-01,626,1,1,1,1,1,80,70
133574,1465011,0,1,0,0,10346.74,1,2017-09-01,1302,1,1,1,1,1,72,72
133576,1465011,0,1,0,0,10346.74,1,2017-09-01,612,1,1,1,0,1,40,61
133612,1465011,0,1,0,0,10346.74,1,2017-09-01,567,1,1,1,1,1,19,51
133613,1465011,0,1,0,0,10346.74,1,2017-09-01,611,1,1,1,1,1,26,68
133615,1465011,0,1,0,0,10346.74,1,2017-09-01,824,1,1,0,0,1,41,73
133620,1465011,0,1,0,0,10346.74,1,2017-09-01,530,1,0,1,1,1,22,69
133624,1465011,0,1,0,0,10346.74,1,2017-09-01,346,1,1,1,0,0,18,58
133625,1465011,0,1,0,0,10346.74,1,2017-09-01,238,0,1,1,0,1,27,72
133677,1465011,0,1,0,0,10346.74,1,2017-09-01,524,1,0,1,1,1,29,82
133707,1465011,0,1,0,0,10346.74,1,2017-09-01,324,1,1,1,1,1,30,74
133712,1465011,0,1,0,0,10346.74,1,2017-09-01,317,1,1,0,1,1,27,68
133732,1465011,0,1,0,0,10346.74,1,2017-09-01,311,1,0,0,0,1,21,65
134006,1465011,0,1,0,0,10346.74,1,2017-09-01,792,1,0,1,1,1,25,85
134007,1465011,0,1,0,0,10346.74,1,2017-09-01,551,1,1,0,1,1,22,73
262232,1465011,0,1,0,0,10346.74,1,2017-09-01,404,1,1,0,0,1,57,68
262234,1465011,0,1,0,0,10346.74,1,2017-09-01,723,1,1,1,1,1,30,74
262235,1465011,0,1,0,0,10346.74,1,2017-09-01,580,1,1,0,1,1,57,78
262429,1465011,0,1,0,0,10346.74,1,2017-09-01,451,1,1,1,1,1,18,77
263047,1465011,0,1,0,0,10346.74,1,2017-09-01,483,1,1,1,1,1,39,73
263048,1465011,0,1,0,0,10346.74,1,2017-09-01,1106,0,1,1,1,1,54,76
263050,1465011,0,1,0,0,10346.74,1,2017-09-01,380,1,0,1,1,1,31,76
263052,1465011,0,1,0,0,10346.74,1,2017-09-01,1571,1,1,1,1,1,85,69
263454,1465011,0,1,0,0,10346.74,1,1973-09-01,140,0,1,0,0,0,17,57
267728,1465011,0,1,0,0,10346.74,1,2018-09-01,1092,1,1,1,0,1,27,71
274372,1465011,0,1,0,0,10346.74,1,2020-09-01,1093,1,1,1,0,1,10,73
26130,1401022,1,0,0,0,5480.87,1,1976-04-01,160,0,0,1,1,1,18,58
31929,1401022,1,0,0,0,5480.87,0,1985-01-01,177,0,0,1,0,1,21,62
74430,1401032,1,0,0,0,5788.11,1,1983-09-01,117,1,1,0,0,1,14,61
80552,1401032,1,0,0,0,5788.11,1,1962-09-01,272,1,1,1,1,1,20,57
80553,1401032,1,0,0,0,5788.11,1,1983-09-01,98,0,1,0,0,1,15,61
55748,1401042,1,0,0,0,6939.43,0,1962-09-01,178,0,1,1,0,0,16,58
85601,1401042,1,0,0,0,6939.43,1,1959-09-01,277,1,1,1,0,0,26,60
85604,1401042,1,0,0,0,6939.43,1,1968-09-02,269,0,1,1,0,0,21,71
9147,1401052,1,0,0,0,6035.34,1,1985-01-01,95,1,1,0,0,0,11,57
9148,1401052,1,0,0,0,6035.34,0,1976-05-20,301,1,1,0,0,1,23,66
25735,1402011,0,1,0,0,5296.35,1,1985-05-30,451,0,1,0,0,1,58,58
29137,1402011,0,1,0,0,5296.35,1,1975-09-01,728,1,1,0,0,1,70,59
29139,1402011,0,1,0,0,5296.35,1,1977-03-15,752,0,1,1,0,1,94,63
57848,1402011,0,1,0,0,5296.35,1,1991-09-01,628,1,1,1,1,1,63,55
63394,1402011,0,1,0,0,5296.35,1,1989-02-13,927,1,1,0,0,1,89,65
6890,1402022,1,0,0,0,5777.3,1,1985-05-14,245,0,1,0,0,1,13,50
81251,1402042,1,0,0,0,5605.35,0,1984-10-05,321,0,1,1,0,0,27,62
87350,1402052,1,0,0,0,5861.26,0,1999-05-29,255,0,0,0,1,0,20,57
3886,1402062,1,0,0,0,6734.98,1,1999-08-31,140,1,0,0,0,0,14,67
86846,1402062,1,0,0,0,6734.98,1,1994-09-01,179,0,1,0,0,0,13,55
74873,1402072,1,0,0,0,5387.26,1,1991-09-01,373,1,1,0,0,1,22,56
74874,1402072,1,0,0,0,5387.26,1,1915-09-01,107,1,1,0,0,0,12,61
23551,1402082,1,0,0,0,6362.09,0,1959-01-22,113,1,1,0,0,0,11,53
26884,1402082,1,0,0,0,6362.09,0,1966-09-01,321,0,1,0,0,0,21,66
83502,1402092,1,0,0,0,5272.72,1,1991-09-02,100,1,0,0,0,1,13,56
83504,1402092,1,0,0,0,5272.72,1,1945-02-22,209,1,0,0,0,1,17,56
89315,1402092,1,0,0,0,5272.72,1,1987-09-01,303,1,0,0,0,0,32,45
5746,1403032,1,0,0,0,6041.06,1,1988-09-01,261,0,1,1,0,1,31,48
27549,1403032,1,0,0,0,6041.06,1,1998-09-01,139,0,1,0,0,0,16,69
70421,1403011,0,1,0,0,5487.32,1,1977-02-11,567,1,1,1,1,0,64,66
86841,1403011,0,1,0,0,5487.32,1,1958-09-01,894,1,1,1,1,1,88,66
87121,1403011,0,1,0,0,5487.32,0,1978-09-01,782,1,1,0,1,1,82,63
48608,1403042,1,0,0,0,5834.31,1,1977-02-10,380,1,0,0,1,1,43,62
49298,1403042,1,0,0,0,5834.31,1,1985-01-01,294,0,0,1,1,0,24,55
49892,1403042,1,0,0,0,5834.31,1,1985-01-01,141,1,0,0,1,1,13,65
49963,1403042,1,0,0,0,5834.31,0,1985-01-01,130,0,0,0,1,0,13,57
50849,1403042,1,0,0,0,5834.31,0,1985-01-01,170,0,0,1,1,1,19,56
42338,1403052,1,0,0,0,5931.12,1,1977-02-10,463,1,1,0,0,1,31,61
50847,1403052,1,0,0,0,5931.12,0,1985-01-01,153,0,0,1,0,1,12,64
15727,1403072,1,0,0,0,5717.11,1,1963-09-01,429,0,1,0,1,1,35,68
23093,1403072,1,0,0,0,5717.11,0,1983-09-01,204,1,0,1,1,1,19,59
9851,1403082,1,0,0,0,6250.42,1,1920-09-01,137,1,0,1,0,0,16,71
10000,1403082,1,0,0,0,6250.42,1,1912-09-01,255,1,0,0,0,1,20,73
4120,1403092,1,0,0,0,5843.26,0,1977-02-09,324,0,0,1,0,1,41,62
4121,1403092,1,0,0,0,5843.26,0,1984-12-31,68,1,0,0,0,1,12,58
64769,1403112,1,0,0,0,5679.61,1,1900-09-01,479,1,1,1,1,1,29,55
106023,1403112,1,0,0,0,5679.61,1,1830-08-20,302,0,1,1,0,1,35,62
88304,1403122,1,0,0,0,5896.24,1,1999-09-01,263,1,0,1,0,0,21,56
88761,1403122,1,0,0,0,5896.24,1,1999-09-01,193,1,1,0,0,0,20,55
89737,1403122,1,0,0,0,5896.24,0,1999-09-01,98,1,0,1,0,0,11,52
91611,1403122,1,0,0,0,5896.24,1,1999-09-01,161,1,1,0,0,0,14,53
30457,1403132,1,0,0,0,4933.8,0,1975-12-15,217,1,0,0,0,1,22,66
31138,1403132,1,0,0,0,4933.8,1,1985-01-01,153,0,0,1,0,1,12,62
55944,1403021,0,1,0,0,6312.12,0,1999-09-01,289,0,1,0,1,1,22,56
58900,1403021,0,1,0,0,6312.12,1,1999-09-01,151,0,1,1,1,1,12,51
60708,1403062,1,0,0,0,5597.88,0,1965-09-01,160,0,0,1,0,1,11,60
104602,1403062,1,0,0,0,5597.88,0,1951-09-01,101,0,0,1,0,1,10,57
104604,1403062,1,0,0,0,5597.88,1,1965-09-01,135,0,0,1,1,1,18,67
13052,1404011,0,1,0,0,4789.09,1,1936-09-01,575,0,1,1,0,1,88,58
13138,1404011,0,1,0,0,4789.09,0,1965-10-17,726,1,1,1,0,1,74,58
58967,1404022,1,0,0,0,5259.27,1,1999-09-01,118,1,1,0,0,0,19,50
60568,1404022,1,0,0,0,5259.27,1,1999-09-01,66,1,1,0,0,0,12,55
60828,1404022,1,0,0,0,5259.27,0,1999-09-01,263,1,1,1,0,0,13,56
81489,1404022,1,0,0,0,5259.27,1,1999-09-01,117,0,0,1,0,1,13,44
87085,1404022,1,0,0,0,5259.27,0,1999-09-01,119,0,0,0,0,0,13,45
87148,1404022,1,0,0,0,5259.27,1,1999-09-01,133,1,1,0,0,0,15,66
85490,1404032,1,0,0,0,4853.26,1,1999-09-01,214,1,1,1,0,0,15,63
15767,1404052,1,0,0,0,5267.85,1,1999-09-01,91,1,1,1,0,1,10,40
21243,1404052,1,0,0,0,5267.85,0,1999-09-01,268,0,1,0,0,1,38,51
121799,1405032,1,0,0,0,5667.43,1,1963-09-01,242,1,0,1,1,1,30,75
121810,1405032,1,0,0,0,5667.43,1,1922-09-01,154,1,0,0,1,1,11,45
122140,1405032,1,0,0,0,5667.43,0,1961-01-01,122,1,0,1,1,1,10,60
42111,1405052,1,0,0,0,8195.79,0,1975-12-15,697,0,1,1,1,1,64,64
42112,1405052,1,0,0,0,8195.79,0,1985-09-04,741,0,1,1,1,1,80,65
52764,1405011,0,1,0,0,6006.19,1,1995-12-22,493,1,1,1,0,1,65,63
58211,1405011,0,1,0,0,6006.19,1,2002-09-01,419,1,1,1,0,1,44,65
63992,1405011,0,1,0,0,6006.19,1,1995-12-05,356,1,0,0,0,1,28,58
93122,1405021,0,1,0,0,9821.06,1,1954-09-01,420,1,0,1,1,1,50,71
7603,1405062,1,0,0,0,7109.45,0,1928-09-01,542,1,1,0,1,1,45,67
7604,1405062,1,0,0,0,7109.45,0,1905-09-01,280,1,1,0,0,1,15,71
91955,1406012,1,0,0,0,6166.02,1,2000-09-01,472,1,0,1,1,1,46,60
103472,1406012,1,0,0,0,6166.02,1,1999-09-01,97,0,0,0,0,0,10,63
57710,1406022,1,0,0,0,5376.66,1,1999-09-01,276,1,0,1,1,1,34,65
64726,1406022,1,0,0,0,5376.66,1,1999-09-01,191,1,0,1,1,0,22,64
114665,1406022,1,0,0,0,5376.66,1,2010-09-01,152,0,1,1,1,1,15,50
66477,1406032,1,0,0,0,5609.23,0,1999-09-01,237,0,1,1,1,1,21,58
66478,1406032,1,0,0,0,5609.23,1,1999-09-01,88,1,0,1,0,1,12,58
71540,1406032,1,0,0,0,5609.23,0,1999-09-01,170,1,1,0,0,0,15,65
103877,1406032,1,0,0,0,5609.23,0,1999-09-01,327,0,1,1,1,1,32,55
56150,1406042,1,0,0,0,5833.11,1,1976-04-01,327,1,1,1,0,1,28,66
16656,1406062,1,0,0,0,5901.24,0,1900-01-01,474,1,1,1,1,1,53,59
84244,1406092,1,0,0,0,6444.43,0,1945-09-03,147,1,0,0,1,0,10,72
84246,1406092,1,0,0,0,6444.43,1,1934-09-03,232,1,0,0,1,0,18,66
79091,1407012,1,0,0,0,5198.36,1,1961-09-18,303,1,1,1,1,1,38,59
44613,1407032,1,0,0,0,5137.84,1,1999-09-01,224,0,1,0,0,1,22,55
104622,1407042,1,0,0,0,5767.28,0,1939-09-01,304,0,1,1,0,1,25,54
9225,1407022,1,0,0,0,5186.41,1,1900-09-01,319,1,0,0,0,1,25,64
68709,1407022,1,0,0,0,5186.41,1,1900-09-01,217,1,1,1,0,1,19,58
86156,1407062,1,0,0,0,5706.76,1,2001-09-01,174,0,1,1,0,0,13,62
109555,1407062,1,0,0,0,5706.76,1,1999-09-01,379,0,1,1,0,1,30,51
104691,1407072,1,0,0,0,4988.58,1,2003-09-01,67,0,1,0,0,0,11,61
105466,1407072,1,0,0,0,4988.58,1,2003-09-01,127,0,1,0,0,1,17,57
61898,1408022,1,0,0,0,7885.17,1,1933-09-01,884,1,1,1,1,1,117,72
85817,1408022,1,0,0,0,7885.17,1,1955-01-29,1029,1,1,1,1,1,87,63
262245,1408022,1,0,0,0,7885.17,1,2017-09-01,397,1,1,0,1,1,27,64
86936,1408011,0,1,0,0,5680.65,1,1986-09-01,1062,0,1,1,1,1,121,63
89657,1408011,0,1,0,0,5680.65,1,1986-11-01,933,0,1,1,1,1,105,67
89664,1408011,0,1,0,0,5680.65,1,1932-09-01,892,1,0,1,1,1,107,70
89722,1408011,0,1,0,0,5680.65,1,1935-09-01,1059,0,1,1,1,1,75,66
90919,1408011,0,1,0,0,5680.65,1,2009-09-01,594,1,1,1,1,1,52,60
91247,1408011,0,1,0,0,5680.65,1,1955-09-01,571,0,1,1,1,1,65,68
55556,1408032,1,0,0,0,8002.22,1,1934-09-01,415,1,0,0,1,1,42,65
55559,1408032,1,0,0,0,8002.22,1,1932-09-01,599,0,1,0,0,1,58,70
55560,1408032,1,0,0,0,8002.22,1,1957-09-01,196,1,1,0,0,0,12,63
55561,1408032,1,0,0,0,8002.22,1,1946-09-01,264,0,1,1,1,0,18,71
84613,1408032,1,0,0,0,8002.22,1,1967-09-01,126,0,1,1,1,1,10,68
262873,1408032,1,0,0,0,8002.22,0,2017-09-01,392,1,1,0,1,1,12,77
8524,1408052,1,0,0,0,7116.16,1,1985-01-01,192,0,1,0,1,1,10,45
52946,1408052,1,0,0,0,7116.16,0,1994-02-01,537,0,1,1,0,1,47,64
262659,1408052,1,0,0,0,7116.16,1,2017-09-01,412,0,1,0,1,1,102,62
111126,1409012,1,0,0,0,5777.35,1,1999-09-01,183,1,1,0,1,0,14,42
90287,1409022,1,0,0,0,6007.14,0,1935-09-01,323,0,1,1,0,0,46,65
92493,1409042,1,0,0,0,6272.16,0,1959-09-01,140,1,1,0,1,0,10,73
103972,1409042,1,0,0,0,6272.16,1,1959-09-01,178,0,1,0,1,0,21,48
86569,1409052,1,0,0,0,5829.76,1,1816-09-01,365,0,1,0,1,0,41,49
86654,1409052,1,0,0,0,5829.76,1,1918-09-01,150,0,1,0,0,1,10,45
73196,1411032,1,0,0,0,5343.81,1,1999-09-01,333,0,1,1,0,1,39,63
30233,1411042,1,0,0,0,5728.81,1,1945-09-01,177,1,0,1,0,0,21,57
30259,1411042,1,0,0,0,5728.81,1,1917-09-01,83,1,0,0,0,0,10,69
56584,1411042,1,0,0,0,5728.81,1,1938-09-01,259,1,0,1,0,1,35,54
90565,1411011,0,1,0,0,6026.85,0,1920-09-01,385,1,1,0,0,0,41,57
90566,1411011,0,1,0,0,6026.85,0,1966-09-01,689,1,1,0,0,1,78,55
50338,1411052,1,0,0,0,6689.88,0,2008-09-01,159,0,1,1,1,1,16,58
3515,1411062,1,0,0,0,5510.14,1,1947-09-13,251,1,0,1,0,1,27,57
3516,1411062,1,0,0,0,5510.14,1,1919-08-30,104,1,0,1,0,1,10,55
7599,1411062,1,0,0,0,5510.14,0,1999-09-01,142,1,0,0,0,1,18,67
16703,1411082,1,0,0,0,6238.36,1,1999-09-01,193,0,0,1,0,1,29,51
111943,1411092,1,0,0,0,5825.16,0,1975-12-15,179,0,0,0,0,1,18,61
12081,1411102,1,0,0,0,5209.5,1,1999-09-01,202,1,0,0,0,0,26,52
9717,1412042,1,0,0,0,5950.79,1,1917-09-01,360,0,1,1,1,1,34,53
119554,1412042,1,0,0,0,5950.79,1,2013-09-01,109,1,1,0,1,0,13,62
9412,1412062,1,0,0,0,6307.1,1,1999-09-01,66,0,0,1,0,0,13,48
10556,1412062,1,0,0,0,6307.1,1,1999-09-01,490,0,0,1,1,1,40,64
71253,1412052,1,0,0,0,5606.62,1,1917-09-01,163,1,1,0,0,0,10,61
91710,1412052,1,0,0,0,5606.62,1,1947-09-03,301,0,1,0,0,0,13,64
111755,1412052,1,0,0,0,5606.62,0,1962-09-01,666,0,1,1,1,1,46,62
85083,1412082,1,0,0,0,5925.25,1,1944-09-01,109,1,0,1,1,0,11,55
85120,1412082,1,0,0,0,5925.25,1,1918-09-01,37,1,0,1,1,0,10,67
103611,1412082,1,0,0,0,5925.25,1,1985-09-01,435,1,0,1,1,1,24,64
59078,1412102,1,0,0,0,6760.23,1,1977-02-10,251,0,0,1,1,1,17,57
59081,1412102,1,0,0,0,6760.23,1,1959-09-01,258,1,0,1,1,1,29,66
15188,1412011,0,1,0,0,5605.87,1,1922-09-01,718,0,1,1,1,1,49,67
15341,1412011,0,1,0,0,5605.87,1,2012-09-01,790,1,0,1,1,1,77,63
15466,1412011,0,1,0,0,5605.87,1,1974-09-01,697,1,1,1,1,1,52,65
15765,1412011,0,1,0,0,5605.87,1,1990-09-01,623,1,1,1,1,0,49,67
39756,1412011,0,1,0,0,5605.87,1,1977-09-01,839,1,1,1,1,1,88,65
39758,1412011,0,1,0,0,5605.87,1,2009-09-01,442,1,1,1,1,1,46,75
133872,1412011,0,1,0,0,5605.87,0,2017-09-01,682,0,1,1,0,1,96,64
110270,1412112,1,0,0,0,5596.69,1,1961-10-22,228,1,1,0,1,0,16,64
110271,1412112,1,0,0,0,5596.69,1,1961-10-01,335,1,0,1,0,1,27,61
110272,1412112,1,0,0,0,5596.69,1,2011-10-01,243,1,0,1,0,1,12,61
111148,1412112,1,0,0,0,5596.69,1,1922-10-20,303,1,0,1,1,1,15,62
111180,1412112,1,0,0,0,5596.69,1,1938-10-01,302,1,0,1,0,1,17,59
111186,1412112,1,0,0,0,5596.69,1,1938-09-01,307,1,0,0,0,1,22,65
83381,1412132,1,0,0,0,6153.99,1,1937-01-27,554,0,1,1,1,1,33,60
83384,1412132,1,0,0,0,6153.99,1,1964-09-01,146,1,1,1,1,1,12,62
92449,1412132,1,0,0,0,6153.99,1,1917-10-01,127,1,0,1,1,1,11,57
109927,1412142,1,0,0,0,6036.42,0,1996-01-01,502,0,0,1,0,1,31,64
109928,1412142,1,0,0,0,6036.42,0,1996-01-01,114,0,0,0,0,0,15,64
110227,1412142,1,0,0,0,6036.42,1,1996-01-01,271,0,0,0,0,1,20,64
87969,1412151,0,1,0,0,7447.82,1,1920-09-01,755,1,1,1,1,1,59,72
90025,1412151,0,1,0,0,7447.82,1,1965-09-01,279,1,1,1,1,1,28,64
90047,1412151,0,1,0,0,7447.82,1,1937-09-01,811,1,1,0,1,1,73,62
133910,1412151,0,1,0,0,7447.82,1,2017-09-01,377,1,1,1,1,1,19,66
60728,1413022,1,0,0,0,7067.17,0,1948-09-01,215,1,1,0,0,1,24,63
84653,1413022,1,0,0,0,7067.17,1,1963-09-01,83,1,1,1,0,0,11,64
8975,1413032,1,0,0,0,5098.0,1,1999-09-01,121,0,1,1,0,1,16,50
8976,1413032,1,0,0,0,5098.0,0,1999-09-01,108,1,1,0,0,1,13,66
15255,1413011,0,1,0,0,5846.17,1,1999-09-01,523,1,1,1,1,1,55,67
18090,1413011,0,1,0,0,5846.17,1,1999-09-01,401,0,1,1,0,0,43,61
18227,1413011,0,1,0,0,5846.17,1,1999-09-01,510,0,1,1,1,1,62,64
18397,1413011,0,1,0,0,5846.17,1,1999-09-01,782,0,1,1,1,1,106,55
73673,1413042,1,0,0,0,6480.67,0,1965-09-01,83,1,1,0,0,0,10,61
111073,1413042,1,0,0,0,6480.67,1,1973-09-01,221,0,0,0,0,1,28,66
29737,1413052,1,0,0,0,6145.16,1,1985-05-30,111,1,1,0,0,0,12,56
58611,1413052,1,0,0,0,6145.16,1,1977-03-15,350,0,1,0,0,1,35,55
58613,1413052,1,0,0,0,6145.16,0,1985-05-30,202,1,1,0,0,0,18,56
3471,1413062,1,0,0,0,5333.12,0,1993-08-31,155,0,0,0,0,0,13,70
