RSPO,TERYT,Rural county,Urban county,Rural territory,City,Revenue per person,Website,Start date,Students,Sport venues,German or French,Logopedist,Psychologist,Pedagogue,Participants in Polish,Avg. score in Polish
56733,1062011,0,1,0,0,7222.27,1,1990-09-01,420,1,1,0,1,1,27,43
60665,1062011,0,1,0,0,7222.27,1,1967-11-06,458,1,1,1,0,1,44,61
60683,1062011,0,1,0,0,7222.27,1,1984-01-24,949,1,1,0,1,1,69,59
64059,1062011,0,1,0,0,7222.27,1,1962-10-20,669,1,1,1,0,1,69,58
64959,1062011,0,1,0,0,7222.27,1,1930-09-01,378,0,1,0,0,1,54,68
66236,1062011,0,1,0,0,7222.27,0,1965-09-01,675,0,1,0,0,1,86,63
66259,1062011,0,1,0,0,7222.27,1,1889-09-01,297,1,1,0,0,1,32,62
70258,1062011,0,1,0,0,7222.27,1,1960-09-01,449,1,1,0,0,1,58,55
75943,1062011,0,1,0,0,7222.27,1,1984-09-01,930,1,1,0,1,1,126,65
79079,1063011,0,1,0,0,7647.37,1,1974-09-02,276,0,0,1,1,1,17,49
79080,1063011,0,1,0,0,7647.37,1,1974-09-02,897,1,1,0,1,1,87,53
79081,1063011,0,1,0,0,7647.37,1,1991-09-02,892,1,1,1,1,1,97,67
79083,1063011,0,1,0,0,7647.37,1,1991-09-02,238,0,1,0,1,1,22,53
81549,1063011,0,1,0,0,7647.37,1,1977-09-01,962,0,1,1,1,1,99,62
81553,1063011,0,1,0,0,7647.37,1,1995-09-01,861,0,1,1,1,1,95,61
40095,1001011,0,1,0,0,5126.37,1,1983-09-01,717,1,1,1,1,1,68,51
43849,1001011,0,1,0,0,5126.37,1,1945-02-02,953,0,1,1,1,1,81,63
43850,1001011,0,1,0,0,5126.37,1,1965-09-01,476,1,1,0,1,1,35,54
43851,1001011,0,1,0,0,5126.37,1,1958-09-01,750,1,0,1,1,1,76,54
43853,1001011,0,1,0,0,5126.37,1,1968-09-01,265,1,1,0,1,0,24,54
43854,1001011,0,1,0,0,5126.37,1,1990-09-01,549,1,1,1,1,1,62,58
43855,1001011,0,1,0,0,5126.37,1,1990-09-01,716,1,1,1,1,1,74,53
46583,1001011,0,1,0,0,5126.37,1,1987-09-01,590,0,1,1,1,1,74,60
84226,1001022,1,0,0,0,5473.16,0,1996-01-01,261,0,0,1,0,1,18,57
85810,1001022,1,0,0,0,5473.16,1,1996-01-01,119,1,1,1,0,1,12,53
85811,1001022,1,0,0,0,5473.16,0,1996-01-01,200,0,1,0,0,0,14,53
85842,1001022,1,0,0,0,5473.16,0,1996-01-01,191,0,1,0,0,0,16,49
85843,1001022,1,0,0,0,5473.16,0,1996-01-01,124,0,0,1,0,1,10,61
85844,1001022,1,0,0,0,5473.16,1,1996-01-01,105,0,1,0,0,0,14,68
60839,1001032,1,0,0,0,5733.62,1,1937-09-01,126,0,1,0,0,0,17,48
80003,1001032,1,0,0,0,5733.62,1,2009-09-01,190,0,1,0,0,1,19,62
17149,1001042,1,0,0,0,41002.45,1,1967-03-13,484,1,0,1,1,1,61,67
17151,1001042,1,0,0,0,41002.45,1,1954-12-20,269,0,0,1,1,1,14,70
70506,1001052,1,0,0,0,4996.88,0,1992-01-01,94,1,0,1,0,1,12,56
70681,1001052,1,0,0,0,4996.88,1,1992-01-01,185,0,1,0,0,1,17,61
121824,1001062,1,0,0,0,5147.82,0,2003-09-01,155,0,1,0,0,1,23,54
122473,1001062,1,0,0,0,5147.82,1,1980-09-01,258,0,0,1,1,1,29,63
18335,1001072,1,0,0,0,10490.7,1,1938-09-01,724,0,1,1,0,1,72,53
40683,1021011,0,1,0,0,5567.6,1,1999-01-01,471,1,1,1,1,0,66,66
40685,1021011,0,1,0,0,5567.6,1,1999-01-01,477,0,1,0,0,0,57,60
41107,1021022,1,0,0,0,5068.14,1,1990-09-01,157,0,1,0,0,1,12,53
27278,1021032,1,0,0,0,5366.51,1,1973-09-01,154,0,1,1,0,1,11,69
48118,1021032,1,0,0,0,5366.51,1,1999-09-01,295,1,1,1,0,1,44,59
42854,1021042,1,0,0,0,5614.49,1,1919-08-30,279,0,1,1,1,1,32,55
11534,1021052,1,0,0,0,5251.17,0,1925-09-01,328,0,1,0,1,1,37,69
14934,1002022,1,0,0,0,4937.77,1,1936-09-01,89,1,1,1,0,0,15,43
133647,1002022,1,0,0,0,4937.77,1,2017-09-01,128,1,1,1,0,1,13,62
121761,1002032,1,0,0,0,8544.02,0,1975-12-15,163,0,1,1,0,1,23,50
31717,1002011,0,1,0,0,5631.51,1,1934-09-01,270,1,1,0,0,1,18,42
31727,1002011,0,1,0,0,5631.51,1,1937-09-01,473,1,1,1,1,1,69,59
31728,1002011,0,1,0,0,5631.51,1,2008-09-01,158,1,1,1,1,1,15,53
31729,1002011,0,1,0,0,5631.51,1,1929-09-01,261,1,1,1,1,1,31,51
34265,1002011,0,1,0,0,5631.51,1,1983-09-01,778,0,1,1,1,1,94,64
34266,1002011,0,1,0,0,5631.51,1,1921-05-27,899,1,1,1,1,1,107,58
263961,1002011,0,1,0,0,5631.51,0,2017-09-01,279,1,1,1,1,1,13,53
73092,1002062,1,0,0,0,5198.0,0,1928-09-01,131,1,1,0,0,0,11,60
74790,1002062,1,0,0,0,5198.0,1,1945-09-01,151,1,1,1,0,0,16,56
80633,1002062,1,0,0,0,5198.0,1,1918-09-01,232,0,1,1,0,1,16,51
41790,1002082,1,0,0,0,5753.06,1,1999-09-01,190,1,1,1,0,1,21,49
11101,1002092,1,0,0,0,5661.01,1,1999-09-01,182,0,0,0,0,0,14,64
12206,1002102,1,0,0,0,7190.02,1,1999-09-01,262,1,1,0,0,1,40,57
63405,1002072,1,0,0,0,5479.65,1,1996-01-30,169,1,1,1,0,1,19,50
16790,1007012,1,0,0,0,5332.36,1,1999-09-01,228,1,1,0,0,1,13,59
16791,1007012,1,0,0,0,5332.36,1,1999-09-01,151,0,1,0,0,0,19,50
16792,1007012,1,0,0,0,5332.36,1,1999-09-01,120,1,0,0,0,0,11,60
16793,1007012,1,0,0,0,5332.36,1,1999-09-01,98,1,0,0,0,0,12,51
23265,1007032,1,0,0,0,5340.59,1,1999-09-01,179,1,1,0,0,1,12,62
23266,1007032,1,0,0,0,5340.59,1,1999-09-01,112,1,1,0,0,1,19,60
134000,1007032,1,0,0,0,5340.59,0,2017-09-01,223,1,1,0,0,1,10,77
90234,1007052,1,0,0,0,7977.95,1,1950-09-01,290,1,1,0,0,1,20,49
90236,1007052,1,0,0,0,7977.95,0,1913-09-01,78,1,1,1,0,1,10,61
90237,1007052,1,0,0,0,7977.95,0,1930-09-01,109,0,1,0,0,1,16,53
85935,1007062,1,0,0,0,5114.68,0,1977-08-01,166,1,0,1,0,0,18,59
47620,1007072,1,0,0,0,5500.8,1,1921-10-12,96,1,1,0,0,1,11,58
51830,1007072,1,0,0,0,5500.8,1,1920-09-01,126,1,0,0,0,0,14,67
51832,1007072,1,0,0,0,5500.8,1,1914-09-01,140,1,1,0,0,1,13,57
262552,1007072,1,0,0,0,5500.8,1,2017-09-01,45,0,1,0,0,1,12,50
14744,1007082,1,0,0,0,5652.07,1,1920-09-01,449,1,1,0,0,0,35,67
25806,1008042,1,0,0,0,5786.53,1,1975-12-15,366,1,1,1,0,1,39,62
25858,1008042,1,0,0,0,5786.53,1,1985-01-01,145,0,1,0,1,1,17,62
29035,1008042,1,0,0,0,5786.53,1,1985-09-01,145,0,1,1,0,1,11,67
69793,1008032,1,0,0,0,5485.73,0,1945-02-26,353,0,1,0,1,1,37,59
48933,1008011,0,1,0,0,5099.58,1,1968-09-01,628,1,1,0,1,1,60,54
83425,1008011,0,1,0,0,5099.58,1,1991-09-01,576,0,1,0,1,0,43,64
83426,1008011,0,1,0,0,5099.58,1,1931-08-01,507,0,0,1,1,1,36,64
37676,1008052,1,0,0,0,7025.11,1,1985-01-01,270,1,1,0,0,1,33,60
38766,1008052,1,0,0,0,7025.11,1,1975-12-15,571,0,1,0,1,1,52,65
47264,1008062,1,0,0,0,5187.05,0,1985-01-01,231,1,1,1,1,1,22,59
59818,1008062,1,0,0,0,5187.05,1,1985-01-01,162,1,1,0,1,0,12,65
111078,1008062,1,0,0,0,5187.05,1,1985-01-01,613,1,1,1,1,1,33,68
57324,1008021,0,1,0,0,4811.88,0,1989-09-01,924,1,1,1,0,1,123,53
57326,1008021,0,1,0,0,4811.88,1,1900-10-01,336,1,1,0,1,1,31,63
57327,1008021,0,1,0,0,4811.88,1,1917-07-17,353,1,1,0,0,1,45,59
57328,1008021,0,1,0,0,4811.88,1,1918-09-02,241,0,1,0,1,1,32,64
57329,1008021,0,1,0,0,4811.88,1,1962-09-01,403,0,1,0,0,0,46,62
57330,1008021,0,1,0,0,4811.88,1,1958-09-01,344,1,1,1,0,1,68,55
57331,1008021,0,1,0,0,4811.88,1,1965-09-01,369,1,1,0,0,1,61,64
57340,1008021,0,1,0,0,4811.88,0,1945-02-15,230,1,1,1,1,1,20,34
30720,1008072,1,0,0,0,6991.18,1,1999-09-01,324,1,1,1,1,1,27,68
30736,1008072,1,0,0,0,6991.18,0,1999-09-01,281,1,1,1,1,1,16,62
39621,1008072,1,0,0,0,6991.18,0,1999-09-01,177,1,1,1,1,1,13,51
57671,1008072,1,0,0,0,6991.18,0,1997-09-01,284,0,1,1,1,1,37,53
107577,1009022,1,0,0,0,4913.09,1,1999-09-01,87,1,1,1,0,1,10,51
110060,1009022,1,0,0,0,4913.09,0,1999-09-01,188,0,1,0,0,1,31,52
9670,1009032,1,0,0,0,5217.41,0,1999-09-01,283,1,1,0,0,0,44,63
11880,1009052,1,0,0,0,11250.54,1,1995-09-01,150,1,1,1,0,1,12,71
42855,1009052,1,0,0,0,11250.54,1,1995-09-01,279,0,1,0,0,1,40,61
4066,1009062,1,0,0,0,5516.4,1,1999-08-31,136,1,1,0,0,0,15,69
80686,1009062,1,0,0,0,5516.4,1,1975-12-15,248,1,1,1,0,1,23,56
4901,1009072,1,0,0,0,5006.43,0,1945-09-01,196,0,1,1,0,1,20,60
4902,1009072,1,0,0,0,5006.43,0,1968-09-01,60,1,1,0,0,1,12,55
4980,1009072,1,0,0,0,5006.43,1,1939-09-01,99,1,1,0,0,0,10,46
85963,1009082,1,0,0,0,10857.72,1,1954-09-01,30,0,1,1,1,1,12,52
87964,1009082,1,0,0,0,10857.72,1,1955-09-01,81,0,1,1,1,1,10,60
88231,1009082,1,0,0,0,10857.72,1,1945-09-01,260,1,1,0,1,1,26,63
85789,1010012,1,0,0,0,5609.64,1,1919-01-01,148,1,0,1,0,0,20,57
85860,1010012,1,0,0,0,5609.64,0,1866-03-05,105,0,1,0,0,0,12,50
23457,1010022,1,0,0,0,5990.79,1,1999-09-01,257,0,1,0,0,1,28,56
43633,1010022,1,0,0,0,5990.79,1,1999-09-01,120,0,1,0,0,1,19,46
10577,1010032,1,0,0,0,5052.47,1,1931-09-01,619,0,1,1,0,1,58,59
47739,1010042,1,0,0,0,6530.48,1,1916-09-01,163,1,1,0,0,1,10,55
47952,1010042,1,0,0,0,6530.48,1,1919-09-01,139,1,1,0,0,0,10,60
49690,1010042,1,0,0,0,6530.48,1,1919-09-01,202,1,1,0,0,0,15,68
24073,1010062,1,0,0,0,5422.66,0,1999-09-01,180,1,1,0,0,1,15,51
24076,1010062,1,0,0,0,5422.66,1,1999-09-01,236,0,1,0,0,1,15,59
28119,1010062,1,0,0,0,5422.66,1,1999-09-01,500,0,1,1,0,1,37,59
31890,1010062,1,0,0,0,5422.66,0,1999-01-01,134,1,1,0,0,0,13,57
119887,1010062,1,0,0,0,5422.66,0,2013-09-01,67,0,0,0,0,0,11,51
79856,1010082,1,0,0,0,5036.61,1,1957-09-01,139,1,1,0,0,1,14,65
85212,1010082,1,0,0,0,5036.61,1,1971-09-01,458,1,1,0,1,1,51,62
86391,1010082,1,0,0,0,5036.61,1,1955-09-01,171,1,1,1,0,0,29,59
87726,1010082,1,0,0,0,5036.61,1,1967-09-01,143,1,1,0,0,0,24,68
88891,1010082,1,0,0,0,5036.61,0,1965-09-01,215,1,1,1,1,1,31,50
86183,1010072,1,0,0,0,4824.38,1,1937-09-01,226,1,1,0,0,1,19,51
43884,1010102,1,0,0,0,6040.3,0,1996-09-01,389,0,1,0,0,1,35,58
60322,1010102,1,0,0,0,6040.3,1,1996-09-01,383,0,1,0,0,1,34,61
60540,1010102,1,0,0,0,6040.3,0,1996-09-01,133,0,1,1,0,1,13,51
60549,1010102,1,0,0,0,6040.3,1,1996-09-01,135,0,1,1,0,1,18,60
84774,1010052,1,0,0,0,5517.51,0,1944-09-01,129,0,1,0,0,0,13,50
84809,1010052,1,0,0,0,5517.51,1,1950-09-01,138,1,1,1,0,1,14,52
84144,1011012,1,0,0,0,6753.09,0,1936-09-01,303,1,1,1,1,1,34,57
84146,1011012,1,0,0,0,6753.09,0,1928-09-01,185,0,1,0,1,0,20,44
106093,1011022,1,0,0,0,5321.85,1,1958-09-01,265,0,1,0,0,1,22,53
55546,1011052,1,0,0,0,6259.02,1,1999-09-01,298,1,1,0,0,0,27,61
14960,1011062,1,0,0,0,5667.38,1,1999-09-01,210,0,1,1,1,0,23,61
15018,1011062,1,0,0,0,5667.38,1,1999-09-01,174,1,1,1,0,1,21,49
34575,1012022,1,0,0,0,5297.69,1,1975-12-15,249,0,1,1,0,1,19,57
34577,1012022,1,0,0,0,5297.69,0,1985-05-27,123,1,1,0,0,0,11,38
89387,1012032,1,0,0,0,4967.83,1,1983-05-26,207,1,1,1,1,1,23,68
91951,1012032,1,0,0,0,4967.83,1,1963-03-14,87,1,1,1,0,1,10,57
91952,1012032,1,0,0,0,4967.83,1,1983-03-31,125,1,1,1,0,1,10,64
83446,1012042,1,0,0,0,5479.94,1,1963-09-01,103,0,1,0,0,1,10,59
88061,1012042,1,0,0,0,5479.94,1,1984-10-21,346,0,1,0,0,1,35,58
69163,1012062,1,0,0,0,4905.58,1,1913-09-01,111,1,1,1,0,1,17,52
69391,1012062,1,0,0,0,4905.58,1,1860-09-01,283,0,1,0,0,1,33,60
70856,1012072,1,0,0,0,4959.45,1,1974-09-01,417,1,1,1,0,1,36,64
60258,1012082,1,0,0,0,6102.84,0,1996-01-01,94,1,1,0,0,1,15,58
60943,1012082,1,0,0,0,6102.84,1,1996-01-01,205,0,1,1,0,1,21,62
113578,1012102,1,0,0,0,6085.4,1,2000-09-01,382,0,1,0,0,0,48,50
65193,1012011,0,1,0,0,5261.42,0,1985-09-01,187,1,1,0,0,1,15,55
65194,1012011,0,1,0,0,5261.42,1,1987-09-01,191,1,1,1,0,1,17,57
71366,1012011,0,1,0,0,5261.42,0,1985-09-01,500,1,1,1,1,1,36,62
71367,1012011,0,1,0,0,5261.42,0,1985-09-01,446,1,1,1,1,1,58,54
71368,1012011,0,1,0,0,5261.42,1,1985-09-01,366,0,1,1,1,1,40,56
71369,1012011,0,1,0,0,5261.42,0,1985-09-01,619,1,1,1,1,1,70,58
71370,1012011,0,1,0,0,5261.42,1,1985-09-01,557,1,1,1,0,1,67,64
71371,1012011,0,1,0,0,5261.42,0,1985-09-01,459,1,1,1,1,1,58,61
71372,1012011,0,1,0,0,5261.42,0,1987-09-01,170,1,1,0,0,1,21,50
30807,1012122,1,0,0,0,5351.07,0,1996-01-01,110,1,1,0,0,0,14,55
31154,1012122,1,0,0,0,5351.07,1,1996-01-01,215,1,1,1,0,1,21,51
31251,1012122,1,0,0,0,5351.07,1,1996-01-01,67,1,1,1,0,0,10,56
58988,1012132,1,0,0,0,5361.07,1,1973-09-01,107,1,1,0,0,0,13,62
60142,1012132,1,0,0,0,5361.07,1,1948-09-01,256,0,1,0,0,1,27,54
34517,1012092,1,0,0,0,5133.12,1,1996-01-01,187,0,1,0,0,0,20,48
49250,1012092,1,0,0,0,5133.12,0,1996-01-01,168,0,1,1,0,1,12,65
80400,1012142,1,0,0,0,5396.36,0,1999-03-15,110,1,1,0,0,0,13,57
80401,1012142,1,0,0,0,5396.36,0,1999-03-15,158,0,1,0,0,0,17,61
80842,1012142,1,0,0,0,5396.36,0,1999-03-15,108,1,1,0,0,0,16,58
71791,1013032,1,0,0,0,5585.35,1,1939-09-01,333,1,0,1,1,0,22,60
16203,1013011,0,1,0,0,5895.16,1,1963-01-07,644,1,1,0,0,1,65,56
43637,1013011,0,1,0,0,5895.16,1,1926-10-18,826,1,1,1,1,1,61,55
43803,1013011,0,1,0,0,5895.16,1,1995-02-15,549,1,1,0,1,1,52,63
83640,1013042,1,0,0,0,5656.81,1,1985-10-23,162,1,0,1,0,0,11,63
84273,1013042,1,0,0,0,5656.81,1,1985-10-23,176,0,1,1,1,1,10,78
86965,1013042,1,0,0,0,5656.81,1,1985-10-23,249,1,1,0,1,1,30,49
87040,1013042,1,0,0,0,5656.81,0,1985-10-23,144,1,0,1,1,1,12,53
87119,1013042,1,0,0,0,5656.81,0,1985-10-23,119,0,0,0,1,1,10,48
104826,1013062,1,0,0,0,5416.43,1,1920-09-01,172,1,0,0,0,1,16,66
105181,1013062,1,0,0,0,5416.43,1,1930-09-01,257,0,0,0,1,1,32,53
90525,1014042,1,0,0,0,5114.97,1,1999-09-01,140,0,1,0,0,0,13,59
91730,1014042,1,0,0,0,5114.97,0,1999-09-01,228,0,1,0,0,1,24,64
66111,1014032,1,0,0,0,6201.2,0,1900-09-01,167,0,1,0,0,1,20,51
66257,1014032,1,0,0,0,6201.2,0,1938-09-01,149,1,1,1,0,0,15,62
66522,1014032,1,0,0,0,6201.2,0,2001-09-01,64,1,0,0,0,0,10,50
107121,1014052,1,0,0,0,5382.97,1,1975-12-15,308,0,1,0,0,1,30,60
107124,1014052,1,0,0,0,5382.97,1,1985-01-01,136,0,1,1,0,1,14,43
61918,1014062,1,0,0,0,5093.37,0,1999-09-01,193,1,1,1,0,1,22,49
69941,1014072,1,0,0,0,6213.37,0,1960-10-20,235,0,1,1,0,1,31,52
70937,1014011,0,1,0,0,4707.77,1,1984-09-01,990,1,1,1,1,1,128,62
70938,1014011,0,1,0,0,4707.77,1,1945-02-16,295,1,1,0,1,1,43,50
70943,1014011,0,1,0,0,4707.77,1,1961-09-01,674,0,1,0,1,1,70,66
83449,1014011,0,1,0,0,4707.77,1,1999-09-01,319,0,1,0,1,1,57,71
83450,1014011,0,1,0,0,4707.77,1,1918-01-01,142,1,1,0,0,0,10,54
83451,1014011,0,1,0,0,4707.77,0,1927-09-01,568,1,1,1,1,1,44,55
196393,1014011,0,1,0,0,4707.77,1,2017-09-01,535,1,1,0,0,1,21,60
10403,1014082,1,0,0,0,5414.77,1,1952-09-01,242,0,1,1,0,1,17,62
10404,1014082,1,0,0,0,5414.77,1,1954-09-01,164,1,0,1,0,1,14,58
13388,1014082,1,0,0,0,5414.77,1,1949-09-01,140,0,1,1,0,0,16,62
24461,1014082,1,0,0,0,5414.77,1,1938-09-01,245,1,1,1,0,0,23,46
25153,1014082,1,0,0,0,5414.77,1,1946-09-01,176,1,0,1,0,1,12,52
17262,1014102,1,0,0,0,5657.4,1,1930-09-01,146,0,1,0,0,0,11,68
17424,1014102,1,0,0,0,5657.4,1,1918-09-01,102,0,1,1,0,0,10,68
17509,1014102,1,0,0,0,5657.4,1,1946-09-01,160,1,1,0,0,1,19,51
268302,1014102,1,0,0,0,5657.4,1,2018-09-01,133,1,1,0,0,0,16,61
9090,1015012,1,0,0,0,5923.57,1,1975-12-15,202,0,1,1,0,1,19,49
57641,1015032,1,0,0,0,6808.07,1,1945-02-01,201,0,1,0,1,0,27,67
54005,1015022,1,0,0,0,5931.08,1,1999-09-01,93,1,1,0,1,0,11,49
58585,1015022,1,0,0,0,5931.08,1,1999-09-01,105,1,0,0,0,0,10,53
58848,1015022,1,0,0,0,5931.08,1,1999-09-01,170,0,1,1,1,1,22,59
61908,1015022,1,0,0,0,5931.08,1,1999-09-01,113,1,0,0,1,1,10,55
49790,1015052,1,0,0,0,6860.13,0,1991-10-25,193,1,1,0,1,0,25,56
22686,1015062,1,0,0,0,7126.03,0,1999-09-01,273,0,1,1,1,0,24,63
22704,1015062,1,0,0,0,7126.03,0,1999-09-01,49,0,1,0,0,0,10,69
28219,1015072,1,0,0,0,5506.39,1,1945-09-01,163,1,1,1,0,0,10,56
34709,1015082,1,0,0,0,6468.66,1,1999-09-01,137,0,1,0,1,0,14,55
83525,1015082,1,0,0,0,6468.66,1,1999-09-01,119,0,1,1,1,0,17,58
121702,1015092,1,0,0,0,5194.19,0,1999-09-01,144,1,1,0,0,0,13,59
112172,1016032,1,0,0,0,5365.63,1,1939-01-01,303,1,1,0,0,0,26,55
90073,1016022,1,0,0,0,5137.83,0,2005-09-01,285,0,0,1,0,1,23,52
29141,1016042,1,0,0,0,6326.29,1,1999-09-01,393,0,1,1,0,1,40,52
84174,1016052,1,0,0,0,7582.72,0,1999-09-01,120,1,1,0,0,1,14,59
70106,1016062,1,0,0,0,7307.24,0,2000-09-01,562,0,1,1,1,1,55,63
69487,1016072,1,0,0,0,5577.52,1,1963-05-01,327,1,1,0,0,1,43,67
69489,1016072,1,0,0,0,5577.52,1,1808-10-02,152,1,1,1,0,1,16,63
29539,1016082,1,0,0,0,6115.93,1,2012-09-01,328,1,1,0,1,0,43,54
29349,1016011,0,1,0,0,5085.03,1,1918-09-01,886,0,1,0,0,1,106,64
29351,1016011,0,1,0,0,5085.03,1,1962-09-01,257,0,0,1,0,1,15,65
29353,1016011,0,1,0,0,5085.03,1,2011-09-01,363,0,1,1,0,1,52,53
29355,1016011,0,1,0,0,5085.03,1,1959-09-01,466,0,1,1,0,1,95,56
29356,1016011,0,1,0,0,5085.03,1,1961-09-01,462,0,0,1,0,1,63,48
29357,1016011,0,1,0,0,5085.03,1,1968-09-23,389,0,1,1,0,1,58,54
103656,1016011,0,1,0,0,5085.03,1,1977-09-01,367,0,1,0,0,1,42,60
103658,1016011,0,1,0,0,5085.03,1,1983-09-01,828,1,1,1,0,1,98,57
133525,1016011,0,1,0,0,5085.03,1,2017-09-01,468,0,1,0,1,0,22,68
133526,1016011,0,1,0,0,5085.03,1,2017-09-01,272,0,1,1,0,1,22,51
133527,1016011,0,1,0,0,5085.03,1,2017-09-01,294,0,1,0,0,1,40,50
31467,1016092,1,0,0,0,6019.39,1,1915-09-01,263,0,1,1,1,1,27,63
40620,1016092,1,0,0,0,6019.39,1,1903-09-01,199,0,1,0,0,0,25,56
43904,1016092,1,0,0,0,6019.39,1,1935-09-01,236,0,1,1,0,1,14,55
72854,1016092,1,0,0,0,6019.39,1,1909-09-01,108,1,1,0,0,1,24,59
90125,1016102,1,0,0,0,7087.65,0,2007-09-01,269,1,1,0,1,1,18,59
90158,1016102,1,0,0,0,7087.65,1,2007-09-01,449,0,1,0,1,1,51,60
105711,1016112,1,0,0,0,6300.0,1,1983-03-31,410,1,0,0,0,0,35,54
34402,1017012,1,0,0,0,5773.33,1,1999-09-01,270,1,1,0,0,0,25,50
34404,1017012,1,0,0,0,5773.33,0,1999-09-01,118,0,1,0,0,0,10,64
61591,1017022,1,0,0,0,4526.52,1,1999-09-01,294,0,1,0,0,0,38,54
90015,1017032,1,0,0,0,5436.79,1,1999-09-01,259,1,1,0,0,1,25,65
92189,1017042,1,0,0,0,5536.97,0,1999-09-01,190,0,1,0,1,1,21,66
92191,1017042,1,0,0,0,5536.97,0,1999-09-01,129,0,1,1,1,1,10,78
92192,1017042,1,0,0,0,5536.97,0,1999-09-01,62,0,1,0,1,1,14,58
92193,1017042,1,0,0,0,5536.97,0,1999-09-01,73,0,1,1,1,1,11,58
27673,1017052,1,0,0,0,6301.37,1,1959-09-17,363,1,1,0,0,1,40,54
61580,1017052,1,0,0,0,6301.37,1,2000-09-01,74,1,1,1,0,1,10,61
79269,1017062,1,0,0,0,5271.14,0,1914-09-01,160,1,1,1,1,1,17,54
40832,1017072,1,0,0,0,5075.36,1,1996-01-01,146,0,1,0,0,1,17,55
40923,1017072,1,0,0,0,5075.36,1,1996-09-01,204,0,1,0,0,1,23,53
40942,1017072,1,0,0,0,5075.36,0,1996-09-01,135,0,1,0,0,0,20,54
85364,1017082,1,0,0,0,5822.99,1,1999-09-01,277,1,1,1,1,1,36,58
13608,1017102,1,0,0,0,5229.58,1,1976-01-01,171,0,1,0,1,0,17,61
13755,1017102,1,0,0,0,5229.58,1,1985-01-01,135,0,1,0,1,0,20,62
13767,1017102,1,0,0,0,5229.58,1,1985-01-01,138,0,1,0,0,0,24,63
13917,1017102,1,0,0,0,5229.58,0,2009-09-01,150,1,1,1,1,1,12,56
105703,1018012,1,0,0,0,5063.56,0,1964-09-01,144,0,1,0,0,1,14,67
92997,1018022,1,0,0,0,5020.79,0,1959-09-27,98,1,1,0,0,0,12,61
121960,1018022,1,0,0,0,5020.79,0,1951-11-03,216,0,1,0,0,1,16,56
79051,1018032,1,0,0,0,5656.85,0,1999-09-01,125,0,1,0,1,0,11,63
80214,1018032,1,0,0,0,5656.85,1,1999-09-01,227,0,1,1,1,1,23,61
23295,1018062,1,0,0,0,5964.48,1,1997-09-01,189,0,1,0,0,1,21,63
23341,1018062,1,0,0,0,5964.48,1,1946-09-01,82,0,1,0,0,1,15,60
63995,1018052,1,0,0,0,5768.24,1,1934-09-01,121,0,1,0,0,1,12,51
88280,1019032,1,0,0,0,5444.62,1,1980-09-01,379,1,1,1,0,1,39,53
27634,1019011,0,1,0,0,4517.57,1,1963-09-01,366,1,0,1,0,1,43,61
28750,1019011,0,1,0,0,4517.57,1,1945-01-01,333,1,1,0,1,1,54,53
30659,1019011,0,1,0,0,4517.57,1,1961-09-01,609,0,1,0,0,0,70,57
30882,1019011,0,1,0,0,4517.57,1,1966-09-01,403,0,1,0,1,1,54,62
31011,1019011,0,1,0,0,4517.57,1,1964-09-01,249,1,1,1,1,1,25,41
35367,1019011,0,1,0,0,4517.57,1,1961-02-06,351,1,1,1,0,1,40,48
39224,1019011,0,1,0,0,4517.57,1,1963-09-01,469,1,0,1,1,1,54,53
262326,1019011,0,1,0,0,4517.57,1,2017-09-01,389,1,1,0,0,1,24,54
262327,1019011,0,1,0,0,4517.57,1,2017-09-01,248,1,1,0,0,0,21,52
26062,1019042,1,0,0,0,5311.44,0,1918-09-01,106,1,0,1,0,1,12,49
29218,1019042,1,0,0,0,5311.44,0,1938-09-01,164,1,1,0,0,1,16,59
29308,1019042,1,0,0,0,5311.44,0,1919-08-27,177,1,1,0,0,1,19,58
29365,1019042,1,0,0,0,5311.44,1,1950-09-01,229,1,1,1,1,1,12,59
49988,1019042,1,0,0,0,5311.44,1,1932-09-01,332,1,0,0,0,1,35,59
68025,1019042,1,0,0,0,5311.44,1,1963-09-01,288,0,1,1,0,1,38,64
70645,1020011,0,1,0,0,4562.56,0,1945-09-01,382,1,0,0,0,1,34,62
70712,1020011,0,1,0,0,4562.56,0,1948-09-01,368,1,1,0,0,1,32,64
70716,1020011,0,1,0,0,4562.56,1,1935-10-29,411,1,1,1,0,1,43,64
119303,1020052,1,0,0,0,5142.33,1,1918-11-11,85,0,1,1,0,1,11,56
119323,1020052,1,0,0,0,5142.33,1,1895-11-01,91,0,1,0,0,1,17,54
119329,1020052,1,0,0,0,5142.33,1,1947-09-02,123,0,1,1,0,1,13,51
87764,1020021,0,1,0,0,5194.08,1,1958-10-23,464,1,1,1,1,1,81,63
89574,1020021,0,1,0,0,5194.08,1,1923-09-01,459,1,1,1,1,1,61,64
262444,1020021,0,1,0,0,5194.08,1,2017-09-01,623,1,1,1,1,1,16,60
21815,1020062,1,0,0,0,5367.97,1,1999-09-01,202,1,1,1,1,0,36,64
21861,1020062,1,0,0,0,5367.97,1,1999-09-01,189,1,1,1,1,1,18,55
21893,1020062,1,0,0,0,5367.97,1,1999-09-01,188,1,1,1,1,1,16,60
106469,1020072,1,0,0,0,5729.02,1,1999-09-01,134,1,1,0,0,1,15,61
