ID,Rural county,Urban county,Revenue per person,Website,Start date,Students,Sport venues,German or French,Logopedist,Psychologist,Pedagogue,Participants in Polish,Avg. score in Polish,Prctl in Polish
4883,1,0,0.026326494319996396,0,0.3493150684931507,0.16604244694132334,1,1,0,0,0,0.07531380753138076,46,5.063679607181219
4884,1,0,0.062152906571688614,1,0.21689497716894976,0.052434456928838954,1,1,0,0,0,0.012552301255230125,59,48.319779039435325
4885,1,0,0.062152906571688614,1,0.273972602739726,0.09800249687890138,0,0,0,0,1,0.03347280334728033,44,3.0688967316249807
4886,1,0,0.062152906571688614,1,0.273972602739726,0.15792759051186017,1,1,1,0,1,0.06276150627615062,51,14.976216050329908
4887,1,0,0.029550842051506324,0,0.04794520547945205,0.09550561797752809,0,1,0,0,1,0.03765690376569038,60,53.5369034831978
4888,1,0,0.029550842051506324,1,0.04794520547945205,0.0867665418227216,1,1,1,0,1,0.02092050209205021,57,37.70139634801289
4889,1,0,0.029550842051506324,1,0.04794520547945205,0.09800249687890138,0,1,1,0,1,0.03765690376569038,61,58.984195181832135
4890,0,1,0.051718649288590386,1,0.1232876712328767,0.2671660424469413,1,1,1,0,1,0.17154811715481172,54,25.118919748350464
4891,1,0,0.08281133660593258,1,0.2328767123287671,0.06367041198501873,0,1,0,0,1,0.0041841004184100415,63,69.38775510204081
4892,1,0,0.08281133660593258,0,0.18493150684931506,0.04369538077403246,1,1,0,0,1,0.0,54,25.118919748350464
4893,1,0,0.08281133660593258,1,0.14840182648401826,0.11235955056179775,0,1,0,0,0,0.02510460251046025,51,14.976216050329908
4894,1,0,0.08281133660593258,0,0.1689497716894977,0.1136079900124844,0,1,0,0,1,0.0,55,29.016418597514193
4895,1,0,0.08281133660593258,1,0.1689497716894977,0.08364544319600499,0,1,0,0,0,0.0,61,58.984195181832135
4896,1,0,0.05990709763081245,1,0.2968036529680365,0.026841448189762796,1,1,0,0,0,0.012552301255230125,56,33.15942918520792
4897,1,0,0.05990709763081245,1,0.273972602739726,0.10049937578027465,1,1,0,0,0,0.029288702928870293,61,58.984195181832135
4898,1,0,0.05568704107231884,1,0.1232876712328767,0.11797752808988764,0,1,0,0,1,0.08368200836820083,49,10.050636796071812
4899,1,0,0.030958301291066657,1,0.273972602739726,0.09488139825218476,1,1,0,0,0,0.03347280334728033,51,14.976216050329908
4900,1,0,0.030958301291066657,1,0.21689497716894976,0.16042446941323346,0,1,0,0,0,0.008368200836820083,59,48.319779039435325
4901,1,0,0.030958301291066657,1,0.13013698630136986,0.10986267166042447,1,1,0,0,0,0.016736401673640166,54,25.118919748350464
4902,1,0,0.030958301291066657,1,0.1324200913242009,0.22908863920099876,1,1,0,0,1,0.06276150627615062,61,58.984195181832135
4903,1,0,0.0452707240919638,1,0.04794520547945205,0.08052434456928839,0,1,0,0,1,0.02510460251046025,64,74.06782261776891
4904,1,0,0.0452707240919638,1,0.04794520547945205,0.16104868913857678,0,0,0,0,1,0.08786610878661087,53,21.052631578947366
4905,1,0,0.0452707240919638,0,0.04794520547945205,0.041822721598002495,0,1,0,0,0,0.0041841004184100415,68,88.32284793616695
4906,1,0,0.05710858772443983,1,0.04794520547945205,0.10986267166042447,0,1,0,0,1,0.05439330543933055,57,37.70139634801289
4907,1,0,0.05710858772443983,1,0.04794520547945205,0.17103620474406991,0,1,0,0,1,0.1087866108786611,57,37.70139634801289
4908,0,1,0.06408315081415969,1,0.1004566210045662,0.046192259675405745,0,1,0,0,1,0.016736401673640166,57,37.70139634801289
4909,0,1,0.06408315081415969,1,0.2146118721461187,0.14232209737827714,0,1,0,0,1,0.05439330543933055,60,53.5369034831978
4910,0,1,0.06408315081415969,1,0.0730593607305936,0.09987515605493133,0,1,1,0,1,0.02092050209205021,66,81.84747583243825
4911,0,1,0.06408315081415969,1,0.02968036529680365,0.3083645443196005,0,1,1,1,1,0.09205020920502092,73,96.88506981740065
4912,0,1,0.06408315081415969,1,0.5296803652968036,0.3895131086142322,1,1,0,1,1,0.301255230125523,64,74.06782261776891
4913,0,1,0.06408315081415969,1,0.3333333333333333,0.0780274656679151,0,0,1,0,1,0.029288702928870293,65,78.21083320546263
4914,0,1,0.06408315081415969,1,0.2648401826484018,0.4157303370786517,0,1,1,1,1,0.26359832635983266,68,88.32284793616695
4915,0,1,0.06408315081415969,1,0.1324200913242009,0.3701622971285893,1,1,1,0,1,0.27615062761506276,66,81.84747583243825
4916,1,0,0.03560342948493224,1,0.23972602739726026,0.09800249687890138,1,1,0,0,1,0.012552301255230125,64,74.06782261776891
4917,1,0,0.03560342948493224,1,0.04794520547945205,0.0898876404494382,1,1,1,0,1,0.016736401673640166,62,64.10925272364585
4918,1,0,0.03560342948493224,1,0.1963470319634703,0.17290886392009988,1,1,1,0,1,0.04184100418410042,61,58.984195181832135
4919,1,0,0.06104650719189964,1,0.13926940639269406,0.07740324594257178,0,1,0,0,1,0.0041841004184100415,47,6.41399416909621
4920,1,0,0.04288796912480791,1,0.04794520547945205,0.16666666666666666,1,1,0,0,1,0.06276150627615062,65,78.21083320546263
4921,1,0,0.04288796912480791,0,0.1689497716894977,0.07240948813982521,0,1,0,0,1,0.012552301255230125,57,37.70139634801289
4922,1,0,0.04288796912480791,1,0.273972602739726,0.08551810237203496,1,1,0,0,1,0.06694560669456066,62,64.10925272364585
4923,1,0,0.04288796912480791,1,0.12100456621004566,0.07615480649188515,1,1,0,0,1,0.016736401673640166,64,74.06782261776891
4924,1,0,0.04584710577440277,1,0.1141552511415525,0.0449438202247191,0,1,0,0,0,0.008368200836820083,44,3.0688967316249807
4925,1,0,0.04584710577440277,1,0.1689497716894977,0.08551810237203496,0,1,0,0,0,0.03765690376569038,53,21.052631578947366
4926,1,0,0.04584710577440277,1,0.2671232876712329,0.0780274656679151,0,1,1,0,0,0.012552301255230125,59,48.319779039435325
4927,1,0,0.04795162418784525,1,0.2100456621004566,0.05305867665418227,1,1,0,0,0,0.008368200836820083,68,88.32284793616695
4928,1,0,0.04795162418784525,1,0.1415525114155251,0.07178526841448189,1,1,0,0,1,0.008368200836820083,65,78.21083320546263
4929,1,0,0.04795162418784525,1,0.273972602739726,0.07553058676654183,1,1,0,0,0,0.016736401673640166,62,64.10925272364585
4930,1,0,0.04795162418784525,1,0.3447488584474886,0.12421972534332085,1,0,0,0,1,0.08368200836820083,71,94.46064139941691
4931,1,0,0.04795162418784525,1,0.13013698630136986,0.2066167290886392,0,1,0,0,0,0.09205020920502092,56,33.15942918520792
4932,1,0,0.04795162418784525,1,0.2534246575342466,0.07240948813982521,1,1,0,0,1,0.0,53,21.052631578947366
4933,1,0,0.042801311216914176,1,0.3858447488584475,0.14481897627965043,1,1,0,0,1,0.04602510460251046,70,92.7880926806813
4934,1,0,0.04010474826185466,1,0.3789954337899543,0.22846441947565543,1,1,0,0,1,0.14644351464435146,60,53.5369034831978
4935,1,0,0.04010474826185466,1,0.3424657534246575,0.06928838951310862,0,1,0,0,0,0.0,44,3.0688967316249807
4936,1,0,0.06336478825056434,1,0.1689497716894977,0.066167290886392,1,1,0,0,0,0.0,63,69.38775510204081
